Région,Département,Commune,Nom du festival,Début,Fin,Genre,Site web,Téléphone,,Texte,"Lon,Lat",Nom,Fonction,Citation
Ile de France,Paris,Paris,Festival Fnac Live,29/06/2022,01/07/2022,Musique,fnac.com/fnaclive,,,"Sur le parvis et dans les salons de l'Hôtel de ville, trois journées de concerts gratuits sont programmés. La scène francophone est mise à l'honneur cette année. Jane Birkin, Jacques, Lonny, Thylacine, Pierre De Maere, Jazzy Bazz, Bob Sinclar et Pedro Winter figurent parmi les invités. ","2.224199,48.815573",,,
Ile de France,Seine-et-Marne,Fontainebleau,Festival Django Reinhardt,23/06/2022,26/06/2022,Musique,https://www.festivaldjangoreinhardt.com/,01 60 74 99 99,,"Le festival se compose de quatres parties. La première en juin est un concert gratuit qui fait l'ouverture du festival à Samois-sur-Seine. La deuxième a lieu dans le parc du château de Fontainebleau et programme notamment Anne Paceo, Melody Gardot, Tchavolo Schmitt Fiona Monbet, Duquende, Fanou Torracinta, Django Legacy, Bachar Mar-Khalifé et Gabi Hartmann. Un off se tient dans le camping en bord de Seine et enfin, le Village des luthiers accueille artisans et talents émergents.","2.5613299,48.344887",,,
Ile de France,Seine-et-Marne,Tournan-en-Brie,La ferme électrique,08/07/2022,09/07/2022,Musique,la-ferme-electrique.fr,01 64 07 14 35,,"À la ferme du Plateau, deux grandes soirées sont prévues avec plus de vingt concerts, des installations et des performances. Les groupes nationaux et internationaux se retrouvent avec notamment le Sacre du Tympan (Paris), le Singe Blanc (Metz), Fleuves noirs (Lille), Yachtclub (Tours), Make-Overs (Prétoria) et Enablers (San Francisco). LE SITE A UN PROBLEME, Y REVENIR","2.7362911,48.7163301",,,
Ile de France,Val d'Oise,La-Frette-sur-Seine et Herblay,Les Spiriades,02/07/2022,10/07/2022,Musique,spiriades.com,"06 73 24 86 47
",,"Les églises Saint-Martin d’Herblay et Saint-Nicolas de La Frette ainsi que le petit théâtre de La Frette accueillent la musique classique. Les festivités s'ouvrent par un récital ""jeunes talents"" qui met à l'honneur la pianiste japonaise Karin Furitani pour interpréter Mozart, Rachmaninov et Debussy. Le spectacle Rêve de Nohant mêle les oeuvres de Chopin, Liszt, Paesiello, Mozart, Schubert et les textes de George Sand avec la soprano Sandrine Carpentier, la pianiste Monica Molinaro et le comédien Jean-Paul Audrain. ","2.1659988,48.9589851",,,
Ile de France,Val-de-Marne,Vincennes,The Peacock Society,11/09/2022,12/09/2022,Musique,thepeacocksociety.fr,,,"Les cinq scènes, désormais en plein air dans les bois du Parc de Choisy, Paris-Val de Marnes, font place à une plus grande diversité des styles musicaux au sein des musiques électroniques actuelles : techno, house, genre hybride mais aussi disco et rap. La programmation inclut  Peggy Gou, Dj Harvey, Amelie Lens, Laurent Garnier, Haai, AceMoMa live, VTSS, Anetha, LSDXOXO, Sherelle, U.R.TRAX, MCDE, Fjaak live, Anz, Logic 1000, India Jordan, Molécule.","2.418554,48.840891",,,
Ile de France,Hauts-de-Seine,Boulogne-Billancourt ,Afropunk,13/07/2019,14/07/2019,Musique,https://afropunk.com/,,,"Le festival né à Brooklyn, a posé ses valises en Ile de France depuis 5 ans. Janelle Monáe, Solange, Raphael Saadiq, Ibeyi, Tiwa Savage, Shaka Lion et Muzi font partie des artistes invités. MAIL ENVOYE","2.224199,48.815573",,,
Ile de France,Paris,Paris,Lollapalooza,16/07/2022,17/07/2022,Musique,lollaparis.com,,,"Côté musique, Vini Vinci, David Guetta, Bilal Hassani, Vladimir Cauchemar, Poupie, Pearl Jam, Le Juiice, Tems figurent parmi les artistes invités. Un nouveau lieu consacré au rap  pour mettre en avant la scène émergente Française est mis en place. Côté expérience, Lolla planète et Lolla chef s'occupent de la tête et de l'estomac des festivaliers. Le premier propose un espace informatif dédié à la planète et ses habitants. Ateliers et rencontres sont organisés autour du développement durable, mais aussi de l'égalité des genres et des violences faites aux femmes et aux personnes LGBTQIA+ avec Morgane Ortin, autrice et créatrice d’Amours Solitaires et l'association En Avant Toutes. Le second offre la gastronomie avec Jean Imbert accompgané de Cédric Grolet et Mory Sacko.","2.224199,48.815573",,,
Ile de France,Paris,Paris,Classique au Vert,02/07/2022,03/09/2022,Musique,classiqueauvert.paris.fr,,,"Le parc Floral prend ses couleurs d'été avec la programmation de quatre festivals. L’artiste associée à cette édition est Marion Rampal. Des concerts gratuits au sein du parc Floral les week-ends. Jérôme Correas et l'orchestre Les Paladins prennent comme prétexte le 400e anniversaire de la naissance de Molière pour faire redécouvrir son œuvre sous l’angle de la musique. Un concert qui comporte plusieurs scènes chantées extraites des comédies-ballets de Molière. Lucie Horsch et l'ensemble Fuse composé d'un quatuor à cordes, une contrebasse et une percussion propose un répertoire varié entre Piazzola, Bartók, Stravinsky et Charlie Parker.","2.224199,48.815573",,,
Ile de France,Paris,Paris,Pestacles ,29/06/2022,07/09/2022,Musique,,,,"Un vaste choix s'offre aux oreilles enfantines les mercredis après-midis : la reprise du  répertoire de Claude Nougaro, une histoire de transmission ; un périple théâtral et musical autour du conte Hansel et Gretel ; L'Ile aux chants mêlés, création de Marion Rampal, où se rencontre les chants du monde. Des pestacles à découvrir dès 4 ans. ",,,,
Ile de France,Paris,Paris,Paris Jazz Festival,03/07/2022,04/09/2022,Musique,,,,"Une scène jazz international et national se déploie dans le parc, en journée les week-ends. Ana Carla Maza, Daymé Arocena, le Noé Clerc Trio,  Ambrose Akinmusire et Sylvaine Hélary font partie de la programmation.",,,,
Ile de France,Paris,Paris,Nocturnes,07/07/2022,03/08/2022,Musique,,,,"Seuls concerts payants des quatre festivals qui rythment le parc Floral en été, les sept soirées classiques, jazz ou mixtes. Parmi les artistes invités, on retrouve Thomas de Pourquery et Supersonic, Angel Bat Dawid et les Sistazz of the Nitty Gritty, le quinquette Piazzolla et Shai Maestro.",,,,
Ile de France,Paris,Paris,Rock en Seine,25/08/2022,30/08/2022,Musique,rockenseine.com,, Catherine Gaud - catherine.gaud@ephelide.net | 01 75 00 05 14,"Le festival s'étire cette année non plus sur trois mais cinq jours. Une scène éclectique se rejoint au domaine national de Saint-Cloud avec Tame Impala, Nick Cave & The Bad Seeds, Stromae, Rage Against The Machine, Run The Jewels, Kraftwerk, La Femme, Izia, Aurora, Aldous Harding, Malik Djoudi, The Limiñanas, Vendredi sur mer, Perfume Genius. Un ""Mini Rock en Seine"" accueille les enfants de 6 à 12 ans dans un espace qui leur est dédié avec une programmation spécifique et des animations. ","2.224199,48.815573",,,
Ile de France,Val d'Oise,Asnières-sur-Oise,Festival de Royaumont,07/09/2019,06/10/2019,Musique,royaumont.com,01 30 35 59 00,,"Cinq week-ends de musique classique sont prévus à l'abbaye de Royaumont. Chaque journée est dédié à une thématique particulière. En ouverture, ""En vol"" sera le fil rouge du programme des deux premiers jours, avec notamment les Oiseaux tristes, une Barque sur l'océan, La vallée des cloches et les Noctuelles de Ravel, lors d'un concert intitulé ""Miroirs"". Le week-end suivant sera consacré aux ""Élans poétiques à l'épreuve du réel"" tandis que le samedi d'après mettra la lumière sur Bach et Telemann et le dimanche fera la part belle aux chants arabes et andalous.
FORMULAIRE CONTACT REMPLI SUR SITE","2.3361209,49.116772",,,
Ile de France,Hauts-de-Seine,Antony/Châtenay-Malabry,Solstice,18/06/2022,26/06/2022,Théâtre / Arts de la rue / Cirque,theatrefirmingemier-lapiscine.fr,01 41 87 20 84,,"Des artistes de cirque et des musiciens s’installent à Châtenay-Malabry et à Antony pour dix spectacles entièrement gratuits. La compagnie O Último Momento présente Une partie de soi, spectacle de et par João Paulo Santos. Le circassien raconte de l’intérieur la traversée d’une vie consacrée à son art. Les co-autrices Noémi Devaux, Aurora Dini, Gentiane Garin, Carla Margarita Manrique Mendoza et Gal Zdafee présentent Cha Cha Chabelita, une création récente autour du cerceau, un agrès délaissé par l'art circassien contemporain.  ","2.2287399,48.756621",,,
Ile de France,Val-de-Marne,Vitry sur Seine,Nous n'irons pas à Avignon,11/07/2019,04/08/2019,Théâtre / Arts de la rue / Cirque,gareautheatre.com,01 55 53 22 26,"Émilie Simon
Communication
01 55 53 22 24
com@gareautheatre.com","En juillet/août 2019, ce sera la 1ère édition d’un tout contre-festival remonté, en une pleine forme nouvelle que nous aurons imaginée avec vous. Nouvelle formule. 4 semaines au lieu de 3. DEMANDE DE DP 2019 PAR MAIL. RIEN RECU, SUPPRIME PAS DE PLACE. MAIL ENVOYE 2022
","2.3673259,48.7699989",,,
Ile de France,Paris,Paris,Festival Paris l'été,11/07/2022,31/07/2022,Théâtre / Arts de la rue / Cirque,parislete.fr,01 44 94 98 00,,"Le festival pluridisciplinaire - danse, théâtre, cirque, musique, exposition - s'invite dans une vingtaine de lieux à Paris et en banlieue. La Cour Lefuel ouvre pour Angelin Preljocaj venu présenter son Boléro sur la musique de Maurice Ravel. Une seconde création du chorégraphe, G.U.I.D., pour Groupe Urbain d'Intervention Dansée se produit succéssivement à la Tour Montparnasse, place des vins de France et sur les berges de Seine.  
","2.224199,48.815573",,,
Normandie,Manche,Granville,"Grace de Monaco, princesse en Dior",27/04/2019,17/11/2019,Autres,musee-dior-granville.com,02 33 61 48 21,,"Pour célébrer le quatre-vingt-dixième anniversaire de la naissance de Grace Kelly, le musée Christian Dior met à l'honneur la princesse. L'exposition présente une collection de robes issues de sa garde-robe conservée au Palais de Monaco, mais également des portraits, des photographies, des reportages, des extraits de films etc. C'est tant son personnage public, que sa personnalité privée qui est mise en lumière.","-1.8626341,48.8159179",,,
Normandie,Orne,Cisai-Saint-Aubin,Biches festival,14/06/2019,16/06/2019,Musique,biches-festival.fr,,,"Le clos des Biches, un espace en pleine campagne, accueille la nouvelle scène française avec notamment Adrien Legrand, Tito Candela, Bumby, Aloïse Sauvage, Léonie Pernet, Petit Prince, Cannibale Ysé Sauvage et Pi Ja Ma.","0.3201521,48.752409",,,
Normandie,Orne,Mortagne-au-Perche,Les musicales de Mortagne et du Perche,22/06/2019,07/07/2019,Musique,musicalesdemortagne.fr,02 33 83 34 37,,"Des œuvres phares de la musique anglaise et des compositions plus méconnues se retrouvent lors de la manifestation. Le concert d'ouverture, dirigé par Bertrand Cuiller, est consacré aux musiciens du XVIIe siècle, avec les oeuvres de Christopher Gibbons, Matthew Locke, Giovanni Battista Draghi, James Hart, John Blow et Henry Purcell. ","0.5363711,48.4989551",,,
Normandie,Calvados,Cabourg,Cabourg mon amour,24/06/2022,26/06/2022,Musique,cabourgmonamour.fr,,,"Sur la plage de Cap Cabourg, les sons variés se mêlent. Own, Liv Del Estal, Mamba de la Suerte, Winnterzuko, Pierre De Maere, Paloma Colombe, Demuja, Banga, Kids Return, Sam, Zamdane, Zaho De Sagazan, Magenta, Laurence Guy, Annael, Yoa, Charlotte Fever, Selman Faris, Poupie, Mangabey, Myd sont attendus. Des festivités gastronomique sont prévues chaque jour dont un apéro huîtres et vin blanc le vendredi soir. A noter : l'affiche du festival signée Jean-Charles de Castelbajac. 
","-0.151147,49.268159",,,
Normandie,Eure,Evreux,Rock in Evreux by GHF ,28/06/2019,30/06/2019,Musique,rockinevreux.org,02 78 99 05 70,,"Trois soirées aux accents reggae, pop, rock, funk ou encore hip hop sont programmées. Le concerts se terminent par les interventions d'artistes électro. Parmi les artistes prévus on retrouve, Barbe Noire, Nova Twins, Tiken Jah Fakoly, Cizum, Diva Faune, Boulevard des Airs, Wood Peaks Shelmi, Trois cafés gourmands,  Bigflo & Oli etc.     ","1.0897221,48.989171",,,
Normandie,Calvados,Hérouville-Saint-Clair,Festival Beauregard,04/07/2019,07/07/2019,Musique,festivalbeauregard.com,02 31 47 96 13,,"Les musiques actuelles s'installent dans le parc du château de Beauregard avec Suprême NTM, Lomepal, The Blaze, Étienne de Crécy, Ben Harper, Roméo Elvis, Angèle, Cat Power... ","-0.3601791,49.183604",,,
Normandie,Seine-Maritime,Etretat,Hello Birds,05/07/2019,07/07/2019,Musique,hellobirdsfestival.fr,,,"Trois jours de balade, de musique et de baignade sont proposés avec notamment Pépite, Claire Laffut, DLycox, Zaltan Antinote, Master Phil et Adrien Legrand.","0.181648,49.691744",,,
Normandie,Manche,Montmartin-sur-Mer,Chauffer dans la noirceur,12/07/2019,14/07/2019,Musique,chaufferdanslanoirceur.org,02 33 07 91 91,,"Sur la plage de Montmartin sur mer, les musiques actuelles sont au rendez-vous, avec une volonté de proposer différents courants musicaux et de faire découvrir des artistes émergents. Youssoupha, Vendredi sur mer, Living colour, Lysistrata et Xavier Rudd font partie des artistes invités.","-1.561606,48.976527",,,
Normandie,Calvados,Pays d'Auge,Promenades Musicales du Pays d'Auge,17/07/2019,08/08/2019,Musique,pays-auge-culture.org,02 31 31 06 00,,"Pour la soirée d'ouverture au théâtre de Lisieux, l'ensemble de musique baroque Le Poème harmonique, dirigé par Vincent Dumestre, interprètera les compositeurs italiens du début du XVIIe, comme Claudio Monteverdi ou Domenico Mazzocchi. L'accordéoniste Richard Galliano proposera un récital à l'église abbatiale Saint-Pierre-sur-Dives le 24 juillet.","-0.170402480291502,49.1277074697085",,,
Normandie,Orne,Briouze,Art Sonic,19/07/2019,20/07/2019,Musique,festival-artsonic.com,02 33 65 06 75,06 76 84 37 04 Gwendoline Chapelain,"La diversité des musiques actuelles est à l'honneur avec la nouvelle génération émergente qui se mêle aux têtes d’affiche fédératrices. Parmi les artistes invités on retrouve Jain, Vladimir Cauchemar, Columbine, Dionysos, Steve’n’Seagulls, Møme, Fakear, Redemption, Bagarre et Canine.","-0.422938,48.677487",,,
Normandie,Manche,Lessay,Les Heures Musicales de l’Abbaye de Lessay,19/07/2019,16/08/2019,Musique,heuresmusicalesdelessay.com,02 33 45 14 34,,"L'ensemble des Arts florissants ouvrira les festivités avec un concert dédié à Vivaldi, Galuppi et Haendel, sous la direction de Paul Agnew, accompagné de la soprano Sophie Karthaüser. Le 26 juillet, le violoniste David Grimal dirigera l'orchestre symphonique les Dissonances pour une soirée consacrée à Mozart. Tous les concerts ont lieu à l'église abbatiale.","-1.575478,49.180001",,,
Normandie,Manche,Carolles,Jazz en Baie,24/07/2019,04/08/2019,Musique,jazzenbaie.com,02 33 49 90 76,,"Du jazz et des musiques actuelles sont proposés aux festivaliers, avec les artistes nationaux et internationaux qui se retrouvent dans la Baie du Mont Saint-Michel. Eagle-Eye Cherry, Bernard Lavilliers, Melody Gardot,  Mayra Andrade, Jeanne Added, Molly Johnson et Thomas Dutronc figurent parmi les invités.","-1.5742231,48.7350459",,,
Normandie,Manche,Saint-Vaast-La-Hougue,Les Traversées Tatihou,23/08/2019,01/09/2019,Musique,culture.manche.fr,02 33 05 98 41,,"Les ""femmes engagées"" sont le fil rouge de ce festival qui vit au rythme des marées. Il faut attendre la basse mer pour rejoindre le chapiteau de l'île Tatihou qui est atteint après 20 minutes de marche à travers les parcs à huîtres. Des musiciens du Québec, de Bretagne (avec notamment la musique celte à l'honneur), de Normandie, d'Algérie, d'Argentine, de Scandinavie, d'Europe centrale, d'Espagne, du Portugal et d'Irlande sont de la partie.  ","-1.2915099,49.570772",,,
Normandie,Seine-Maritime,Saint Jean de Folleville ,Festiv' été,06/09/2019,08/09/2019,Musique,festiv-ete-normandie.fr,06 81 98 58 50,,"Chaque jour le bal Country ouvre les festivités. L'immense site de plusieurs hectares en pleine campagne propose ensuite des concerts, de la danse country et de nombreuses animations. ","0.4659231,49.479934",,,
Normandie,Manche,Granville,Sorties de bain,04/07/2019,07/07/2019,Théâtre / Arts de la rue / Cirque,sortiesdebain.com,02 33 69 27 30,,"La baie du Mont Saint-Michel fait la part belle aux arts de la rue avec parmi les spectacles proposés, Goodbye Persil de la Compagnie (L')Arbre à vache, Le Magnifique bon à rien des artistes de Chicken Street et Wanted de la troupe Bruital.","-1.8626341,48.8159179",,,
Normandie,Calvados,Saint-Aubin-sur-mer,Pete The Monkey,11/07/2019,13/07/2019,Musique,petethemonkeyfestival.com,,,"Le thème ""Mother Nature"" est le fil rouge de cette édition. L’association Pete the Monkey qui organise le festival a pour objectif de financer la construction d'une réserve en Bolivie pour accueillir les animaux notamment victimes de la déforestation. Les bénéfices de la manifestation vont à l'organisation locale bolivienne. Le line-up inclut KOKOKO!, Folamour, Kiddy Smile, Kirin J Callinan, Otzeki, Charlotte Adigéry et Hubert Lenoir. ","-0.4073451,49.311524",,,
Nouvelle-Aquitaine,Creuse,Guéret,Check in Party,22/08/2019,24/08/2019,Musique,checkinparty.com,,,"L'aérodrome de Guéret – Saint-Laurent se transforme en une immense scène dédiée aux musiques indépendantes, aux groupes à guitares et aux musiciens électros. L'espace atypique propose les performances des artistes Patti Smith, Jeanne Added, Clara Luciani, Julia Jacklin, Foals, Gogol Bordello, Slaves, The Inspector Cluzo, The Blaze, Etienne de Crecy, Lysistrata... ","1.8354555,46.1584626",,,
Nouvelle-Aquitaine,Gironde,Bordeaux ,Bordeaux fête le fleuve,20/06/2019,23/06/2019,Musique,bordeaux-fete-le-fleuve.com/,05 56 00 66 00,,"Quatre soirs de fête sont programmés sur la place des Quinconces avec des concerts gratuits. Carmina Burana est interprétée par un ensemble de 300 choristes bordelais et 65 musiciens accompagnés de la soprano Julie Fuchs et sous la direction de Paul Daniel. Jain,  Zazie, Arthur H sont aussi de la partie. La manifestation accueille également des navires dont les deux plus grands voiliers-écoles du monde, le Kruzenshtern et le Sedov. Les bateaux sont ouverts aux visites.","-0.638973,44.810752",,,
Nouvelle-Aquitaine,Gironde,Lège-Cap Ferret,Cap Ferret Music Festival,09/07/2022,16/07/2022,Musique,https://www.capferretmusicfestival.com/,05 56 03 94 49,,"Le festival met en lumière les virtuoses de la musique classique et du blues. Deux temps distincts composent l'événement. En journée, ""l'académie musicale"" propose des masterclasses, conférence et des ateliers découvertes jeune-public. En soirée, les grands concerts s'installent en plein air dans un village de la presqu'île. Le violoniste Nicolas Dautricourt, la cantatrice Béatrice Uria-Monzon, le chanteur et guitariste Jonathan Herrero 'El Kujo', sont parmi les 45 artistes invités. Le producteur de comédie musicale Rabah Aliouane et la cheffe d'orchestre Eliane Lavail transmettront leur savoir lors de l'académie musicale.","-1.295615,44.7249062",,,
Nouvelle-Aquitaine,Deux-Sèvres,Parthenay,Festival ludique international de Parthenay,10/07/2019,21/07/2019,Autres,jeux-festival.com,"05 49 94 24 20
",,"Un festival taillé pour les familles avec le centre de la ville qui se mue en un plateau de jeux. Il y en a pour tous les goûts avec des jeux traditionnels et populaires, des jeux de société ou encore des jeux sportifs.","-0.2701489,46.627967",,,
Nouvelle-Aquitaine,Lot-et-Garonne,Couthures-sur-Garonne,Festival international de journalisme ,12/07/2019,14/07/2019,Autres,festivalinternationaldejournalisme.com,,,"Trois jours de rencontres et d’ateliers sont programmés pour débattre de l'actualité avec des journalistes de presse écrite, de radio, de télé, du web, des artistes etc. Les participants pourront discuter autour de ""Tunisie : attention, chantier !"" et ""Journalistes, pourquoi tant de haine(s) ?"" qui sont parmi les thèmes proposés.","0.0518291,44.500323",,,
Nouvelle-Aquitaine,Charente,Angoulême,Le monde de Petit Poilu ,28/04/2019,08/09/2019,BD,citebd.org,05 45 38 65 65,,"Petit Poilu est une bande dessinée destinée aux enfants à partir de 3 ans. Elle est illustrée par Pierre Bailly et scénarisée par Céline Fraipont. Dans le parcours de l'exposition, les enfants pourront découvrir la chambre de Petit Poilu et rencontrer les personnages emblématiques de la série comme le Yéti et Mémé bonbon.","0.0996399,45.620013",,,
Nouvelle-Aquitaine,Charente-Maritime,La Rochelle,Festival international du film de la Rochelle,28/06/2019,07/07/2019,Cinéma,festival-larochelle.org,05 46 52 28 96,,"Le cinéma Islandais sera à l'honneur avec pas moins de 12 films projetés, dont Back Soon de Solveig Anspach et Des chevaux et des hommes de Benedikt Erlingsson. Un hommage sera également rendu, en leur présence, aux cinéastes Dario Argento, Caroline Champetier, Jean-François Laguionie et Elia Suleiman. ","-1.24147,46.133163",,,
Nouvelle-Aquitaine,Gironde,Pauillac,Les Vendanges du 7ème art,09/07/2019,13/07/2019,Cinéma,vendangesdu7emeart.fr,05 56 59 23 99,,"Au cinéma l’Éden, une vingtaine de films sont proposés en avant-premières, nationales ou mondiales. Ils concourent aux prix de la « compétition internationale » ou du « jeune public ». Elsa Zylberstein est maîtresse de cérémonie de la soirée d'ouverture. Les réalisateurs Michel Hazanavicius et Rajkumar Bhan, la réalisatrice Lisa Azuelos et le compositeur Ludovic Bource sont également attendus. A noter : une Master Class sera animée par Dany Boon​, invité d'honneur de l'événement. ","-0.797117,45.1666529",,,
Nouvelle-Aquitaine,Landes,Mont-de-Marsan,Arte Flamenco,02/07/2019,06/07/2019,Danse,arteflamenco.landes.fr,05 58 76 18 74,"Dominique Racle
33 6 68 60 04 26
www.agencedrc.com","Un festival qui fait voyager au cœur du flamenco andalou. En ouverture, Eva Yerbabuena présente son ballet Carne y Hueso. A retrouver également, la danseuse et chorégraphe Olga Pericet pour son spectacle Un cuerpo infinito en hommage à Carmen Amaya.  ","-0.5556011,43.8546841",,,
Nouvelle-Aquitaine,Pyrénées-Atlantiques,Biarritz,Le Temps d'Aimer la danse,06/09/2019,15/09/2019,Danse,letempsdaimer.com,05 59 22 44 66,,"Des compagnies de France, des Pays-Bas, d'Espagne, d'Italie ou du Danemark se retrouvent dans les théâtres, lieux publics et jardins de la ville. En ouverture à la Gare du Midi, les notes de Mozart, Mahler et Arvo Pärt résonneront sur les créations des grands maîtres hollandais de la danse néoclassique, les chorégraphes Jiri Kylian, Hans van Manen et Nils Christe.","-1.577167,43.4474271",,,
Nouvelle-Aquitaine,Gironde,Bourg,Vie sauvage,14/06/2019,16/06/2019,Musique,festivalviesauvage.fr,,,"Un festival de musique et de gastronomie dans un petit village sur la Dordogne. La programmation inclut Vendredi sur mer, Flavien Berger, Pépite, Silly boy blue ou encore Dampa. ","-0.588447,45.016338",,,
Nouvelle-Aquitaine,Lot-et-Garonne,Marmande,Garorock,27/06/2019,30/06/2019,Musique,garorock.com,05 53 64 44 44,,"L'électro, le rock, la pop, le hip hop, la danse, la folk et la house se mêlent sur les quatre scènes de cette édition. Angèle, Bagarre, Bigflo et Oli, La Dispute, Ben Harper, Christine and The Queens, Kap Bambino, Kompromat, Lomepal, Clara Luciani, Roméo Elvis, Systema Solar etc. font danser les festivaliers.","0.10864,44.459725",,,
Nouvelle-Aquitaine,Pyrénées-Atlantiques,Oloron-Sainte-Marie,Des Rives & Des Notes,28/06/2019,07/07/2019,Musique,jazzoloron.com,07 84 28 38 39,05.59.39.82.47,"Artistes confirmés et émergents se croisent avec la présence de la chanteuse Hailey Tuck, le groupe Festen ou encore de l'artiste Julia Biel.","-0.6896771,43.0857979",,,
Nouvelle-Aquitaine,,Sud Gironde ,Les Nuits Atypiques,01/06/2019,21/07/2019,Musique,nuitsatypiques.org,05 57 36 49 07,,"Vingt-trois événements répartis dans treize communes ponctuent la manifestation. Une exposition est consacrée à ""La Gironde occitane"". Côté musique, les sons berbères de Mostafa El Harfi résonnent ainsi que les rythmes néo-musette de Jean-Luc Amestoy et Gilles Carles. A noter également les projections de trois films de Patric La Vau, Au mièi de las vacas, Una granda taula et Un casau e quate polas, en occitan sous-titré en français.","-1.2614241,44.1939019",,,
Nouvelle-Aquitaine,Charente,Cognac,Cognac Blues Passions,04/07/2019,08/07/2019,Musique,bluespassions.com,05 45 36 11 81,,Pas moins de quarante artistes sont attendus sur les sept scènes de l'événement. La première soirée propose trois concerts sur l'Ile de Jarnac avec Thomas Dutronc et les groupes Automatic City et Crossborder Blues.,"-0.373551,45.67471",,,
Nouvelle-Aquitaine,Gironde,"Bassens, Lormont, Floirac, Cenon",Festival des Hauts de Garonne ,03/07/2019,12/07/2019,Musique,lerocherdepalmer.fr,05 56 74 80 00 ,lerocherdepalmer.fr/hautsdegaronne/2017,Les musiques du monde se déclinent pour quatre soirées gratuites. Le parc du bois fleuri de Lormont accueille l'artiste Moonlight Benjamin et l'orchestre Orpheus XXI le 6 juillet ; les groupes Cumbia All Stars et Opsa Dehëli se produisent au domaine de Beauval à Bassens le 10.,"-0.542214,44.842246",,,
Nouvelle-Aquitaine,Corrèze,Département de la Corrèze ,Festival de la Vézère ,09/07/2019,22/08/2019,Musique,festival-vezere.com,05 55 23 25 09,,"Quatorze lieux du patrimoine départemental sont mis en avant avec la programmation de vingt concerts. Un week-end consacré à l'opéra est proposé au Château du Saillant avec L'Italienne à Alger de Rossini et Madame Butterfly de Puccini, sous la direction du pianiste Bryan Evans. ","1.4549631,45.104401",,,
Nouvelle-Aquitaine,,Département de la Vienne ,Les Heures Vagabondes,05/07/2019,09/08/2019,Musique,lesheuresvagabondes.fr,05 49 00 55 75,,"Les artistes confirmés et les jeunes talents se rassemblent pour treize concerts gratuits. L'objectif de l'événement est de favoriser l'accès de la culture en milieu rural. La chanson française et francophone, la pop, l'électro, le rock et le reggae font entendre leurs notes avec notamment Marc Lavoine, Alice on the Roof, The Inspector Cluzo, Colours in the Street, Alpha Blondy, Jérémy Frérot, Coeur de pirate et Eagle Eye Cherry. Deux formations musicales régionales sont mises à l’honneur lors d’une soirée spéciale ""scène locale"".","-0.105026,46.048269",,,
Nouvelle-Aquitaine,Pyrénées-Atlantiques,Bordes,Pyrène Festival,05/07/2019,06/07/2019,Musique,pyrenefestival.fr,,,"Deux soirées de concerts : la première est dédiée à la chanson française et la seconde met le reggae à l'honneur. Zoufris Maracas, Les Yeux D’La Tête et Horace Andy sont notamment attendus.","-0.297703,43.224766",,,
Nouvelle-Aquitaine,Charente-Maritime,La Rochelle,Les Francofolies,10/07/2019,14/07/2019,Musique,francofolies.fr,05 46 28 28 28,,"Quatres scènes sont déployées pour mettre à l'honneur les chansons et les musiques actuelles. Chaque après-midi au théâtre Verdière, deux concerts mettent en avant les révélations du ""Chantier des Francos"", aux côtés d’artistes confirmés comme Camélia Jordana, Kimberose, la Grande Sophie etc.","-1.24147,46.133163",,,
Nouvelle-Aquitaine,Charente-Maritime,Saintes,Festival de Saintes,12/07/2019,20/07/2019,Musique,festivaldesaintes.org,05 46 97 48 48,,"La plupart des concerts ont lieu à l’Abbaye aux Dames. Parmi eux, la soprano Kelly God et la pianiste Anne Le Bozec interprètent Liszt, Rachmaninov, Mahler et Strauss et la violoncelliste Ophélie Gaillard joue Britten et Bach. La soirée d'ouverture a lieu à la cathédrale Saint-Pierre. Hervé Niquet et son ensemble Le Concert Spirituel proposent les Polyphonies monumentales de Benevolo.","-0.7053341,45.703327",,,
Nouvelle-Aquitaine,Charente-Maritime,Port d'Envaux,Les Fous Cavés,19/07/2019,20/07/2019,Musique,lesfouscaves.fr,,,"Les groupes expérimentés comme Les Ogres de Barback, UB40 et Brain Damage sont de la partie. Le festival met également en avant les découvertes musicales, qu'elles soient françaises ou internationales. En journée, la guinguette des Fous-Cavés s'installe sur la plage en bord de Charente.","-0.7088749,45.786683",,,
Nouvelle-Aquitaine,Corrèze,Brive-la-Gaillarde,Brive Festival,19/07/2019,22/07/2019,Musique,brivefestival.com,,,"La place du 14 juillet accueille Naya, Patrick Bruel, RK, les Négresses vertes, Hoshi, Sweem, Soprano, Kassav', DI#SE, M, Thérapie Taxi, Maître Gims, Jennifer, Nazim et Aya Nakamura.","1.4549631,45.104401",,,
Nouvelle-Aquitaine,Charente-Maritime,Royan,Un violon sur le sable,20/07/2022,30/07/2022,Musique,violonsurlesable.com,,,"Sur la plage de la Grande Conche, une scène s'installe pour trois soirées de concerts gratuits. Le répertoire va de la musique classique, au jazz en passant par les musiques du monde et même la danse. La pianiste Khatia Buniatishvili, la violoniste Diana Tishchenko et le guitariste Thibaut Garcia sont aux côté de Barbara Pravi et des danseurs Etoile Myriam Ould-Braham et Karl Paquette pour l'ouverture. La soprano Catherine Trottmann, le compositeur Yvan Cassar et le ténor Pene Pati font également partie des artistes invités. Une programmation en journée avec ""Un Violon sur la Ville"" est proposée dans le cadre du ""Off"".","-1.054461,45.612009",,,
