epci,libelle_epci,population_carto,effectif_cumu_termine,taux_vaccination_adultes,EPCI 2020,Nom,niveau_vie_median,interdecile,dep,pauvrete40,pauvrete60,vaccination_septembre
200067163,"CC MONTS, RANCE ET ROUGIER",950,4010,422.1,200067163.0,"Monts, Rance et Rougier",18290.0,"3,1",12,"11,9","25,6",78.1
200067171,"CC AUBRAC, CARLADEZ ET VIADENE",1580,6760,427.8,200067171.0,"Aubrac, Carladez et Viadène",19000.0,"3,0",12,"9,2","23,1",84.1
200067189,CC CREUSE SUD OUEST,2030,8680,427.6,200067189.0,Creuse Sud Ouest,18010.0,"3,1",23,"15,7","28,9",77.6
200067197,CC MONTS D ARREE COMMUNAUTE,1010,4800,475.2,200067197.0,Monts d'Arrée Communauté,18350.0,"2,9",29,"15,4","28,0",73.3
200067205,CA DU COTENTIN,21430,124960,583.1,200067205.0,Le Cotentin,20850.0,"2,8",50,"8,9","17,7",86.0
200067213,CU DU GRAND REIMS,30290,193390,638.5,200067213.0,Le Grand Reims,21120.0,"3,6",51,"14,9","23,9",82.3
200067221,CC CENTRE MORBIHAN COMMUNAUTE,5900,28940,490.5,200067221.0,Centre Morbihan Communauté,20060.0,"2,5",56,"7,4","17,4",81.9
200067239,CC DES LUYS EN BEARN,2830,19150,676.7,200067239.0,Les Luys en Béarn,22100.0,"2,8",64,"5,8","14,3",84.0
200067247,CC PLEYBEN CHATEAULIN PORZAY,2730,15340,561.9,200067247.0,Pleyben-Châteaulin-Porzay,20180.0,"2,6",29,"8,0","17,6",81.2
200067254,CA PAU BEARN PYRENEES,19810,111890,564.8,200067254.0,Pau Béarn Pyrénées,21450.0,"3,5",64,"13,4","22,1",80.9
200067262,CC DU HAUT BEARN,4480,21620,482.6,200067262.0,Le Haut-Béarn,20660.0,"2,9",64,"9,2","18,3",78.9
200067288,CC DU BEARN DES GAVES,2650,11940,450.6,200067288.0,Le Béarn des Gaves,19690.0,"2,9",64,"10,5","21,0",80.2
200067296,CC DU NORD EST BEARN,3370,23450,695.8,200067296.0,Le Nord Est Béarn,22330.0,"2,9",64,"5,8","13,4",83.6
200067304,CC SEREIN ET ARMANCE,3100,15840,511.0,200067304.0,Serein et Armance,19970.0,"2,7",89,"11,0","20,8",80.8
200067320,CC SERRE PONÇON VAL D AVANCE,860,4580,532.6,200067320.0,Serre-Ponçon Val d'Avance,20200.0,"2,7",05,"8,5","18,8",71.5
200067346,CA PORNIC AGGLO PAYS DE RETZ,7990,49230,616.1,200067346.0,Pornic Agglo Pays de Retz,21860.0,"2,7",44,"5,0","12,2",84.3
200067361,CC GRAND FIGEAC,6400,28010,437.7,200067361.0,Grand-Figeac,20490.0,"3,0",46,"9,6","19,9",74.5
200067379,CC COTES DE CHAMPAGNE ET VAL DE SAULX,2150,7880,366.5,200067379.0,Côtes de Champagne et Val de Saulx,20000.0,"2,7",51,"8,8","19,0",82.6
200067429,CC HAUT NIVERNAIS VAL D YONNE,1830,7700,420.8,200067429.0,Haut Nivernais-Val d'Yonne,19030.0,"3,0",89,"14,8","26,0",79.2
200067437,CA PROVENCE ALPES AGGLOMERATION,6440,30160,468.3,200067437.0,Provence-Alpes-Agglomération,19950.0,"3,0",04,"12,9","23,7",68.8
200067445,CC BUECH DEVOLUY,1380,5980,433.3,200067445.0,Buëch-Dévoluy,19690.0,"2,9",05,"10,7","21,2",71.8
200067452,CC DU GUILLESTROIS ET DU QUEYRAS,940,5200,553.2,200067452.0,Le Guillestrois et du Queyras,20040.0,"2,9",05,"7,1","17,2",68.6
200067460,CC LOUDEAC COMMUNAUTE BRETAGNE CENTRE,6510,34510,530.1,200067460.0,Loudéac Communauté - Bretagne Centre,19700.0,"2,6",22,"9,5","20,6",80.3
200067478,CC COMTAL LOT ET TRUYERE,3460,13590,392.8,200067478.0,Comtal Lot et Truyère,20710.0,"2,8",12,"6,7","17,1",82.5
200067486,CC BOUZONVILLOIS TROIS FRONTIERES,5100,15970,313.1,200067486.0,Bouzonvillois-Trois Frontières,22380.0,"3,4",57,"9,5","18,0",79.6
200067502,CA SAINT AVOLD SYNERGIE,6880,35140,510.8,200067502.0,Saint-Avold Synergie,19840.0,"3,1",57,"13,9","24,2",78.8
200067544,CC CREUSE CONFLUENCE,2550,11070,434.1,200067544.0,Creuse Confluence,18350.0,"2,9",23,"12,0","26,0",80.7
200067551,CA THONON AGGLOMERATION,8000,53570,669.6,200067551.0,Thonon Agglomération,26950.0,"4,6",74,"7,7","14,1",69.3
200067593,CC MARCHE ET COMBRAILLE EN AQUITAINE,2120,8620,406.6,200067593.0,Marche et Combraille en Aquitaine,17360.0,"3,0",23,"14,0","30,5",77.9
200067627,CC BILLOM COMMUNAUTE,2180,17730,813.3,200067627.0,Billom Communauté,22030.0,"2,6",63,"5,7","13,5",83.0
200067635,CA CLISSON SEVRE ET MAINE AGGLO,4460,38650,866.6,200067635.0,Clisson Sèvre et Maine Agglo,22280.0,"2,4",44,"5,0","10,0",84.8
200067643,"CC MEURTHE, MORTAGNE, MOSELLE",1540,11250,730.5,200067643.0,"Meurthe, Mortagne, Moselle",21050.0,"2,6",54,"6,7","15,7",83.5
200067650,CC HOUVE PAYS BOULAGEOIS,1900,14840,781.1,200067650.0,Houve-Pays Boulageois,21600.0,"2,7",57,"7,0","15,6",83.8
200067668,"CC DE LA CLERY, DU BETZ ET DE L OUANNE",2920,13070,447.6,200067668.0,"La Cléry, du Betz et de l'Ouanne",20640.0,"2,8",89,"9,6","19,1",77.0
200067676,CC CANAUX ET FORETS EN GATINAIS,3500,18020,514.9,200067676.0,Canaux et Forêts en Gâtinais,20420.0,"2,7",45,"9,1","18,9",81.2
200067684,"CA EPERNAY, COTEAUX ET PLAINE DE CHAMPAGNE",5630,32190,571.8,200067684.0,"Épernay, Coteaux et Plaine de Champagne",21700.0,"3,4",51,"10,1","18,8",82.3
200067692,CC TANNAY BRINON CORBIGNY,1710,6590,385.4,200067692.0,Tannay-Brinon-Corbigny,19200.0,"3,1",58,"12,3","23,0",81.7
200067700,CC SUD NIVERNAIS,3020,14000,463.6,200067700.0,Sud Nivernais,19580.0,"2,6",58,"11,5","22,1",83.8
200067742,CC SERRE PONÇON,2130,11070,519.7,200067742.0,Serre-Ponçon,20570.0,"2,9",05,"9,3","19,7",71.7
200067759,CC VALLEES ET PLATEAU D ARDENNE,2190,16010,731.1,200067759.0,Vallées et Plateau d'Ardenne,19280.0,"2,9",08,"13,3","25,0",83.0
200067767,CC DU ROYANS VERCORS,1370,6120,446.7,200067767.0,Le Royans-Vercors,19870.0,"2,7",26,"8,2","19,1",75.5
200067783,CC DE HANAU LA PETITE PIERRE,3430,17950,523.3,200067783.0,Hanau-La Petite Pierre,21800.0,"2,7",67,"6,4","14,2",83.0
200067791,CA PAYS FOIX VARILHES,4420,21780,492.8,200067791.0,Pays Foix-Varilhes,20620.0,"3,1",09,"11,4","21,7",75.5
200067817,CC SAONE BEAUJOLAIS,10330,30000,290.4,200067817.0,Saône-Beaujolais,21490.0,"2,7",69,"7,3","16,1",82.6
200067825,CA GAP TALLARD DURANCE,6140,32630,531.4,200067825.0,Gap-Tallard-Durance,20940.0,"3,1",05,"11,1","20,9",74.9
200067841,CC DE L ALSACE BOSSUE,3090,16590,536.9,200067841.0,L'Alsace Bossue,20670.0,"2,7",67,"8,0","17,7",81.7
200067866,CC SEVRE ET LOIRE,3290,33060,1004.9,200067866.0,Sèvre et Loire,22000.0,"2,4",44,"5,0","10,5",84.6
200067874,CA DE HAGUENAU,11010,67410,612.3,200067874.0,Haguenau,22430.0,"3,0",67,"8,5","16,0",81.7
200067882,CC BAZOIS LOIRE MORVAN,2700,10510,389.3,200067882.0,Bazois Loire Morvan,18500.0,"3,0",58,"13,2","25,9",84.1
200067890,CC MORVAN SOMMETS ET GRANDS LACS,2040,7850,384.8,200067890.0,Morvan Sommets et Grands Lacs,18970.0,"3,2",58,"12,6","25,0",81.4
200067908,CC AMOGNES COUR DU NIVERNAIS,1250,5680,454.4,200067908.0,Amognes Cœur du Nivernais,20180.0,"2,7",58,"10,1","20,1",81.8
200067916,CC COUR DE LOIRE,4160,17210,413.7,200067916.0,Cœur de Loire,20040.0,"3,0",58,"11,5","21,3",81.0
200067924,CC DU CANTON D ERSTEIN,5460,33830,619.6,200067924.0,Le Canton d'Erstein,23260.0,"2,7",67,"5,8","12,4",83.2
200067932,CA GOLFE DU MORBIHAN VANNES AGGLOMERATION,25710,127640,496.5,200067932.0,Golfe du Morbihan - Vannes Agglomération,22380.0,"3,1",56,"7,8","15,1",84.2
200067940,CC COUSERANS PYRENEES,5410,17680,326.8,200067940.0,Couserans-Pyrénées,18650.0,"3,5",09,"18,4","30,1",63.9
200067957,CC HAUT CHEMIN PAYS DE PANGE,2300,13470,585.7,200067957.0,Haut Chemin-Pays de Pange,24730.0,"2,7",57,"5,0","8,7",86.1
200067965,CA DE LA REGION DE COMPIEGNE ET DE LA BASSE AUTOMNE,7360,52840,717.9,200067965.0,La Région de Compiègne et de la Basse Automne,21530.0,"3,5",60,"12,6","22,2",79.4
200067973,CC THELLOISE,5900,39140,663.4,200067973.0,Thelloise,23260.0,"2,6",60,"5,4","12,1",80.4
200067981,CA GUINGAMP PAIMPOL AGGLOMERATION DE L ARMOR A L ARGOAT,10120,51830,512.2,200067981.0,Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,19700.0,"2,9",22,"11,1","22,0",83.1
200067999,CA DU BEAUVAISIS,8780,68280,777.7,200067999.0,Le Beauvaisis,20180.0,"3,2",60,"15,8","25,9",78.6
200068005,CC DE L OISE PICARDE,2650,14000,528.3,200068005.0,L'Oise Picarde,20120.0,"2,7",60,"11,3","22,2",83.4
200068047,CA CREIL SUD OISE,5460,46770,856.6,200068047.0,Creil Sud Oise,16480.0,"3,2",60,"27,9","44,2",68.3
200068070,CC LOUE LISON,2750,16110,585.8,200068070.0,Loue-Lison,21640.0,"2,5",25,"5,0","13,5",78.3
200068088,CC LES BERTRANGES,2660,13510,507.9,200068088.0,Les Bertranges,20470.0,"2,8",58,"9,3","19,1",82.7
200068096,CC CHAMPSAUR VALGAUDEMAR,2170,7510,346.1,200068096.0,Champsaur-Valgaudemar,20040.0,"2,9",05,"7,9","19,4",76.5
200068104,CA DE LA PROVENCE VERTE,10510,62810,597.6,200068104.0,La Provence Verte,21160.0,"3,2",83,"10,6","19,9",67.5
200068112,CC DU PAYS DE SAVERNE,3750,25430,678.1,200068112.0,Le Pays de Saverne,22230.0,"2,9",67,"7,3","14,8",83.4
200068120,CA QUIMPER BRETAGNE OCCIDENTALE,12050,69960,580.6,200068120.0,Quimper Bretagne Occidentale,20960.0,"2,8",29,"9,6","18,3",80.0
200068146,CC SARREBOURG MOSELLE SUD,8420,30600,363.4,200068146.0,Sarrebourg Moselle Sud,20520.0,"2,8",57,"9,4","19,3",83.9
200068229,CC DES BARONNIES EN DROME PROVENÇALE,3160,12850,406.6,200068229.0,Les Baronnies en Drôme Provençale,18720.0,"3,6",26,"15,4","27,8",69.7
200068278,CC BERRY LOIRE PUISAYE,2540,11660,459.1,200068278.0,Berry Loire Puisaye,20250.0,"3,0",45,"10,9","20,9",81.0
200068294,CC DES DEUX VALLEES VERTES,1970,10200,517.8,200068294.0,Les Deux Vallées Vertes,20320.0,"2,6",25,"8,0","17,8",79.1
200068369,CC DE MIRECOURT DOMPAIRE,3460,12260,354.3,200068369.0,Mirecourt Dompaire,20290.0,"2,8",88,"10,3","19,9",82.0
200068377,CC DE LA PORTE DES VOSGES MERIDIONALES,4080,19950,489.0,200068377.0,La Porte des Vosges Méridionales,19680.0,"2,9",88,"11,8","22,4",81.2
200068435,CC COUR DU PERCHE,1990,7350,369.3,200068435.0,Cœur du Perche,20160.0,"2,9",61,"8,8","18,1",80.6
200068443,CC ANDAINE PASSAIS,2170,9220,424.9,200068443.0,Andaine - Passais,19320.0,"2,9",61,"9,3","19,5",85.8
200068450,CC ARGENTAN INTERCOM,4160,23180,557.2,200068450.0,Argentan Intercom,19580.0,"2,8",61,"12,6","23,1",85.4
200068468,CC DES PAYS DE L AIGLE,3310,16950,512.1,200068468.0,Les Pays de L'Aigle,19240.0,"3,0",61,"13,5","24,7",82.4
200068484,CC DES CAUSSES A L AUBRAC,2130,9770,458.7,200068484.0,Les Causses à l'Aubrac,19580.0,"2,8",12,"8,3","19,5",82.2
200068500,CA DE CAMBRAI,7530,54970,730.0,200068500.0,Cambrai,19360.0,"3,1",59,"14,5","25,7",82.7
200068534,CC TERROIR DE CAUX,3260,26200,803.7,200068534.0,Terroir de Caux,20740.0,"2,6",76,"6,6","15,8",87.8
200068542,CC LES BALCONS DU DAUPHINE,8210,50880,619.7,200068542.0,Les Balcons du Dauphiné,22550.0,"2,7",38,"5,2","12,6",80.2
200068559,CC DE L OUEST VOSGIEN,4560,15540,340.8,200068559.0,L'Ouest Vosgien,19170.0,"2,9",88,"12,7","23,4",81.9
200068567,CC LES VALS DU DAUPHINE,14550,41000,281.8,200068567.0,Les Vals du Dauphiné,21400.0,"2,8",38,"8,0","16,7",77.5
200068625,CC ALPES PROVENCE VERDON SOURCES DE LUMIERE,1440,6530,453.5,200068625.0,Alpes-Provence-Verdon - Sources de Lumière,18990.0,"3,2",04,"12,9","25,2",71.8
200068641,CA LE MURETAIN AGGLO,10550,82890,785.7,200068641.0,Le Muretain Agglo,22680.0,"2,9",31,"8,8","16,5",78.7
200068658,CA DE CHAUMONT,5090,29330,576.2,200068658.0,Chaumont,20650.0,"2,9",52,"10,9","19,9",83.0
200068666,CA DE SAINT DIZIER DER ET BLAISE,7610,35570,467.4,200068666.0,Saint-Dizier Der et Blaise,18830.0,"2,9",52,"15,3","26,9",79.8
200068674,CA GRAND LAC,9650,53360,553.0,200068674.0,Grand Lac,23710.0,"3,2",73,"6,3","13,2",79.1
200068682,CC TERRE D EAU,2550,11920,467.5,200068682.0,Terre d'Eau,20990.0,"2,8",88,"8,9","17,9",78.5
200068757,CA D EPINAL,11520,75180,652.6,200068757.0,Épinal,20060.0,"3,1",88,"13,6","23,4",80.6
200068765,CC DU SISTERONAIS BUECH,3500,15050,430.0,200068765.0,Le Sisteronais-Buëch,19230.0,"3,3",26,"14,2","26,2",68.9
200068773,CC DES VOSGES COTE SUD OUEST,1680,7520,447.6,200068773.0,Les Vosges côté Sud Ouest,19120.0,"2,8",88,"12,0","22,8",76.4
200068781,CA VALENCE ROMANS AGGLO,25480,149190,585.5,200068781.0,Valence Romans Agglo,20580.0,"3,2",26,"12,7","22,8",76.4
200068799,CC INTERCOM DE LA VIRE AU NOIREAU,5920,31410,530.6,200068799.0,Intercom de la Vire au Noireau,19330.0,"2,7",14,"11,1","21,7",83.6
200068807,CC DU BASSIN AUTERIVAIN HAUT GARONNAIS,7500,21920,292.3,200068807.0,Bassin Auterivain Haut-Garonnais,21820.0,"2,8",31,"7,7","16,5",77.9
200068815,CC COUR DE GARONNE,3460,22490,650.0,200068815.0,Cœur de Garonne,20950.0,"2,8",31,"9,3","19,3",76.9
200068831,CC PAYS SEGALI COMMUNAUTE,2260,12010,531.4,200068831.0,Pays Ségali Communauté,20450.0,"2,7",12,"7,3","18,0",80.3
200068856,CC DES HAUTS DU PERCHE,1180,5360,454.2,200068856.0,Les Hauts du Perche,19120.0,"2,9",61,"11,3","23,3",80.4
200068864,CC DE LA MOSSIG ET DU VIGNOBLE,2340,17440,745.3,200068864.0,La Mossig et du Vignoble,23630.0,"2,7",67,"5,0","10,2",84.5
200068872,CC EGUZON ARGENTON VALLEE DE LA CREUSE,2960,13230,447.0,200068872.0,Éguzon - Argenton - Vallée de la Creuse,19360.0,"2,8",36,"11,3","21,8",82.6
200068880,CC CHAMPAGNE BOISCHAUTS,1770,6520,368.4,200068880.0,Champagne Boischauts,20140.0,"2,6",36,"7,3","15,9",81.9
200068914,CC LA ROCHEFOUCAULD PORTE DU PERIGORD,3910,15050,384.9,200068914.0,La Rochefoucauld - Porte du Périgord,19740.0,"2,6",16,"8,6","19,7",83.0
200068922,CC DU CONFLUENT ET DES COTEAUX DE PRAYSSAS,2260,11760,520.4,200068922.0,Le Confluent et des Coteaux de Prayssas,18970.0,"3,2",47,"13,9","25,8",76.4
200068930,CC FUMEL VALLEE DU LOT,3540,15740,444.6,200068930.0,Fumel Vallée du Lot,18370.0,"2,9",47,"12,8","26,0",74.3
200068948,CC ALBRET COMMUNAUTE,4620,17640,381.8,200068948.0,Albret Communauté,19310.0,"3,0",47,"11,1","22,4",81.0
200068955,CC ANJOU LOIR ET SARTHE,2540,18870,742.9,200068955.0,Anjou Loir et Sarthe,20350.0,"2,4",49,"6,3","15,0",84.6
200068963,CC MAINE COUR DE SARTHE,1870,15120,808.6,200068963.0,Maine Cœur de Sarthe,21940.0,"2,5",72,"5,0","11,2",87.8
200068989,CA DINAN AGGLOMERATION,12320,68910,559.3,200068989.0,Dinan Agglomération,20740.0,"2,7",22,"7,1","16,4",81.7
200068997,CA ARLYSERE,8610,39340,456.9,200068997.0,Arlysère,21680.0,"2,9",73,"8,6","17,2",75.4
200069003,CC DU BARSEQUANAIS EN CHAMPAGNE,2090,12480,597.1,200069003.0,Le Barséquanais en Champagne,21020.0,"3,6",10,"8,9","17,6",83.8
200069029,CA DES DEUX BAIES EN MONTREUILLOIS,9390,49970,532.2,200069029.0,Les Deux Baies en Montreuillois,19890.0,"3,2",62,"10,8","21,1",89.0
200069037,CA DU PAYS DE SAINT OMER,8500,69110,813.1,200069037.0,Le Pays de Saint-Omer,18830.0,"2,9",62,"14,6","26,7",84.7
200069052,CA GRAND BELFORT,23410,62980,269.0,200069052.0,Grand Belfort,20890.0,"3,4",90,"14,6","24,1",76.9
200069060,CC DES VOSGES DU SUD,2970,9740,327.9,200069060.0,Les Vosges du Sud,22150.0,"2,7",90,"6,0","13,4",76.0
200069086,CC LEFF ARMOR COMMUNAUTE,3930,21670,551.4,200069086.0,Leff Armor Communauté,20310.0,"2,5",22,"6,9","16,4",84.6
200069094,CC ISLE ET CREMPSE EN PERIGORD,2100,9570,455.7,200069094.0,Isle et Crempse-en-Périgord,19100.0,"3,0",24,"12,7","24,0",76.4
200069102,CC RANDON MARGERIDE,570,3320,582.5,200069102.0,Randon - Margeride,19610.0,"2,8",48,"8,7","20,3",80.8
200069110,CA DU GRAND CHAMBERY,14360,90940,633.3,200069110.0,Le Grand Chambéry,22460.0,"3,2",73,"10,3","18,5",78.3
200069128,CC MONT LOZERE,680,3510,516.2,200069128.0,Mont Lozère,19010.0,"2,8",48,"10,6","23,7",77.2
200069136,CC DES CEVENNES AU MONT LOZERE,780,2750,352.6,200069136.0,Les Cévennes au Mont Lozère,16590.0,"3,8",48,"22,7","39,3",66.4
200069144,CC DES HAUTES TERRES DE L AUBRAC,670,3230,482.1,200069144.0,Les Hautes Terres de l'Aubrac,18410.0,"2,9",48,"10,0","22,8",79.8
200069151,CC GORGES CAUSSES CEVENNES,910,4280,470.3,200069151.0,Gorges Causses Cévennes,18750.0,"3,0",48,"12,4","25,9",72.2
200069169,CC DOMES SANCY ARTENSE,1380,8390,608.0,200069169.0,Dômes Sancy Artense,20220.0,"2,9",63,"8,1","19,7",83.2
200069177,CC MOND ARVERNE COMMUNAUTE,3880,29420,758.2,200069177.0,Mond'Arverne Communauté,24090.0,"2,7",63,"5,0","9,4",86.1
200069185,CC DES TERRES D APCHER MARGERIDE AUBRAC,1430,6740,471.3,200069185.0,Les Terres d'Apcher-Margeride-Aubrac,19990.0,"2,7",48,"9,2","19,8",80.2
200069193,CC DE LA DOMBES,4150,26620,641.4,200069193.0,La Dombes,22920.0,"2,6",01,"5,0","11,6",82.6
200069227,CC PAYS FORT SANCERROIS VAL DE LOIRE,2430,12220,502.9,200069227.0,Pays Fort Sancerrois Val de Loire,20930.0,"3,2",18,"8,7","17,7",81.8
200069235,CC DU HAUT PAYS DU MONTREUILLOIS,1420,9990,703.5,200069235.0,Le Haut Pays du Montreuillois,18010.0,"2,9",62,"14,0","28,3",84.3
200069250,CA TROYES CHAMPAGNE METROPOLE,19120,109600,573.2,200069250.0,Troyes Champagne Métropole,19740.0,"3,3",10,"16,6","26,7",80.7
200069268,CC AUBRAC LOT CAUSSES TARN,950,5030,529.5,200069268.0,Aubrac Lot Causses Tarn,20320.0,"2,7",48,"8,1","18,8",80.5
200069300,CA TARBES LOURDES PYRENEES,17590,84580,480.8,200069300.0,Tarbes-Lourdes-Pyrénées,19820.0,"3,0",65,"13,8","24,0",78.9
200069383,CC OUEST AVEYRON COMMUNAUTE,3950,17610,445.8,200069383.0,Ouest Aveyron Communauté,19610.0,"3,0",46,"11,7","23,2",74.7
200069391,CA DE LAMBALLE TERRE ET MER,7890,48390,613.3,200069391.0,Lamballe Terre et Mer,20980.0,"2,6",22,"6,2","14,7",84.4
200069409,CA SAINT BRIEUC ARMOR AGGLOMERATION,20260,110290,544.4,200069409.0,Saint-Brieuc Armor Agglomération,21000.0,"2,9",22,"10,3","18,9",84.5
200069417,CC PAYS D ORTHE ET ARRIGANS,3200,16540,516.9,200069417.0,Pays d'Orthe et Arrigans,20300.0,"2,7",40,"8,5","18,1",81.2
200069425,CA MONT SAINT MICHEL NORMANDIE,12300,61790,502.4,200069425.0,Mont-Saint-Michel-Normandie,19770.0,"2,7",50,"8,6","18,5",84.1
200069433,CC DE VEZOUZE EN PIEMONT,1300,7370,566.9,200069433.0,Vezouze en Piémont,18760.0,"2,8",54,"14,1","26,4",80.5
200069441,CC DU PAYS DE BITCHE,4160,21670,520.9,200069441.0,Le Pays de Bitche,21160.0,"2,8",57,"7,5","16,3",80.1
200069458,CC DES VALLEES D AUGE ET DU MERLERAULT,2010,9460,470.6,200069458.0,Les Vallées d'Auge et du Merlerault,18680.0,"2,9",61,"13,2","25,5",80.5
200069482,CC DES CAMPAGNES DE L ARTOIS,2900,23310,803.8,200069482.0,Les Campagnes de l'Artois,20870.0,"2,9",62,"7,4","16,9",87.0
200069516,CC SEULLES TERRE ET MER,3550,12280,345.9,200069516.0,Seulles Terre et Mer,22330.0,"2,5",14,"5,0","10,0",87.6
200069524,CC PRE BOCAGE INTERCOM,2100,16720,796.2,200069524.0,Pré-Bocage Intercom,20480.0,"2,5",14,"7,4","17,1",84.2
200069532,CA LISIEUX NORMANDIE,9610,49030,510.2,200069532.0,Lisieux Normandie,19360.0,"2,8",14,"11,6","22,5",82.0
200069540,CC NORGE ET TILLE,3520,11900,338.1,200069540.0,Norge et Tille,26720.0,"2,6",21,"5,0","5,2",88.5
200069565,CC DES LACS ET MONTAGNES DU HAUT DOUBS,980,9610,980.6,200069565.0,Les Lacs et Montagnes du Haut-Doubs,31330.0,"3,2",25,"5,0","5,8",66.6
200069581,CC CONVERGENCE GARONNE,2880,21700,753.5,200069581.0,Convergence Garonne,20670.0,"2,7",33,"8,2","17,7",79.7
200069599,CC RURALES DE L ENTRE DEUX MERS,1760,10900,619.3,200069599.0,Rurales de l'Entre-deux-Mers,19530.0,"3,0",33,"10,8","22,7",78.5
200069615,CC BRESSE HAUTE SEILLE,3740,12540,335.3,200069615.0,Bresse Haute Seille,21260.0,"2,7",39,"6,5","14,8",76.7
200069623,CC CHAMPAGNOLE NOZEROY JURA,2910,14630,502.7,200069623.0,Champagnole Nozeroy Jura,21150.0,"2,9",39,"6,4","15,4",76.1
200069631,CC TERRES DE CHALOSSE,3510,12520,356.7,200069631.0,Terres de Chalosse,20210.0,"2,6",40,"7,8","17,1",83.0
200069649,CC CHALOSSE TURSAN,3180,17980,565.4,200069649.0,Chalosse Tursan,20260.0,"2,6",40,"7,8","17,4",86.1
200069656,CC COUR HAUTE LANDE,3070,10760,350.5,200069656.0,Cœur Haute Lande,19470.0,"2,9",40,"10,6","22,2",80.2
200069664,CC MEUSE ROGNON,1400,7140,510.0,200069664.0,Meuse Rognon,19460.0,"2,6",52,"9,4","20,8",82.6
200069672,CC DU TERNOIS,3780,24750,654.8,200069672.0,Le Ternois,18300.0,"3,0",80,"14,5","27,1",83.9
200069698,CC MACONNAIS TOURNUGEOIS,2120,10890,513.7,200069698.0,Mâconnais - Tournugeois,21110.0,"2,9",71,"8,4","16,8",81.6
200069722,CC INTERREGIONALE AUMALE BLANGY SUR BRESLE,4390,14720,335.3,200069722.0,Interrégionale Aumale - Blangy-sur-Bresle,19270.0,"2,7",80,"11,4","22,7",85.2
200069730,CC DES QUATRE RIVIERES,3610,19600,542.9,200069730.0,Les Quatre Rivières,19780.0,"2,7",76,"10,5","21,5",83.1
200069748,CC VAL DE GATINE,2370,14120,595.8,200069748.0,Val de Gâtine,19820.0,"2,6",79,"7,5","17,4",81.4
200069755,CC MELLOIS EN POITOU,8440,32180,381.3,200069755.0,Mellois-en-Poitou,19590.0,"2,7",79,"9,5","20,3",83.9
200069763,CC DU HAUT POITOU,3720,27890,749.7,200069763.0,Le Haut-Poitou,20880.0,"2,6",86,"6,1","14,3",83.5
200069821,CA FECAMP CAUX LITTORAL AGGLOMERATION,5120,26860,524.6,200069821.0,Fécamp Caux Littoral Agglomération,19930.0,"2,8",76,"11,9","22,0",86.4
200069839,CC DE LA COTE D ALBATRE,2580,19130,741.5,200069839.0,La Côte d'Albâtre,20530.0,"2,9",76,"8,8","18,7",85.9
200069847,CC PLATEAU DE CAUX DOUDEVILLE YERVILLE,2300,14390,625.7,200069847.0,Plateau de Caux-Doudeville-Yerville,21020.0,"2,6",76,"6,4","16,0",87.2
200069854,CU DU GRAND POITIERS,21680,127860,589.8,200069854.0,Le Grand Poitiers,21020.0,"3,3",86,"13,8","22,2",83.5
200069912,CC DES FORETS DU PERCHE,1030,5080,493.2,200069912.0,Les Forêts du Perche,19970.0,"2,8",28,"9,3","19,5",81.3
200069953,CC DES PORTES EURELIENNES D ILE DE FRANCE,5000,31700,634.0,200069953.0,Les Portes Euréliennes d'Île-de-France,23640.0,"2,7",28,"5,0","10,9",83.0
200069961,CC DU GRAND CHATEAUDUN,6470,26330,407.0,200069961.0,Le Grand Châteaudun,19840.0,"2,9",28,"11,7","21,8",82.6
200069995,CC MEDOC COUR DE PRESQU ILE,3340,20710,620.1,200069995.0,Médoc Cœur de Presqu'île,19380.0,"2,9",33,"12,4","23,6",78.4
200070035,CC DU CIVRAISIEN EN POITOU,4040,18220,451.0,200070035.0,Le Civraisien en Poitou,18850.0,"2,9",86,"11,3","23,9",83.5
200070043,CC VIENNE ET GARTEMPE,5590,27060,484.1,200070043.0,Vienne et Gartempe,19150.0,"2,8",86,"10,6","22,1",84.1
200070068,CC COMMUNAUTE BRAY EAWY,4700,17140,364.7,200070068.0,Communauté Bray-Eawy,19900.0,"2,7",76,"9,9","20,1",86.4
200070092,CA DU LIBOURNAIS,9400,61810,657.6,200070092.0,Le Libournais,19890.0,"3,0",33,"12,9","23,4",79.2
200070100,CC DU VAL DE SULLY,2540,16320,642.5,200070100.0,Le Val de Sully,21210.0,"2,8",45,"8,4","17,2",81.9
200070118,CC VAL DE SAONE CENTRE,2220,14070,633.8,200070118.0,Val de Saône Centre,22930.0,"2,6",01,"5,0","10,6",83.5
200070126,CC SEINE ET AUBE,970,6750,695.9,200070126.0,Seine et Aube,20530.0,"2,7",10,"7,7","17,5",82.1
200070142,CC LYONS ANDELLE,3930,14030,357.0,200070142.0,Lyons Andelle,20920.0,"2,5",27,"7,4","15,7",82.1
200070159,CC COUR DE BEAUCE,2450,15930,650.2,200070159.0,Cœur de Beauce,21130.0,"2,6",28,"6,1","15,0",82.6
200070167,CC TERRES DE PERCHE,1690,9080,537.3,200070167.0,Terres de Perche,19870.0,"2,7",28,"9,8","20,6",80.7
200070183,CC DES TERRES DU VAL DE LOIRE,10530,33440,317.6,200070183.0,Les Terres du Val de Loire,22220.0,"2,7",45,"5,6","12,3",85.0
