Région,Département,Commune,Nom du festival,Début,Fin,Genre,Site web,Téléphone,,Texte,"Lon,Lat",Nom,Fonction,Citation
Ile de France,Hauts-de-Seine,Sceaux ,Les Gémeaux ,30/06/2022,03/07/2022,Musique,lesgemeaux.com,01 46 61 36 67,,"Têtes d’affiche et artistes émergents se partagent la scène jazz dans le Parc de Sceaux, avec Rover, Roberto Fonseca, Erik Truffaz, Mammal Hands, Rouge et INK.
","2.2875214,48.7759983",,,
Ile de France,Seine-et-Marne,Tournan-en-Brie,La ferme électrique,08/07/2022,09/07/2022,Musique,la-ferme-electrique.fr,01 64 07 14 35,,"À la ferme du Plateau de Tournan-en-Brie deux grandes soirées sont prévues avec plus de vingt concerts, des installations et des performances. Les groupes nationaux et internationaux se retrouvent avec notamment Tout Bleu, Mary Bell, Encore, Hoorsees, Murman Tsuladze, You said strange. ","2.7362911,48.7163301",,,
Ile de France,Val d'Oise,La-Frette-sur-Seine et Herblay,Les Spiriades,02/07/2022,10/07/2022,Musique,spiriades.com,"06 73 24 86 47
",,"Les églises Saint-Martin d’Herblay et Saint-Nicolas de La Frette ainsi que le petit théâtre de La Frette accueillent la musique classique. Les festivités s'ouvrent par un récital ""jeunes talents"" qui met à l'honneur la pianiste japonaise Karin Furitani pour interpréter Mozart, Rachmaninov et Debussy. Le spectacle Rêve de Nohant mêle les oeuvres de Chopin, Liszt, Paisiello, Mozart, Schubert et les textes de George Sand avec la soprano Sandrine Carpentier, la pianiste Monica Molinaro et le comédien Jean-Paul Audrain. ","2.1659988,48.9589851",,,
Ile de France,Val-de-Marne,Vincennes,The Peacock Society,11/09/2022,12/09/2022,Musique,thepeacocksociety.fr,,,"Les cinq scènes, désormais en plein air dans les bois du Parc de Choisy, Paris-Val de Marnes, font place à une plus grande diversité des styles musicaux au sein des musiques électroniques actuelles : techno, house, genre hybride mais aussi disco et rap. La programmation inclut  Peggy Gou, Dj Harvey, Amelie Lens, Laurent Garnier, Haai, AceMoMa live, VTSS, Anetha, LSDXOXO, Sherelle, U.R.TRAX, MCDE, Fjaak live, Anz, Logic 1000, India Jordan, Molécule.","2.418554,48.840891",,,
Ile de France,Paris,Paris,Lollapalooza,16/07/2022,17/07/2022,Musique,lollaparis.com,,,"Côté musique, Vini Vici, David Guetta, Bilal Hassani, Vladimir Cauchemar, Poupie, Pearl Jam, Le Juiice, Tems figurent parmi les artistes invités. Un nouveau lieu consacré au rap  pour mettre en avant la scène émergente Française est mis en place. Côté expérience, Lolla planète et Lolla chef s'occupent de la tête et de l'estomac des festivaliers. Le premier propose un espace informatif dédié à la planète et ses habitants. Ateliers et rencontres sont organisés autour du développement durable, mais aussi de l'égalité des genres et des violences faites aux femmes et aux personnes LGBTQIA+ avec Morgane Ortin, autrice et créatrice d’Amours Solitaires et l'association En Avant Toutes. Le second offre la gastronomie avec Jean Imbert accompagné de Cédric Grolet et Mory Sacko.","2.224199,48.815573",,,
Ile de France,Paris,Paris,Classique au Vert,02/07/2022,03/09/2022,Musique,classiqueauvert.paris.fr,,,"Le parc Floral prend ses couleurs d'été avec la programmation de quatre festivals. L’artiste associée à cette édition est Marion Rampal. Des concerts gratuits au sein du parc Floral les week-ends. Jérôme Correas et l'orchestre Les Paladins prennent comme prétexte le 400e anniversaire de la naissance de Molière pour faire redécouvrir son œuvre sous l’angle de la musique. Un concert qui comporte plusieurs scènes chantées extraites des comédies-ballets de Molière. Lucie Horsch et l'ensemble Fuse composé d'un quatuor à cordes, une contrebasse et une percussion proposent un répertoire varié entre Piazzolla, Bartók, Stravinsky et Charlie Parker.","2.224199,48.815573",,,
Ile de France,Paris,Paris,Pestacles ,29/06/2022,07/09/2022,Musique,,,,"Un vaste choix s'offre aux oreilles enfantines les mercredis après-midis : la reprise du  répertoire de Claude Nougaro, une histoire de transmission ; un périple théâtral et musical autour du conte Hansel et Gretel ; L'Ile aux chants mêlés, création de Marion Rampal, où se rencontre les chants du monde. Des pestacles à découvrir dès 4 ans. ","2.2035137,48.8587658",,,
Ile de France,Paris,Paris,Paris Jazz Festival,03/07/2022,04/09/2022,Musique,,,,"Une scène jazz international et national se déploie dans le parc, en journée les week-ends. Ana Carla Maza, Daymé Arocena, le Noé Clerc Trio,  Ambrose Akinmusire et Sylvaine Hélary font partie de la programmation.","2.2035137,48.8587658",,,
Ile de France,Paris,Paris,Nocturnes,07/07/2022,03/08/2022,Musique,,,,"Seuls concerts payants des quatre festivals qui rythment le parc Floral en été, les sept soirées classiques, jazz ou mixtes. Parmi les artistes invités, on retrouve Thomas de Pourquery et Supersonic, Angel Bat Dawid et les Sistazz of the Nitty Gritty, le quintette Piazzolla et Shai Maestro.","2.4421091,48.8377023",,,
Ile de France,Paris,Paris,Rock en Seine,25/08/2022,30/08/2022,Musique,rockenseine.com,, Catherine Gaud - catherine.gaud@ephelide.net | 01 75 00 05 14,"Le festival s'étire cette année non plus sur trois mais cinq jours. Une scène éclectique se rejoint au domaine national de Saint-Cloud avec Tame Impala, Nick Cave & The Bad Seeds, Stromae, Rage Against The Machine, Run The Jewels, Kraftwerk, La Femme, Izia, Aurora, Aldous Harding, Malik Djoudi, The Limiñanas, Vendredi sur mer, Perfume Genius. Les artistes émergents se produisent au ""Club avant Seine"" :  Bryan's Magic Tears, Faux Real, Gwendoline, Kids Return, Ottis Cœur, Zaho de Sagazan pour la scène nationale et Anna Majidson, HSRS, Quasi Qui, Ravage Club, UTO, Walter Astral, Yoa et Ysé. Enfin, un ""Mini Rock en Seine"" accueille les enfants de 6 à 12 ans dans un espace qui leur est dédié avec une programmation spécifique et des animations. ","2.224199,48.815573",,,
Ile de France,Val d'Oise,Asnières-sur-Oise,Festival de Royaumont,02/09/2022,03/10/2022,Musique,royaumont.com,01 30 35 59 00,,"Explorer la création et mettre en lumière des répertoires peu joués, c'est la philosophie de ce festival qui se décline en trois pôles. Côté danse, So Schnell de Dominique Bagouet avec la danseuse Catherine Legrand est proposé. Le pôle voix annonce deux spectacles, Horizons espagnols avec le claveciniste Justin Taylor et le pianiste Alain Planès et Bilitis, avec la soprano Elsa Dreisig. Enfin, le pôle création contemporaine avec notamment l'académie voix nouvelles. ","2.3361209,49.116772",,,
Ile de France,Hauts-de-Seine,Antony/Châtenay-Malabry,Solstice,18/06/2022,26/06/2022,Théâtre / Arts de la rue / Cirque,theatrefirmingemier-lapiscine.fr,01 41 87 20 84,,"Des artistes de cirque et des musiciens s’installent à Châtenay-Malabry et à Antony pour dix spectacles entièrement gratuits. La compagnie O Último Momento présente Une partie de soi, spectacle de et par João Paulo Santos. Le circassien raconte de l’intérieur la traversée d’une vie consacrée à son art. Les co-autrices Noémi Devaux, Aurora Dini, Gentiane Garin, Carla Margarita Manrique Mendoza et Gal Zdafee présentent Cha Cha Chabelita, une création récente autour du cerceau, un agrès délaissé par l'art circassien contemporain.  ","2.2287399,48.756621",,,
Ile de France,Val-de-Marne,Vitry sur Seine,T.A.T,07/07/2022,17/07/2022,Théâtre / Arts de la rue / Cirque,gareautheatre.com,01 55 53 22 26,"Émilie Simon
Communication
01 55 53 22 24
com@gareautheatre.com","Le festival Théâtre, Amour & Transats remplace ""Nous n'irons pas à Avignon"" au Nouveau Gare au Théâtre. La chorégraphe et danseuse Kaori Ito présente avec la compagnie Hime Le Monde à l’envers, un travail sur la parole des enfants mené avec un théâtre ambulant japonais nommé Kamishibaï. Euphrate, de la compagnie Artepo, est une réflexion sur l'incidence de la double culture d'une jeune fille dans sa construction. Au fil d'un dialogue avec son père, elle part à la rencontre de ses racines turques
","2.3673259,48.7699989",,,
Ile de France,Paris,Paris,Festival Paris l'été,11/07/2022,31/07/2022,Théâtre / Arts de la rue / Cirque,parislete.fr,01 44 94 98 00,,"Le festival pluridisciplinaire - danse, théâtre, cirque, musique, exposition - s'invite dans une vingtaine de lieux à Paris et en banlieue. La Cour Lefuel ouvre pour Angelin Preljocaj venu présenter son Boléro sur la musique de Maurice Ravel. Une seconde création du chorégraphe, G.U.I.D., pour Groupe Urbain d'Intervention Dansée se produit successivement à la Tour Montparnasse, place des vins de France et sur les berges de Seine.  
","2.224199,48.815573",,,
Normandie,Manche,Granville,Chapeaux Dior !,14/05/2022,30/10/2022,Autres,musee-dior-granville.com,02 33 61 48 21,,"Le musée Christian Dior met à l'honneur les chapeaux. L'exposition présente une dimension créative mais aussi artistique du chapeau Dior. Près de deux cents pièces et une trentaine de robes Haute Couture Dior en ensemble ""total look"" parsèment le parcours ainsi qu'une cinquantaine de photographies de mode, publicités beauté et maquillage célébrant l’art du chapeau. L'événement part des débuts de Christian Dior comme dessinateur de chapeaux dans les années 30 jusqu'aux 25 années de création de Stephen Jones comme directeur de la création.","-1.8626341,48.8159179",,,
Normandie,Orne,Cisai-Saint-Aubin,Biches festival,10/06/2022,12/06/2022,Musique,biches-festival.fr,,,"Un nouveau lieu accueille ce festival qui passe du clos des Biches à la ferme de Rai, toujours bucolique, avec cette fois un espace pour le camping. La nouvelle scène française dans son éclectisme de l’électro au garage rock est représentée avec Charlotte Fever, Dye Crap, Johnnie Carwash, Michel, The Pirouettes, Gwendoline, Jacques, Godford, Ottis Coeur, Mr Giscard, Film Noir, Quinze Quinze, Voyou, Lewis Ofman, Kalika, Ascendant Vierge, Nina, Romane, November Ultra, Miel de Montagne, Lulu Van Trapp, Quasi Qui et Yuksek. 
","0.3201521,48.752409",,,
Normandie,Orne,Mortagne-au-Perche,Les musicales de Mortagne et du Perche,25/06/2022,10/07/2022,Musique,musicalesdemortagne.fr,02 33 83 34 37,,"La danse est le fil conducteur de la manifestation dédiée à la musique de chambre qui prend ses quartiers dans le village de Mortagne-au-Perche et dans des communes de la région comme Bellême, Tourouvre-au-Perche, La Mesnière et Pervenchères. Les sites patrimoniaux sont investis pour six rencontres musicales. Le concert d'ouverture est mené par SR9 un trio de marimbas, un instrument ressemblant au xylophone. Ils jouent Haendel, Scarlatti, Couperin, Rameau, Purcell, Bach, Satie, Debussy, Bartok etc. Une soirée ""By moonlight on the green"" est programmée avec l'ensemble de musiques traditionnelles baroques et la mezzo-soprano Ilektra Platiopoulou qui interprètent les danses et chants irlandais et écossais du 18è. ","0.5363711,48.4989551",,,
Normandie,Calvados,Cabourg,Cabourg mon amour,24/06/2022,26/06/2022,Musique,cabourgmonamour.fr,,,"Sur la plage de Cap Cabourg, les sons variés se mêlent. Own, Liv Del Estal, Mamba de la Suerte, Winnterzuko, Pierre De Maere, Paloma Colombe, Demuja, Banga, Kids Return, Sam, Zamdane, Zaho De Sagazan, Magenta, Laurence Guy, Annael, Yoa, Charlotte Fever, Selman Faris, Poupie, Mangabey, Myd sont attendus. Des festivités gastronomique sont prévues chaque jour dont un apéro huîtres et vin blanc le vendredi soir. A noter : l'affiche du festival signée Jean-Charles de Castelbajac. 
","-0.151147,49.268159",,,
Normandie,Eure,Evreux,Rock in Evreux by GHF ,24/06/2022,26/06/2022,Musique,rockinevreux.org,02 78 99 05 70,,"Trois soirées aux accents pop, rock, électro, death métal ou encore hip hop sont programmées sur l’hippodrome de Navarre. Parmi les artistes prévus on retrouve Klingande, Lost Opera, Superbus, The last internationale, Clou, Eddy de Pretto, IAM, Issara, Louane, PLK, Requin Chagrin, Lilly Wood and The Prick, Moonya, The Offspring et Rozedale.  ","1.0897221,48.989171",,,
Normandie,Calvados,Hérouville-Saint-Clair,Festival Beauregard,06/07/2022,10/07/2022,Musique,festivalbeauregard.com,02 31 47 96 13,,"Les musiques actuelles s'installent dans le parc du château de Beauregard à Hérouville-Saint-Clair avec Muse, Clara Luciani, DJ Snake, Jungle, Liam Gallagher, Fishbach, Metronomy, Juliette Armanet, Feu! Chatterton, Other Lives, Sum 41... Un focus se fait également sur les artistes normands. ","-0.3601791,49.183604",,,
Normandie,Manche,Montmartin-sur-Mer,Chauffer dans la noirceur,14/07/2022,17/07/2022,Musique,chaufferdanslanoirceur.org,02 33 07 91 91,,"Sur la plage de Montmartin sur mer, les musiques actuelles sont au rendez-vous, avec une volonté de proposer différents courants musicaux et de faire découvrir des artistes émergents. Viagra boys, Bruit, Mafalda, Aloïse Sauvage, Bigflo et Oli, Officine, Laurence Nerbonne, Missy Ness, Illustre, Projet 41 et Mansfield.TYA font partie des artistes invités.","-1.561606,48.976527",,,
Normandie,Calvados,Pays d'Auge,Promenades Musicales du Pays d'Auge,16/07/2022,07/08/2022,Musique,pays-auge-culture.org,02 31 31 06 00,,"L'ouverture au théâtre de Lisieux est pensée comme un moment familial avec la programmation de Pierre et le Loup de Prokofiev. Le narrateur et metteur en scène Emmanuel Pleintel est accompagné des pianistes David Salmon et Manuel Vieillard. Le spectacle est suivi d'un goûter. L'ensemble Akilone composé d'Emeline Concé et Elise de Bendelac aux violons, Perrine Guillemot à l'alto et Lucie Mercat au violoncelle interprètent Fauré et Debussy à Eglise Saint-Ouen de Livarot. Le concert est précédé de la projection de Partie de campagne réalisé par Jean Renoir au cinéma Le Parc. Un prélude gratuit au festival est organisé le 2 juillet. ","-0.170402480291502,49.1277074697085",,,
Normandie,Orne,Briouze,Art Sonic,22/07/2022,23/07/2022,Musique,festival-artsonic.com,02 33 65 06 75,06 76 84 37 04 Gwendoline Chapelain,"La diversité des musiques actuelles est à l'honneur avec la nouvelle génération émergente qui se mêle aux têtes d’affiche. Parmi les artistes invités on retrouve Orelsan, Vald, NTO, Rone, Skip the use, Ziak, Sopico, Taxi Kebab, Mad Foxes, Todiefor, Klon, Gargäntua. ","-0.422938,48.677487",,,
Normandie,Manche,Lessay,Les Heures Musicales de l’Abbaye de Lessay,19/07/2022,12/08/2022,Musique,heuresmusicalesdelessay.com,02 33 45 14 34,,"L'ensemble La Tempête ouvre les festivités avec un concert sous la direction de Simon-Pierre Bestion accompagné de plus de 40 artistes pour interpréter le Stabat Mater de Dvořák et Scarlatti. La soprano Patricia Petibon propose avec la formation Amarillis et sous la direction d'Héloïse Gaillard, une soirée ""flammes de magiciennes"", au coeur des musiques françaises des 17 et 18è siècles. Tous les concerts ont lieu à l'abbaye de Lessay. Des visites guidées des jardins de l’abbaye sont proposées.","-1.575478,49.180001",,,
Normandie,Manche,Carolles,Jazz en Baie,23/07/2022,31/07/2022,Musique,jazzenbaie.com,02 33 49 90 76,,"Des artistes nationaux et internationaux se retrouvent dans la Baie du Mont Saint-Michel. The Dire Straits Experience, Jane Birkin, No Money Kids, Jahen Oarsman, Gaël Faye, Edgär, Manhattan sur Mer, Feu! Chatterton, MC Solaar, Barbara Pravi, Grand Corps Malade, Last Train et Kool & The Gang figurent parmi les invités. Clou du spectacle, la rando-concert propose au public un concert sur la plage de la baie du Mont Saint Michel. Il faut donc quitter le littoral et se rendre à pied, à marée basse bien entendu, pour aller écouter, loin de tout pour écouter les musiciens du groupe Ceux Qui Marchent Debout. ","-1.5742231,48.7350459",,,
Normandie,Manche,Saint-Vaast-La-Hougue,Les Traversées Tatihou,11/08/2022,16/08/2022,Musique,culture.manche.fr,02 33 05 98 41,,"""Nature et Vivant"", ""L'Afrique en musique"" et ""Les femmes à l'honneur"" sont les thématiques fils rouges de ce festival qui vit au rythme de la lune. Car c'est à marée basse que tout se joue. Il faut attendre que la mer se retire pour rejoindre le chapiteau de l'île Tatihou qui est atteint après 20 minutes de marche à travers les parcs à huîtres. Des musiciens et musiciennes de Gambie, d'Angleterre, d'Ecosse, de Grèce, de France, d'Irlande, du Québec, de Pologne, du Sénégal, de Suède, d'Espagne et de Belgique sont de la partie.  ","-1.2915099,49.570772",,,
Normandie,Seine-Maritime,Saint Jean de Folleville ,Festiv' été,02/09/2022,04/09/2022,Musique,festiv-ete-normandie.fr,06 81 98 58 50,,"Chaque jour, le bal country ouvre les festivités. Rock, pop et country sont ensuite au programme du site de plusieurs hectares en pleine campagne avec des concerts et de nombreuses animations. ","0.4659231,49.479934",,,
Normandie,Manche,Granville,Sorties de bain,07/07/2022,10/07/2022,Théâtre / Arts de la rue / Cirque,sortiesdebain.com,02 33 69 27 30,,"Granville, Saint-Pair sur-Mer, Saint-Planchers, Donville-les-Bains et Cérences font la part belle aux arts de la rue avec parmi les spectacles proposés, La Veilleuse Normandie de la compagnie 14:20, Le Membre fantôme, de la troupe Bancale ou Ce que voient les oiseaux, mis en scène de Charlie Windelschmidt.","-1.8626341,48.8159179",,,
Normandie,Seine Maritime,Saint-Aubin-sur-mer,Pete The Monkey,14/07/2022,16/07/2022,Musique,petethemonkeyfestival.com,,,"Le festival s'engage pour un événement éco-responsable avec le respect d'une charte qui s'applique à toutes les étapes de la manifestation. Un engagement qui va également à la cause animale avec le soutien d'une communauté bolivienne qui vient en aide aux animaux victimes de la déforestation. Côté musique, le line-up inclut Benjamin Epps, l'orchestra Baobab, le Star Feminine band, Faux Real, Fishbach, Godford PPJ, Dombrance, Ko Shin Moon, Diogo Strausz, Annie Burnell, Biensüre, Walter Astral, Camion Bazar, Pablo Bozzi, Oracle Sisters, David Numwami et Crystal Murray.","-0.4073451,49.311524",,,
Nouvelle-Aquitaine,Creuse,Guéret,Check in Party,19/08/2022,20/08/2022,Musique,checkinparty.com,,,"Scène atypique, l'aérodrome de Guéret – Saint-Laurent fait entendre les musiques indépendantes dans leur éclectisme. L'espace se transforme pour accueillir Working Men's Club, King Gizzard and the Lizard Wizard, Fontaines D.C., Shame, French 79, Last Train, Slift, Mansfield.TYA, Lucie Antunes, Meute, Feu! Chatterton, The Limiñanas, Kevin Morby, Battles, Arnaud Rebotini, H-Burns & The Stranger Quartet, Los Bitchos etc. ","1.8354555,46.1584626",,,
Nouvelle-Aquitaine,Dordogne,Montignac-Lascaux (et alentour),Festival du Périgord Noir,28/07/2022,19/08/2022,Musique,festivalmusiqueperigordnoir.com,05 53 51 61 61,,"""Champagne"", c'est l'intitulé de cette édition du festival de musique baroque, classique et jazz, histoire de fêter dignement sa 40è année. Le concert anniversaire a lieu le 4 août. Sous la direction de Mathieu Herzog, l'orchestre Appassionato accompagne la soprano Jeanne Gérard, l'alto Gérard Caussé et le clarinettiste Pierre Génisson. A noter, une soirée ""Michel for ever"" en hommage à Michel Legrand.","1.1588962,45.0539181",,,
Nouvelle-Aquitaine,Haute-Vienne,Villefavard,Festival du Haut Limousin,30/07/2022,07/08/2022,Musique,festivalduhautlimousin.com/,05 55 60 29 32,"Accent Tonique, Véronique Furlan – 01 74 80 48 26 & 06 09 56 41 90 –","Le festival célèbre les 20 ans de la ferme de Villefavard qui accueille les artistes. C'est l'occasion d'entendre ceux et celles qui ont fait l'histoire du lieu avec notamment Jean-Marc Luisada, un des premiers pianistes à avoir joué dans la grange, la violoncelliste Emmanuelle Bertrand et le pianiste Pascal Amoyel dont les enregistrements sont réalisés dans le domaine et le violoniste Noah Bendix-Balgley, formé lors des masterclass dispensées au même endroit. La manifestation s'ouvre avec les talents de l’ADAMI. Place encore aux talents émergents avec l'ensemble baroque Kapsber'girls composé de deux chanteuses et deux instrumentistes.","1.2002633,46.1702384",,,
Nouvelle-Aquitaine,Gironde,Bordeaux ,Bordeaux fête le fleuve,23/06/2022,26/06/2022,Musique,bordeaux-fete-le-fleuve.com/,05 56 00 66 00,vf@accent-tonique.org,"Pas moins de 1200 vignerons sont présents pour les festivités qui comprennent, dégustation de vins de Bordeaux et de la Nouvelle-Aquitaine et de spécialités culinaires locales, déambulations et concerts. La manifestation accueille également trois grands voiliers ouverts aux visites, le Belem, le Thalassa et le Le Nao Victoria.","-0.638973,44.810752",,,
Nouvelle-Aquitaine,Lot-et-Garonne,Duras,Durassic Festival ,15/07/2022,17/07/2022,Musique,durassic-festival.com/,,,"C'est la seconde édition de la manifestation qui fait la part belle aux musiques électroniques dans leur variété : techno, trance, dub etc. Aux pieds du château de Duras, on retrouve notamment Captain Hook, Etienne de Crecy, Gorovich, Lilly Palmer, Lüv, Milla Voscat et Sitarsonic. Escape game, masterclasses, yoga et visites du château sont aussi programmées.","0.1846033,44.6755499",,,
Nouvelle-Aquitaine,Gironde,Lège-Cap Ferret,Cap Ferret Music Festival,09/07/2022,16/07/2022,Musique,https://www.capferretmusicfestival.com/,05 56 03 94 49,,"Le festival met en lumière les virtuoses de la musique classique et du blues. Deux temps distincts composent l'événement. En journée, ""l'académie musicale"" propose des masterclasses, conférences et des ateliers découvertes jeune-public. En soirée, les grands concerts s'installent en plein air dans un village de la presqu'île. Le violoniste Nicolas Dautricourt, la cantatrice Béatrice Uria-Monzon, le chanteur et guitariste Jonathan Herrero 'El Kujo', sont parmi les 45 artistes invités. Le producteur de comédie musicale Rabah Aliouane et la cheffe d'orchestre Eliane Lavail transmettront leur savoir lors de l'académie musicale.","-1.295615,44.7249062",,,
Nouvelle-Aquitaine,Deux-Sèvres,Parthenay,Festival ludique international de Parthenay,13/07/2022,24/07/2022,Autres,jeux-festival.com,"05 49 94 24 20
",,"Un festival idéal pour les familles avec le centre de la ville qui se mue en un immense plateau de jeux. Il y en a pour tous les goûts avec des jeux traditionnels et populaires ou encore des jeux sportifs. Les espaces deviennent autant de ""villages"", celui des jeux de société, celui des créateurs et jeunes éditeurs, du multimédia, des jeux du cirque ou encore le médiéval. ","-0.2701489,46.627967",,,
Nouvelle-Aquitaine,Lot-et-Garonne,Couthures-sur-Garonne,Festival international de journalisme ,15/07/2022,17/07/2022,Autres,festivalinternationaldejournalisme.com,,,"Trois jours de rencontres et d’ateliers sont programmés pour débattre de l'actualité avec des journalistes de presse écrite, de radio, de télé, du web, des artistes etc. Les discussions traitent des 7 thématiques choisies pour cette édition et parmi elles un questionnement sur la nécessité de continuer à faire des enfants, des débats sur ""l'objectivité journalistique"" ou encore un cycle sur ""Les frontières, protection ou prison"". ","0.0518291,44.500323",,,
Nouvelle-Aquitaine,Charente,Angoulême,De Popeye à Persépolis,26/01/2022,06/11/2022,BD,citebd.org,05 45 38 65 65,"communication  de la Cité : elie e silva, eesilva@citebd.org05 45 38 65 67presse nationale et internationale :a.mongour@opus64.com0140 26 77 94","L'exposition retrace l'histoire de la bande dessinée et du cinéma d’animation en montrant leurs origines et métamorphoses pour devenir centraux dans la culture populaire. Le parcours est conçu en 4 étapes : de la fin du 19e siècle au début du 20e, l'émergence de l'image dans la culture populaire ; à partir de 1920 jusqu'aux années 1940, ""le triomphe des stars dessinées"" avec notamment, Mickey, Bécassine, Betty Boop et Popeye ; l'après seconde guerre mondiale qui révolutionne les formats, de la télé aux balbutiements de l'animation ; enfin, l'universalisation de l'image. ","0.0996399,45.620013",,,
Nouvelle-Aquitaine,Charente-Maritime,La Rochelle,Festival international du film de la Rochelle,01/07/2022,10/07/2022,Cinéma,festival-larochelle.org,05 46 52 28 96,,"Pour célébrer sa 50è édition, le festival met Alain Delon à l'honneur. Vingt-et-un films autour de l'acteur sont programmés dont Christine de Pierre Gaspard-Huit, Plein Soleil de René Clément, Notre histoire de Bertrand Blier. Sont également prévues trois rétrospectives : celle de Pier Paolo Pasolini, de la cinéaste bulgare Binka Zhelyazkova et d'Audrey Hepburn. La réalisatrice Joanna Hogg et le réalisateur espagnol Jonás Trueba sont présents pour la projection de leurs longs métrages, dont certains inédits.","-1.24147,46.133163",,,
Nouvelle-Aquitaine,Gironde,Pauillac,Les Vendanges du 7ème art,12/07/2022,17/07/2022,Cinéma,vendangesdu7emeart.fr,05 56 59 23 99,,"Au cinéma l'Eden, une vingtaine de films en avant-premières concourent aux prix de la ""compétition internationale"" et  ""jeune public"". La présidente du jury de la compétition internationale est l’actrice et autrice Anne Parillaud. Le compositeur et guitariste Thibault Cauvin est l'invité d'honneur du festival.","-0.797117,45.1666529",,,
Nouvelle-Aquitaine,Landes,Mont-de-Marsan,Arte Flamenco,27/06/2022,02/07/2022,Danse,arteflamenco.landes.fr,05 58 06 36 66,"Dominique Racle
33 6 68 60 04 26
www.agencedrc.com","Un festival qui fait voyager au cœur du flamenco andalou. La plupart des spectacles payants ont lieu au café Cantante. En ouverture, Deliranza met sur scène la danseuse et chorégraphe Patricia Guerrero entourée de sept danseuses et danseurs avec une musique originale de Dani de Morón. C'est l'histoire d'une artiste qui répète et s'endort épuisée. La représentation raconte son songe. A retrouver également, Al Igual Que Tú, une création d'Eva Yerbabuena, accompagnée notamment de Fernando Suels, ancien danseur de Pina Bausch et de l'actrice Maica Barroso. Des représentations gratuites ont lieu sur l'esplanade du Midou et à la bodega.","-0.5556011,43.8546841",,,
Nouvelle-Aquitaine,Pyrénées-Atlantiques,Biarritz,Le Temps d'Aimer la danse,07/09/2022,18/09/2022,Danse,letempsdaimer.com,05 59 22 44 66,,"L'ouverture se fait au cinéma le Royal avec la projection de films sur Carolyn Carlson et Blanca Li. La particularité de ce festival tient dans la possibilité pour le public d'assister aux répétitions l'après-midi, des spectacles qui se jouent le soir. Au théâtre de la gare du midi, le ballet Preljocaj et celui de l’opéra national de Bordeaux présentent Mythologies d'Angelin Preljocaj, sur une composition originale de Thomas Bangalter.","-1.577167,43.4474271",,,
Nouvelle-Aquitaine,Lot-et-Garonne,Marmande,Garorock,30/06/2022,03/07/2022,Musique,garorock.com,05 53 64 44 44,,"L'électro, le rock, la pop, le hip hop, la danse, la folk et la house se mêlent sur les cinq scènes. Almä Mango, Girl in red, Mara, Green day, Orelsan, Anetha, Cut Killer, Izïa, Ibeyi, Folamour, Sean Paul, Poupie, Roméo Elvis, Angela etc. font danser les festivaliers.","0.10864,44.459725",,,
Nouvelle-Aquitaine,Pyrénées-Atlantiques,Oloron-Sainte-Marie,Des Rives & Des Notes,24/06/2022,08/07/2022,Musique,jazzoloron.com,07 84 28 38 39,05.59.39.82.47,"A l'espace Jéliote, artistes confirmés et émergents se croisent. La chanteuse et guitariste Natalia M. King, le clarinettiste Michel Portal, les trompettistes Airelle Besson et Nicolas Gardel comptent parmi les invités.","-0.6896771,43.0857979",,,
Nouvelle-Aquitaine,,Sud Gironde ,Les Nuits Atypiques,03/06/2022,23/07/2022,Musique,nuitsatypiques.org,05 57 36 49 07,,"La manifestation se déploie au cœur de la forêt, d’un jardin, dans une salle de spectacle, un parc, une église, au pied d'un château ou encore dans une salle de cinéma. La programmation fait voyager vers le Bénin, l'Argentine, la Turquie, La Réunion ou encore l'Inde. Côté musique, le trio Joubran avec Samir, Wissam et Adnan Joubran propose un concert, précédé du documentaire Mahmoud Darwich, et la terre comme la langue de Simone Bitton. A noter les projections de trois films documentaires de Patric La Vau, La sèga e lo parc, Las causas deu passat et Eric Fraj, 50 ans de cançon en occitan sous-titrés en français.","-1.2614241,44.1939019",,,
Nouvelle-Aquitaine,Charente,Cognac,Cognac Blues Passions,06/07/2022,10/07/2022,Musique,bluespassions.com,05 45 36 11 81,,"Pas moins de 80 concerts sont prévus sur 9 scènes. La première soirée se passe sur l'île Madame. La formation Denis Agenet & Nolapsters ouvre le bal suivis du groupe Larkin Poe mené par les soeurs Rebecca et Megan Lovell, enfin les artistes Rodrigo y Gabriela prennent place pour clore la journée. A noter : un bar à cognac est mis en place pour faire découvrir les cocktails à base de ce spiritueux. ","-0.373551,45.67471",,,
Nouvelle-Aquitaine,Gironde,"Bassens, Lormont, Floirac, Cenon",Festival des Hauts de Garonne ,01/07/2022,08/07/2022,Musique,lerocherdepalmer.fr,05 57 80 87 43,lerocherdepalmer.fr/hautsdegaronne/2017,"Le festival dédié aux musiques du monde est gratuit et itinérant. Il s’installe dans les parcs publics de Floirac, Bassens, Lormont et Cenon. Les stars et artistes émergents des quatre coins de la planète se côtoient, avec Danyèl Waro, Dhoad Les Gitans du Rajasthan, Miksi, N3rdistan etc. ","-0.542214,44.842246",,,
