code_commune,code_dep_min,ROUSSEL,MÉLENCHON,MACRON,JADOT,DUPONT-AIGNAN,POUTOU,LASSALLE,HIDALGO,ARTHAUD,PÉCRESSE,LE PEN,ZEMMOUR
16166,16,74,641,876,139,54,26,111,58,22,129,631,172
38166,38,8,49,71,23,5,3,8,10,2,10,69,26
76166,76,4,33,71,4,9,2,4,6,8,10,125,17
33166,33,3,41,49,5,7,0,21,9,0,2,121,15
10166,10,3,24,43,3,9,3,11,3,1,15,105,13
09166,09,0,31,8,2,1,0,9,1,0,6,10,5
72166,72,2,27,43,7,8,3,18,7,0,10,39,8
26166,26,86,650,747,116,100,24,103,54,22,134,1014,183
40166,40,1,14,5,0,3,0,8,2,0,1,27,2
79166,79,14,97,163,30,12,2,18,10,6,24,109,28
74166,74,11,197,293,89,42,8,41,23,6,62,205,74
35166,35,8,101,237,31,15,12,31,11,8,19,154,18
03166,03,9,27,64,4,8,1,13,2,5,13,49,6
30166,30,43,266,288,53,24,9,56,17,13,52,568,125
58166,58,11,28,39,7,3,2,13,6,2,6,33,6
81166,81,1,9,14,2,0,0,8,3,0,4,13,4
34166,34,45,313,312,53,34,14,46,34,4,69,580,131
2B166,2B,5,35,51,12,2,1,24,0,0,109,97,35
73166,73,1,11,8,3,0,3,1,0,1,2,7,4
12166,12,1,4,24,1,2,1,11,0,0,14,20,6
37166,37,11,58,130,18,16,5,14,3,3,14,142,21
18166,18,10,41,98,8,5,3,9,2,5,8,99,15
07166,07,4,48,39,7,3,4,10,1,3,19,30,10
41166,41,4,41,68,6,11,3,14,2,2,18,82,14
42166,42,6,51,123,13,12,2,6,1,1,19,111,26
22166,22,64,353,700,146,28,16,52,49,9,98,338,94
19166,19,10,21,19,0,0,0,7,6,0,9,8,1
56166,56,87,534,1079,154,67,29,144,56,22,179,891,155
29166,29,4,72,94,21,3,6,16,6,1,22,60,18
36166,36,3,5,29,2,2,1,7,0,0,6,54,17
04166,04,24,204,253,38,29,3,31,9,10,32,326,112
69166,69,3,38,56,11,2,1,4,3,1,4,29,6
15166,15,1,40,79,9,4,1,17,9,0,11,39,5
23166,23,5,27,23,3,11,1,6,1,1,9,25,5
66166,66,2,58,38,7,1,2,14,5,3,3,70,14
43166,43,8,61,48,7,5,4,21,2,3,30,59,15
44166,44,96,1006,934,265,72,33,64,103,29,110,638,139
87166,87,13,132,156,17,9,5,39,25,10,30,152,36
82166,82,5,22,29,4,2,3,21,1,0,4,43,22
05166,05,29,178,166,29,26,18,34,12,8,30,180,41
62167,62,2,21,50,7,2,0,5,1,3,10,51,14
80167,80,0,23,56,8,6,2,4,4,0,6,85,14
64167,64,2,21,41,2,0,1,15,5,2,3,45,8
76167,76,18,136,321,43,26,9,35,22,5,32,249,60
02167,02,10,56,112,9,10,5,11,4,2,26,223,42
21167,21,2,12,24,7,5,0,1,5,0,7,12,10
14167,14,110,885,736,125,56,44,50,57,32,64,902,104
27167,27,5,71,85,11,5,3,5,4,2,20,149,11
70167,70,9,41,34,3,4,8,8,3,2,1,96,12
19167,19,3,8,6,3,0,0,8,0,0,4,10,6
51167,51,1,7,24,1,5,0,3,0,1,9,34,5
39167,39,2,20,50,5,9,1,16,4,2,8,73,21
60167,60,10,58,70,5,7,1,4,1,2,2,115,21
59167,59,2,10,30,0,4,1,2,1,1,14,42,10
57167,57,5,25,49,2,2,0,6,2,1,6,99,19
71167,71,9,51,68,11,8,5,8,7,1,11,108,27
52167,52,3,8,40,2,5,0,10,2,2,15,51,3
54167,54,19,157,288,42,23,8,24,21,9,46,358,104
50167,50,5,98,170,47,11,4,9,4,4,29,114,18
55167,55,9,37,59,5,7,3,13,7,5,9,91,24
77167,77,2,21,19,5,2,1,3,0,2,12,74,15
31167,31,16,79,89,16,4,4,42,25,1,16,92,25
65167,65,1,1,10,1,2,1,9,0,0,0,4,4
24167,24,49,217,369,45,30,12,80,28,3,48,324,107
88167,88,1,29,43,10,3,3,4,2,0,13,45,15
38167,38,5,50,91,9,11,3,6,2,5,20,127,25
89167,89,15,104,155,39,27,5,15,14,3,29,178,52
33167,33,257,2730,1919,407,112,112,229,225,34,200,1495,411
28167,28,0,25,54,2,5,3,5,2,0,8,79,15
01167,01,9,70,117,8,13,2,19,6,2,21,129,42
63167,63,8,50,69,19,6,1,11,17,3,10,51,13
11167,11,0,28,15,2,2,0,5,0,0,1,22,3
10167,10,0,2,16,0,2,0,1,0,0,0,17,0
67167,67,11,108,185,33,28,9,19,4,5,30,282,64
45167,45,16,121,307,39,27,8,29,14,9,70,292,65
16167,16,73,359,739,92,52,26,81,61,9,142,608,133
68167,68,7,56,112,17,13,4,28,7,0,19,152,35
85167,85,21,108,183,36,9,3,22,10,3,37,110,38
61167,61,23,186,473,33,41,12,85,18,10,110,563,116
08167,08,2,7,9,3,0,2,3,1,1,1,14,3
04167,04,3,59,39,13,3,2,13,4,1,17,72,18
32167,32,6,25,35,6,6,1,28,11,0,3,48,9
17167,17,7,41,74,8,19,4,12,6,0,21,176,32
46167,46,2,15,17,1,3,1,10,3,0,5,12,7
49167,49,50,507,1348,243,38,11,77,69,12,169,402,161
72167,72,4,59,95,16,6,3,8,6,1,17,153,15
26167,26,8,140,64,27,11,6,20,8,5,11,49,14
40167,40,15,94,121,9,8,2,60,14,3,13,73,25
09167,09,62,277,348,54,20,7,100,52,3,40,341,81
79167,79,1,22,37,6,1,1,4,4,1,7,56,4
35167,35,25,219,533,48,44,10,35,23,7,94,309,50
03167,03,4,32,42,4,4,3,11,1,0,11,46,14
30167,30,20,102,90,3,7,6,21,4,3,16,191,32
81167,81,2,13,9,3,2,1,17,0,0,5,13,5
2B167,2B,5,37,44,7,7,4,52,6,2,7,44,26
34167,34,2,35,23,5,0,0,9,1,1,2,72,16
86167,86,5,67,81,14,14,4,7,2,4,13,121,9
47167,47,26,131,194,35,14,5,67,16,7,50,180,56
12167,12,10,189,134,26,9,5,44,7,1,32,74,28
37167,37,14,204,344,48,32,9,24,19,9,44,373,84
18167,18,9,25,26,4,2,4,6,7,3,18,53,23
07167,07,13,149,107,38,25,3,29,17,7,18,132,38
42167,42,5,45,45,19,9,2,15,4,1,5,65,17
29167,29,28,284,382,79,18,10,56,30,8,77,251,50
56167,56,36,355,551,156,45,15,46,27,15,85,322,91
36167,36,2,15,27,2,1,0,5,2,0,11,32,10
69167,69,7,80,124,19,9,1,14,2,2,17,76,38
15167,15,3,13,24,4,0,1,11,4,0,6,13,1
66167,66,14,121,119,26,15,9,54,9,2,27,142,41
43167,43,3,22,33,4,1,0,16,0,0,11,39,10
48167,48,2,2,6,0,2,0,1,1,0,0,8,2
87167,87,18,69,86,12,5,2,16,10,3,11,98,14
82167,82,21,169,301,44,32,5,82,19,6,45,385,110
23167,23,9,35,72,3,5,6,15,8,0,10,49,10
05167,05,3,20,12,5,0,1,5,5,1,5,12,5
74167,74,17,126,254,47,26,8,25,15,5,48,235,65
41167,41,51,345,527,110,53,18,58,34,29,81,608,113
62168,62,9,49,192,7,17,2,18,3,4,26,126,18
80168,80,14,99,153,14,8,2,10,5,2,17,225,38
64168,64,8,71,98,17,5,6,72,10,2,14,110,24
21168,21,2,5,9,2,1,0,5,3,2,1,7,1
02168,02,137,1637,1491,196,139,59,137,71,57,224,1505,391
78168,78,39,671,474,59,48,15,36,23,5,101,272,87
14168,14,5,21,34,2,5,1,5,1,1,3,35,9
70168,70,6,56,76,6,10,2,17,5,1,18,158,28
27168,27,1,8,45,2,4,2,1,1,0,6,40,16
51168,51,7,24,60,4,3,1,4,1,2,6,41,14
39168,39,2,6,15,1,0,0,1,0,0,1,5,0
60168,60,4,13,23,2,2,1,3,0,0,7,65,6
59168,59,99,438,1118,169,44,18,54,51,17,169,609,227
71168,71,4,21,18,0,3,0,2,5,1,3,37,3
57168,57,10,71,93,21,11,3,10,3,0,24,142,22
52168,52,0,4,10,3,1,1,2,0,0,14,5,5
54168,54,8,46,44,10,3,2,3,1,1,10,43,27
50168,50,49,262,526,58,36,16,53,27,6,105,367,79
55168,55,1,1,11,2,3,0,0,0,0,1,6,0
77168,77,23,212,261,37,36,8,37,10,6,70,397,129
31168,31,1,17,22,4,2,0,6,3,0,5,14,1
65168,65,7,60,87,9,5,3,29,11,0,7,37,8
88168,88,0,4,31,2,3,0,5,1,0,10,19,2
33168,33,5,48,66,7,3,4,15,8,2,7,113,23
89168,89,3,9,29,0,5,0,6,1,2,7,27,11
17168,17,57,498,1200,185,58,19,89,47,16,193,539,265
28168,28,28,330,455,62,39,17,33,35,12,64,483,127
63168,63,25,106,72,9,15,3,16,11,4,11,108,18
11168,11,2,26,6,1,2,2,4,1,0,1,29,9
67168,67,11,136,320,56,32,10,38,14,7,42,264,70
45168,45,7,46,86,16,8,2,9,4,1,16,103,26
16168,16,12,83,131,21,12,3,23,10,4,12,138,28
68168,68,0,15,69,12,12,1,7,3,0,8,73,19
61168,61,48,433,947,113,50,18,69,49,36,125,606,102
08168,08,0,10,23,4,3,1,4,1,3,7,48,7
18168,18,1,29,47,4,6,3,12,2,1,5,37,6
46168,46,3,34,23,7,3,4,12,3,1,5,25,8
76168,76,1,7,7,6,1,0,3,1,1,0,9,5
10168,10,0,1,8,0,2,1,3,1,0,1,23,6
09168,09,2,50,19,5,0,5,3,1,0,0,19,7
72168,72,16,146,320,46,28,7,33,17,4,87,376,55
26168,26,10,116,89,13,10,0,13,7,1,18,65,26
40168,40,30,263,403,39,53,6,129,43,2,66,341,74
74168,74,14,81,178,44,32,7,30,9,5,30,117,32
03168,03,33,93,134,10,26,8,16,7,4,35,199,52
30168,30,20,166,114,28,7,4,36,16,5,21,78,24
58168,58,5,47,70,4,12,3,14,12,3,19,67,11
47168,47,47,230,390,34,44,17,116,29,10,57,428,124
81168,81,31,156,163,18,17,6,64,32,9,21,207,31
34168,34,1,6,9,1,4,0,1,0,0,8,19,6
73168,73,5,12,10,3,2,1,4,4,0,3,20,10
2B168,2B,24,148,179,37,16,11,86,60,6,52,229,114
12168,12,17,148,181,36,10,8,58,19,6,29,120,59
37168,37,5,34,40,7,4,2,13,3,0,10,44,20
53168,53,17,85,269,38,15,5,17,9,2,40,149,31
07168,07,24,62,80,14,15,3,14,7,2,10,98,43
41168,41,5,19,36,3,5,3,9,3,1,4,33,10
22168,22,143,1004,2010,380,105,39,136,113,24,342,819,387
24168,24,5,64,59,6,3,4,19,4,2,4,81,12
29168,29,30,122,295,26,19,9,45,24,4,43,158,34
56168,56,29,253,575,116,26,17,41,16,6,107,284,151
19168,19,24,26,10,2,0,0,7,0,1,2,4,4
36168,36,11,66,123,7,9,1,16,8,2,37,98,26
42168,42,69,515,563,137,78,11,74,48,25,112,549,161
69168,69,4,156,291,52,12,7,24,11,2,47,123,77
15168,15,6,69,140,8,5,5,30,4,1,18,128,32
66168,66,40,339,449,57,57,9,82,37,13,71,764,206
43168,43,2,7,15,1,1,0,8,0,0,8,25,20
44168,44,122,520,556,99,38,27,71,41,13,71,696,108
48168,48,4,27,20,3,8,4,23,3,1,12,35,7
87168,87,16,110,124,20,11,6,50,10,5,34,183,40
82168,82,5,28,58,7,7,0,29,3,1,10,48,16
23168,23,20,108,100,14,9,3,44,16,4,24,97,25
05168,05,12,156,90,51,12,6,22,12,2,26,84,24
35168,35,38,397,669,71,49,18,66,34,17,94,641,112
62169,62,4,21,36,4,5,0,3,2,1,12,57,5
80169,80,2,7,9,0,1,0,2,0,1,4,23,2
21169,21,1,20,37,8,3,1,5,1,2,3,24,7
02169,02,1,6,5,1,1,1,2,2,0,2,26,9
14169,14,4,20,26,12,2,2,5,3,0,6,20,5
95169,95,6,60,83,14,3,3,7,1,1,23,68,18
70169,70,1,31,15,2,7,1,8,1,1,1,56,4
27169,27,10,73,149,16,11,6,16,5,1,13,181,38
51169,51,0,2,12,0,5,0,3,0,2,5,22,3
39169,39,19,76,133,31,2,6,9,5,2,14,88,29
60169,60,13,73,90,13,13,6,18,7,1,24,167,50
59169,59,5,7,37,0,2,0,5,0,0,9,48,10
57169,57,4,38,46,16,15,6,22,4,2,31,118,17
71169,71,16,45,150,26,12,2,16,6,3,34,101,36
52169,52,0,6,16,0,3,0,0,0,1,2,26,7
54169,54,1,5,12,0,1,5,2,0,0,7,26,2
50169,50,4,4,13,1,0,0,7,1,1,8,28,5
55169,55,3,17,49,3,1,7,9,5,1,3,41,10
77169,77,62,1076,1025,157,70,24,64,57,13,160,632,229
31169,31,104,1023,1486,351,56,21,180,140,17,172,680,271
65169,65,0,27,15,2,1,0,12,2,0,0,12,6
88169,88,3,33,37,3,12,3,1,5,2,7,47,4
08169,08,0,6,5,5,6,0,8,1,1,10,19,5
61169,61,132,1478,1968,233,127,59,135,143,64,285,1317,272
89169,89,12,93,149,26,20,4,9,8,3,12,205,33
33169,33,3,18,11,0,2,0,8,0,1,0,10,0
38169,38,363,3113,2111,493,121,83,146,185,55,212,1835,541
28169,28,7,21,41,4,2,2,3,0,2,15,27,9
01169,01,7,48,99,10,9,2,8,11,3,19,134,54
11169,11,2,38,10,8,2,4,1,4,1,0,2,0
67169,67,19,171,474,78,92,16,41,20,14,78,657,122
10169,10,6,17,36,5,2,1,3,2,0,16,36,7
45169,45,109,938,1587,222,116,28,116,132,25,240,1251,337
16169,16,12,52,102,14,8,3,6,2,2,16,90,15
68169,68,3,50,71,13,15,3,9,0,1,13,94,28
76169,76,31,128,241,32,29,8,29,9,3,24,220,44
63169,63,1,5,7,0,3,1,5,1,1,6,5,5
04169,04,1,17,29,0,1,0,0,0,0,2,19,1
23169,23,16,90,67,19,10,6,19,10,2,21,103,17
32169,32,3,8,22,1,0,1,9,5,1,4,19,6
09169,09,3,19,9,6,0,0,8,1,1,2,15,11
72169,72,33,169,237,55,26,8,26,14,5,36,283,35
46169,46,6,38,29,5,4,0,12,3,1,9,51,9
40169,40,6,10,25,3,0,0,20,0,0,4,10,4
26169,26,38,223,339,57,41,4,55,16,3,49,402,119
74169,74,33,415,623,94,68,18,101,20,10,106,743,208
35169,35,18,173,229,36,25,8,29,18,5,28,191,26
03169,03,16,23,45,4,1,1,12,3,0,19,46,13
30169,30,55,644,692,72,73,16,98,40,13,94,1214,301
81169,81,0,11,11,1,2,0,8,1,2,4,17,7
47169,47,16,135,214,36,17,2,52,15,2,27,203,88
58169,58,0,4,4,0,1,0,1,0,0,2,6,0
34169,34,40,499,949,187,41,11,56,76,5,247,336,294
2B169,2B,11,68,77,7,16,3,78,2,0,18,155,57
86169,86,8,36,34,6,7,0,7,1,2,3,89,9
12169,12,35,219,375,51,31,17,129,38,6,94,257,64
37169,37,7,89,138,17,19,5,21,7,4,25,162,47
18169,18,7,20,42,9,4,2,4,2,0,1,43,15
53169,53,4,44,59,16,6,4,3,9,2,21,68,6
07169,07,5,38,48,10,5,2,10,6,1,13,74,15
85169,85,24,84,189,29,8,8,15,9,5,27,166,37
22169,22,3,30,13,9,1,2,5,5,1,3,25,1
29169,29,36,382,610,132,46,27,105,56,23,87,352,77
56169,56,113,635,1187,211,102,30,125,71,27,185,926,185
36169,36,4,60,47,8,8,5,19,6,5,5,116,21
19169,19,4,51,41,6,7,2,22,3,3,12,39,8
42169,42,23,168,217,60,35,5,38,17,1,46,298,86
69169,69,6,39,122,18,21,2,24,7,1,22,122,59
15169,15,13,54,113,8,12,4,31,13,5,34,150,27
66169,66,2,7,6,4,3,2,9,0,0,2,29,9
43169,43,1,7,8,3,4,0,4,1,0,4,12,2
44169,44,107,894,1694,355,71,37,97,83,24,241,748,213
48169,48,2,20,36,1,1,0,29,0,2,16,34,8
87169,87,26,124,138,26,16,5,37,14,5,25,184,39
82169,82,35,191,299,53,31,10,134,29,12,67,425,96
05169,05,1,1,24,1,2,0,6,2,0,3,5,3
01170,01,9,92,124,13,15,2,21,4,4,18,184,51
62170,62,48,188,380,35,29,8,36,13,15,56,555,94
80170,80,0,6,19,0,0,0,2,1,1,6,24,3
64170,64,5,19,42,6,4,0,30,5,0,5,31,6
21170,21,1,30,61,10,6,0,8,1,3,7,75,11
02170,02,2,7,18,1,0,0,3,0,0,8,31,8
95170,95,8,45,81,22,9,5,8,3,1,32,82,22
70170,70,3,11,7,0,1,1,3,2,2,1,30,1
51170,51,0,3,26,0,4,2,3,0,0,0,29,9
27170,27,13,72,176,13,19,2,16,7,3,41,178,41
25170,25,4,152,206,22,15,8,11,8,3,36,171,75
39170,39,22,90,117,29,15,4,10,18,4,26,182,31
60170,60,4,34,136,17,7,6,8,5,2,46,77,65
59170,59,120,599,373,37,23,20,33,40,11,30,1064,109
71170,71,20,155,316,42,23,7,30,17,9,40,314,79
52170,52,1,20,22,5,8,0,6,1,0,7,36,6
54170,54,0,8,11,0,2,0,4,3,0,1,16,2
55170,55,1,15,14,0,1,1,2,0,0,2,29,4
31170,31,1,36,35,2,3,1,22,7,0,3,19,3
65170,65,1,5,8,0,1,1,17,1,0,3,13,1
88170,88,11,69,75,16,21,3,19,7,3,19,160,43
08170,08,4,19,26,3,2,1,4,3,0,1,59,10
61170,61,7,16,49,7,10,0,6,4,0,3,37,14
89170,89,1,20,27,3,2,1,2,0,2,7,25,12
38170,38,32,353,640,111,43,5,40,40,10,107,386,149
33170,33,9,57,100,17,7,4,47,14,1,8,159,29
28170,28,4,16,55,10,1,1,8,0,1,7,43,7
11170,11,122,625,858,119,70,25,237,101,23,119,1277,402
10170,10,6,14,56,6,6,2,5,1,2,21,111,22
45170,45,2,15,20,3,7,0,1,0,2,3,16,1
16170,16,10,30,90,7,2,2,14,5,1,3,57,15
49170,49,11,142,169,22,14,7,12,10,6,28,94,23
68170,68,0,41,143,33,10,3,18,4,2,17,103,30
76170,76,1,13,20,5,1,0,2,0,1,6,21,10
63170,63,16,52,115,9,4,1,40,14,6,31,109,14
04170,04,1,21,2,0,3,1,2,0,1,0,15,1
32170,32,3,16,33,1,4,0,19,4,2,0,28,4
46170,46,37,131,105,10,11,5,45,19,4,8,81,19
09170,09,5,47,27,6,3,0,15,7,0,7,35,10
72170,72,6,16,21,2,3,1,5,2,0,8,31,9
40170,40,13,20,26,9,0,2,13,10,1,6,35,10
26170,26,45,419,724,119,76,19,57,32,9,124,507,133
74170,74,10,69,164,52,11,2,22,8,0,30,115,32
79170,79,45,311,531,78,28,17,64,25,9,45,421,59
35170,35,10,64,101,15,4,3,24,9,6,15,88,21
03170,03,3,24,31,6,1,2,5,0,0,3,10,10
30170,30,28,141,129,26,8,2,22,10,2,21,135,34
47170,47,11,48,81,4,8,3,42,3,0,20,100,32
58170,58,1,15,16,3,3,3,2,1,1,2,27,2
81170,81,33,211,157,24,13,7,65,32,6,20,225,52
73170,73,9,57,51,13,13,9,18,8,1,14,131,35
34170,34,4,35,35,7,2,0,8,2,3,3,33,10
2B170,2B,4,11,22,5,1,3,15,0,0,10,18,3
86170,86,5,35,56,6,2,2,10,3,2,15,74,8
12170,12,6,52,71,8,5,3,20,12,2,16,42,13
37170,37,8,88,195,29,21,2,13,8,4,41,170,38
53170,53,16,79,185,26,10,8,21,9,5,56,201,32
18170,18,7,44,107,7,13,3,17,5,2,27,143,47
07170,07,2,88,31,11,5,1,13,6,1,9,62,4
42170,42,30,154,355,57,32,12,56,17,5,68,372,99
22170,22,39,188,291,38,25,11,31,15,9,53,230,50
29170,29,77,570,977,212,36,34,105,110,20,142,445,139
56170,56,10,119,151,19,15,9,31,5,9,27,157,34
19170,19,4,32,35,8,3,0,13,4,0,13,24,10
36170,36,0,2,15,0,3,2,5,0,0,3,14,10
69170,69,7,120,180,46,30,2,26,11,5,48,181,46
15170,15,4,25,29,7,2,1,20,5,0,14,60,13
43170,43,11,38,34,9,4,1,24,5,0,13,70,15
44170,44,4,51,163,16,15,7,16,9,3,25,143,26
48170,48,18,84,19,4,1,1,8,4,0,1,24,3
87170,87,8,56,49,9,5,0,20,8,2,16,46,2
82170,82,13,31,83,10,11,2,39,5,2,17,111,28
66170,66,2,19,38,3,5,0,13,2,0,3,19,11
23170,23,4,69,34,4,3,3,8,1,4,4,22,2
05170,05,27,229,275,48,43,10,57,20,7,56,424,89
62171,62,1,11,17,2,3,0,2,1,1,0,28,11
80171,80,7,33,144,18,8,2,9,6,0,15,113,33
64171,64,3,20,42,5,5,3,32,2,0,0,38,12
02171,02,0,6,15,1,2,2,1,0,0,3,17,3
21171,21,110,1134,1737,264,139,53,123,122,56,247,1535,397
14171,14,7,26,22,4,3,2,0,2,2,3,31,3
78171,78,12,150,224,45,17,5,20,10,5,56,133,60
70171,70,18,106,185,12,9,7,34,8,6,46,294,35
51171,51,17,95,242,43,14,6,16,12,4,44,356,75
25171,25,1,5,13,3,0,0,10,2,0,3,13,3
39171,39,14,107,132,35,20,6,20,12,7,28,262,42
60171,60,4,9,25,1,3,3,6,1,1,6,58,5
59171,59,1,1,15,0,0,0,2,0,0,0,9,1
57171,57,4,88,180,20,11,7,8,11,4,29,197,44
71171,71,3,32,31,9,1,2,7,2,2,5,84,7
52171,52,2,18,19,2,2,2,3,2,1,16,54,12
54171,54,16,135,130,21,13,4,22,6,4,14,232,33
55171,55,0,18,36,5,10,0,10,1,0,10,56,13
77171,77,69,765,879,167,87,14,63,41,14,161,696,255
31171,31,4,42,66,24,5,4,10,6,2,7,28,8
65171,65,0,10,3,0,0,0,5,1,0,1,4,0
24171,24,19,67,68,7,11,5,33,7,2,22,128,15
88171,88,3,4,6,0,2,0,4,0,0,2,22,1
08171,08,0,7,13,1,1,0,4,1,0,1,26,1
89171,89,6,30,28,1,3,3,6,0,3,4,68,17
61171,61,0,10,28,3,0,1,1,0,0,3,19,9
33171,33,3,20,14,9,1,0,12,1,0,6,45,17
28171,28,12,103,172,11,20,2,17,4,4,18,146,36
17171,17,15,78,102,27,15,6,17,3,2,21,128,36
63171,63,16,47,52,7,2,1,17,5,3,9,47,9
01171,01,6,80,102,12,8,3,16,3,1,21,113,52
10171,10,1,17,18,1,2,0,3,0,1,11,81,9
45171,45,5,43,92,9,11,4,11,1,3,18,93,27
16171,16,5,42,121,15,10,1,20,8,4,16,109,21
68171,68,7,76,112,26,23,4,27,11,8,15,236,48
76171,76,0,11,13,0,4,0,2,0,0,2,32,6
38171,38,4,40,33,7,6,1,7,5,2,22,56,13
49171,49,1,6,25,6,0,2,3,4,0,6,24,1
32171,32,0,29,26,3,3,0,11,2,0,3,48,1
27171,27,2,17,70,11,7,0,7,6,0,14,81,26
46171,46,6,48,30,5,7,2,8,4,1,4,18,8
09171,09,0,9,9,0,1,0,6,3,0,1,19,6
72171,72,2,10,16,2,2,0,4,0,0,7,24,4
26171,26,4,46,32,7,2,2,4,3,1,5,21,8
40171,40,8,16,16,1,2,2,13,2,0,5,21,7
74171,74,17,114,269,59,34,8,35,20,2,27,200,55
03171,03,11,20,37,5,7,2,12,0,4,2,36,4
30171,30,26,189,103,17,14,9,19,12,1,9,186,43
47171,47,12,59,31,10,4,0,21,5,0,15,81,25
81171,81,18,212,214,34,27,11,78,27,2,43,267,51
58171,58,10,23,53,2,4,1,7,4,1,8,40,10
73171,73,41,415,436,75,37,10,42,37,12,49,443,115
34171,34,6,42,25,9,2,0,11,4,1,3,11,12
86171,86,7,55,66,18,5,2,16,4,4,7,80,10
2B171,2B,3,3,1,0,0,0,5,3,0,0,12,1
35171,35,14,227,362,60,16,19,33,25,7,36,238,54
12171,12,1,79,106,19,8,9,42,11,2,19,60,26
37171,37,19,126,261,43,20,5,25,10,2,47,161,47
18171,18,4,30,25,6,8,2,8,0,3,3,58,14
41171,41,21,100,269,21,31,13,32,19,5,76,256,60
07171,07,14,144,71,16,11,5,13,12,0,17,43,25
42171,42,2,21,57,15,6,0,4,3,1,14,55,7
22171,22,109,500,906,118,53,28,91,50,16,110,619,94
29171,29,73,537,782,141,43,36,108,59,27,108,583,105
56171,56,29,193,318,43,26,17,36,14,5,35,217,43
85171,85,10,76,102,13,10,6,22,7,0,14,105,24
36171,36,31,210,300,42,29,16,28,28,9,66,320,50
19171,19,4,25,22,1,2,0,22,4,2,14,23,14
04171,04,7,25,17,4,2,3,14,3,1,1,13,2
69171,69,32,301,335,88,30,6,32,21,8,58,291,102
43171,43,0,13,14,2,2,1,8,1,1,12,17,6
66171,66,122,1006,1782,207,173,36,256,112,31,373,2839,1008
44171,44,31,226,429,82,16,18,41,35,13,80,247,71
48171,48,5,71,15,5,0,3,5,2,1,1,7,2
82171,82,34,156,129,18,19,6,41,10,4,23,298,50
23171,23,3,16,11,1,1,0,8,0,0,10,17,3
05171,05,1,37,16,6,3,2,23,0,0,13,52,16
62172,62,5,23,53,5,4,2,8,1,1,11,99,13
80172,80,10,28,59,7,4,0,13,3,4,11,150,23
64172,64,4,32,36,6,3,1,27,4,2,4,37,16
02172,02,0,15,21,5,1,0,12,1,0,13,50,10
21172,21,4,13,38,4,4,3,8,4,1,5,72,10
14172,14,5,33,131,17,6,1,12,2,1,14,78,18
78172,78,385,4748,5273,1094,313,118,343,312,108,937,2891,1052
51172,51,78,602,1369,185,91,31,97,91,22,164,946,308
25172,25,6,18,23,4,3,4,8,0,1,4,57,17
39172,39,0,32,28,7,3,0,0,2,0,6,51,8
60172,60,42,441,847,190,47,13,45,34,3,143,318,197
59172,59,276,2039,1051,86,67,37,67,88,73,87,2972,290
57172,57,3,16,40,6,6,1,9,1,1,8,52,17
71172,71,3,13,25,2,0,0,2,0,0,6,8,8
52172,52,1,14,24,1,7,0,2,2,1,10,71,11
54172,54,1,31,41,3,4,4,5,1,2,5,47,10
50172,50,3,17,68,8,3,4,8,1,2,7,67,14
77172,77,15,106,116,21,11,4,19,8,3,23,175,23
31172,31,2,6,9,1,2,0,2,1,0,0,13,1
65172,65,4,7,6,0,0,0,2,0,0,0,1,1
88172,88,5,19,21,1,6,3,10,3,1,7,72,9
08172,08,1,9,8,1,0,0,4,1,1,1,40,7
89172,89,8,49,94,14,8,1,9,4,1,21,74,26
38172,38,11,139,228,55,21,5,23,25,3,57,249,86
33172,33,10,22,36,8,3,0,7,0,1,17,57,14
28172,28,14,67,130,10,10,6,8,9,1,15,140,21
63172,63,0,7,6,1,6,0,3,1,0,0,15,5
67172,67,21,163,520,66,46,11,43,25,9,56,391,101
17172,17,48,220,458,46,38,7,53,25,8,80,539,87
10172,10,1,6,32,4,3,1,0,1,0,10,45,3
11172,11,5,69,87,9,9,7,25,1,3,12,129,34
68172,68,15,91,289,41,36,10,30,10,5,47,247,79
76172,76,3,19,38,8,1,2,5,4,0,12,24,8
70172,70,3,8,10,2,1,0,1,6,0,5,31,0
23172,23,1,7,11,3,0,1,12,2,0,7,20,5
32172,32,7,42,43,13,5,1,39,11,2,5,32,13
72172,72,14,99,209,32,25,8,18,10,6,37,305,30
12172,12,4,25,136,6,10,3,46,4,1,49,82,25
85172,85,31,160,413,44,29,13,50,15,9,61,415,89
55172,55,0,14,6,2,0,0,0,0,0,3,13,11
24172,24,14,195,188,34,20,9,53,16,6,23,130,32
46172,46,7,70,71,9,7,4,30,4,3,19,95,15
09172,09,0,18,0,2,0,0,1,0,1,0,1,0
40172,40,2,17,86,5,2,0,28,5,1,15,38,8
26172,26,10,67,77,12,10,3,11,6,0,12,143,27
74172,74,16,140,288,48,26,10,28,22,8,35,204,76
79172,79,17,104,195,21,12,8,30,13,5,34,156,17
35172,35,21,228,333,66,17,12,45,21,15,42,249,39
03172,03,6,3,16,0,1,1,7,2,0,7,25,5
47172,47,9,65,87,13,6,7,37,4,1,15,112,33
30172,30,5,216,53,29,15,2,23,16,4,5,57,18
58172,58,3,9,12,1,3,0,6,0,0,5,20,5
81172,81,1,8,8,0,0,0,8,0,0,1,6,5
34172,34,2047,47207,26018,7157,1519,853,2205,2671,407,3676,14402,7731
86172,86,4,10,17,1,1,1,3,0,1,5,10,3
2B172,2B,30,25,72,19,6,3,64,10,1,26,95,41
