permis_date,dta,date_actualisation_dta,tous_locaux_visites,presence_amiante,obligation_surveillance,date_derniere_visite,obligation_mesure_taux_empoussierement,obligation_travaux,dta_consultable,lieu_dta_consultable,precision,type,secteur,code,Latitude,Longitude,collectivite
1,NON,,,,,,,,,,,1ORD,PU,0021997K,49.8351328717929,3.908461104705703,1
1,NON,,,,,,,,,,,1ORD,PU,0021010M,49.89504985759157,3.321367845257297,1
1,OUI,12/5/2005,OUI,OUI,NON,,NON,NON,OUI,,"Indications portées sur le DTA:
""Présence d'un conduit vertical en amiante ciment.
Pour ce type de matériau, il est nécessaire d'informer toutes personnes susceptibles d'intervenir sur ce matériau. En cas de travaux d'en faire l'enlèvement par une ent",1ORD,PU,0600117B,49.58958485600452,2.147735841651695,1
1,OUI,8/21/2007,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PU,0021669D,50.012410562170544,3.6974442100630993,1
1,NON,,,,,,,,,,,1ORD,PU,0601311Z,49.199450830210374,2.4628146683573298,1
1,NON,,,,,,,,,,,1ORD,PU,0021955P,49.918604069602964,4.085693617884857,1
1,OUI,6/27/2005,OUI,OUI,OUI,,NON,NON,OUI,,Observations: tuyaux fibrociment (ventilation de fosse) à l'extérieur des bâtiments sur la face arrière. Tuyaux fibrociment dans les sanitaires et cuisines des 3 bâtiments. En bon état à la date du 27/06/2005.,1ORD,PU,0601301N,49.31443252122654,2.343704344604873,1
1,OUI,5/10/2004,OUI,OUI,NON,,NON,NON,OUI,,,CLG,PU,0801339W,49.99222315593358,2.3152259880696686,2
1,OUI,6/20/2005,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PR,0601371P,49.42740660597181,2.07796904666166,1
1,OUI,10/6/2004,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0601876N,49.58026798425517,3.0196753997062875,1
1,NON,,,,,,,,,,,1ORD,PU,0801518R,49.790069463627326,2.2534369369612297,1
1,OUI,6/15/2004,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,CLG,PU,0021535H,49.38642293509199,3.314584339951644,2
1,NON,,,,,,,,,,,1ORD,PU,0801086W,49.7387775552451,2.2169844778961307,1
1,OUI,9/12/2012,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","présence de tôle en fibrociment sur la toiture du préfabriqué (bureau) et classes maternelles
présence d'amiante sur les panneaux constituant le préfabriqué  servant de bureau",1ORD,PU,0021555E,49.63025623498893,3.2450550815455186,1
1,NON,,,,,,,,,,,1ORD,PU,0020964M,49.86188306367102,4.049563207754227,1
1,NON,,,,,,,,,,,1ORD,PU,0600986W,49.11035709066854,2.8509470136138275,1
1,NON,,,,,,,,,,,1ORD,PU,0600387V,49.65794233894486,1.9873103793427644,1
1,OUI,3/20/1998,OUI,NON,NON,,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0020406F,49.46203655072702,3.2407805596294983,1
1,OUI,9/1/2005,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PU,0601024M,49.5701119109225,3.0332381620779825,1
1,NON,,,,,,,,,,,1ORD,PU,0802058C,50.06459264204649,1.5391300074259415,1
1,OUI,12/7/2005,OUI,OUI,NON,,OUI,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","Ecole Tivoli, avenue du Général Patton: tôles en fibro-ciment sur le préau couvert
Ecole Clémencins, 48 rue Léo Nathié: tôles en fibro-ciment sur le toit des garages, tuyau d'aération en fibro-ciment dans les WC a été enlevé.
Ecole Maternelle du centr",1ORD,PU,0022029V,49.39948766459719,3.3379506449642538,1
1,OUI,12/13/2008,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","Obligation de signalement si il y a des travaux réaliser dans le préfabriqué.(présence d'amiante) cf. DTA ""à l'occasion de toute modification substantielle de l'ouvrage ou de son usage"".",1ORD,PU,0601119R,49.220823676051594,2.611788074269631,1
1,OUI,12/8/2003,OUI,NON,NON,,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0600829A,49.685933347412345,1.777259962236712,1
1,,,,,,,,,,,Ne sais pas si DTA effectué,1ORD,PU,0600846U,49.71205442863265,1.8080911871208891,1
1,OUI,,,,,,,,,,Je ne sais pas quoi répondre à cette enquête. J'ai transféré en mairie. sans plus de réponse...,1ORD,PU,0600803X,49.402151091173856,2.678935760461584,1
1,OUI,4/17/2013,OUI,OUI,OUI,4/17/2013,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",R.A.S,1ORD,PU,0601532P,49.28933445565297,2.48301434431236,1
1,OUI,9/2/2004,OUI,OUI,OUI,7/24/2009,NON,NON,OUI,,,1ORD,PU,0601485N,49.40548657998315,2.8134338666602514,1
2,NON,,,,,,,,,,,1ORD,PU,0800277S,49.95635028518479,1.7651305926428291,1
1,OUI,8/5/2004,OUI,OUI,NON,,NON,OUI,OUI,,,CLG,PU,0801536K,49.809683414398975,2.8014907294637097,2
1,OUI,9/1/2005,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",Le groupe scolaire a entièrement été rénové en 2005 lors de son extension,1ORD,PU,0600092Z,49.30327603679671,2.0538480235290884,1
1,OUI,2/6/2006,OUI,OUI,NON,,NON,NON,OUI,,,1ORD,PU,0021421J,50.01744059463756,3.7867416954952953,1
1,OUI,1/30/2014,OUI,OUI,OUI,1/30/2014,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0601030U,49.223662077841155,2.287644598096962,1
1,OUI,1/28/2014,NON,OUI,OUI,1/28/2014,NON,NON,OUI,,,1ORD,PU,0600923C,49.225294377432824,2.2831856906351877,1
1,NON,,,,,,,,,,,1ORD,PU,0600111V,49.649561359234326,2.0482708825624893,1
1,NON,,,,,,,,,,,1ORD,PU,0800374X,49.7267555971431,2.331218176091921,1
1,OUI,3/1/2004,OUI,OUI,NON,,NON,OUI,OUI,,,CLG,PU,0601524F,49.39849707216047,2.7955512231858526,2
1,NON,,,,,,,,,,,1ORD,PU,0600871W,49.30007848337825,2.8058929482368478,1
2,OUI,2/1/2016,OUI,NON,NON,,NON,,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0600853B,49.5721070388889,2.310734842818824,1
1,OUI,10/12/2004,OUI,OUI,NON,,NON,NON,OUI,,,CLG,PU,0800023R,49.94399082596082,2.7197106766417853,2
1,OUI,6/12/2015,OUI,OUI,OUI,6/12/2015,NON,NON,OUI,,,CLG,PU,0800018K,49.89883625002646,2.2682019267376337,2
1,OUI,9/16/1996,OUI,NON,NON,,NON,NON,NON,,pas deprésence de flocages ou de calorifugeages susceptibles de contenir des fibres d'amiante.,1ORD,PR,0801411Z,49.696407220889114,2.7923246201359464,1
1,OUI,4/29/2005,OUI,OUI,NON,,NON,OUI,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",Les travaux ont été réalisés.,1ORD,PU,0600216J,49.28121506383572,2.004742814508507,1
1,NON,,,,,,,,,,,1ORD,PU,0600151N,49.187340310717325,1.8314876177057728,1
1,NON,,,,,,,,,,,1ORD,PU,0600884K,49.310854225765716,2.102083261068308,1
1,NON,,,,,,,,,,,1ORD,PU,0800615J,50.17312810974753,1.8146375884973065,1
1,OUI,12/13/2005,OUI,OUI,OUI,10/12/2011,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0600073D,49.369754149607,2.000739202820292,1
1,OUI,6/22/2005,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0021802Y,49.895694407045966,3.782318722652357,1
1,NON,,,,,,,,,,,1ORD,PU,0801919B,49.80581328376334,2.104797577248521,1
2,,,,,,,,,,,Il s'agit d'une construction en 2006 donc tous les matériaux ne comportent plus d'amiante,1ORD,PU,0601025N,49.554738410235316,2.961319395855294,1
1,OUI,4/1/2009,OUI,OUI,NON,,NON,NON,OUI,,présence amiante dans la colle de certaines dalles vinyliques uniquement,LYC,PU,0800001S,50.103682530695885,1.844418657268632,3
1,OUI,6/1/2010,OUI,NON,NON,6/1/2010,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0801139D,49.757074102028476,2.35024967322388,1
2,NON,,,,,,,,,,,1ORD,PU,0602113W,49.22739259653054,2.1429479848863657,1
1,,,,,,,,,,,Cette enquête devrait être menée auprès des services techniques de la mairie.Je suis dans l'incapacité de répondre.,APPL,PU,0600462B,49.425827584111055,2.083334450026378,1
1,NON,,,,,,,,,,,1ORD,PU,0802071S,49.91389885416304,3.0119623189546787,1
1,NON,,,,,,,,,,,1ORD,PU,0600359P,49.431181703727475,2.1076962725266357,1
1,OUI,10/12/2005,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",L'école possède la fiche récapitulative des matériaux et produits contenant de l'amiante.,1ORD,PU,0600565N,49.31977414912854,2.4436485176246725,1
2,,,,,,,,,,,,1ORD,PU,0601305T,49.426639732548,2.193931689059946,1
1,OUI,,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,APPL,PU,0601830N,49.26987735326941,2.4588760186272203,1
1,NON,,,,,,,,,,,1ORD,PU,0801162D,49.7352247269554,1.9597766526684688,1
1,OUI,10/9/2003,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0600336P,49.395414629123344,2.0599144493666044,1
1,OUI,10/12/2004,OUI,OUI,NON,,NON,NON,OUI,,,CLG,PU,0800027V,50.25445861289239,1.8871657444163776,2
1,OUI,11/29/2005,OUI,OUI,NON,,NON,NON,OUI,,"Les dalles de sol ""plastique"" du dortoir sont anciennes. Le rapport mentionne ""composants à risque ne contenant pas d'amiante"". Il me semble devoir être réservé sur l'inexistence d'amiante dans cette pièce: toux fréquentes des enfants et des adultes, irri",1ORD,PU,0600677K,49.39867040026222,2.385819768909065,1
1,OUI,12/1/2005,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0801074H,49.81837669412836,2.3221303660568853,1
2,NON,,,,,,,,,,,1ORD,PU,0800196D,49.915075149971436,2.2511893223464305,1
1,NON,,,,,,,,,,,1ORD,PU,0800960J,50.004496122256576,2.4802789964644436,1
1,OUI,,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",Cette enquête a été complétée par le responsable des Services Techniques de la ville de Méru car la directrice ne disposait d'aucun élément pas de document DTA.,1ORD,PU,0600429R,49.23869572953226,2.1333031341963404,1
1,OUI,1/7/2005,OUI,OUI,OUI,7/8/2015,NON,NON,OUI,,,1ORD,PU,0801361V,49.912529678464296,2.9307514452956496,1
1,NON,,,,,,,,,,,1ORD,PU,0021078L,49.88805610881165,3.2419314393321037,1
1,NON,,,,,,,,,,,1ORD,PU,0801116D,49.78234531691851,1.7938979077730233,1
1,NON,,,,,,,,,,,1ORD,PU,0021230B,49.64849403934215,4.075771962776112,1
1,OUI,6/6/2000,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0600933N,49.46100701033251,2.812341858315168,1
1,OUI,5/15/2006,OUI,OUI,NON,,NON,NON,OUI,,"1) Je ne suis pas certain d'avoir répondu correctement.
2) Pourquoi ne pas demander directement le document à la mairie comme j'ai dû le faire ?",1ORD,PU,0601881U,49.30560942765376,2.6005994001386883,1
1,OUI,,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",Visite des locaux et expertise ne relevant aucune présence d'amiante.,1ORD,PU,0600996G,49.1607901659254,2.8450728972086554,1
1,NON,,,,,,,,,,,1ORD,PU,0600848W,49.59190147862672,1.7427390019935434,1
1,OUI,10/23/2007,NON,OUI,NON,,NON,OUI,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",Par sécurité nous allons effectuer un nouveau diagnostic,1ORD,PU,0801651K,49.706661750492536,2.781275206808204,1
1,OUI,,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",Le DTA est consultable à la Mairie de BEAULIEU-LES-FONTAINES.,1ORD,PU,0600620Y,49.65883425137682,2.9127493334429344,1
1,OUI,,OUI,OUI,NON,,NON,NON,OUI,,"-couvertures en amiante-ciment facon ardoise sur l'ensemble des  batiments
-gaine de ventilation haute en amiante-ciment enrobé de béton dans atelier au sous sol",LYC,PU,0601826J,49.19162331709376,2.571268259516617,3
1,OUI,7/16/2007,OUI,OUI,OUI,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",Par sécurité nous allons effectuer un nouveau diagnostic,1ORD,PU,0801029J,49.707910733219826,2.7778143406372253,1
1,NON,,,,,,,,,,,1ORD,PU,0020999A,49.60765567510954,3.961146763712665,1
1,NON,,,,,,,,,,,1ORD,PU,0021679P,50.012658104385345,3.5992225564259144,1
1,NON,,,,,,,,,,,1ORD,PU,0801678P,49.9817153316851,2.6577126425152873,1
1,,,,,,,,,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","Pas d'informations sur les éléments demandés, d'où l'absence de réponse à certaines questions.",1ORD,PU,0600201T,49.231459739705095,2.130493390751691,1
1,NON,,,,,,,,,,,1ORD,PU,0601352U,49.42991246555229,2.82202024753198,1
1,OUI,3/1/2007,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0801646E,49.84510918953974,2.390783454291312,1
1,OUI,12/11/2003,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0600745J,49.2613894219101,2.4611530249792435,1
1,OUI,5/4/2010,OUI,OUI,NON,,NON,NON,OUI,,,1ORD,PU,0601181H,49.384714294855726,2.3986616539223578,1
1,OUI,6/20/2007,OUI,NON,,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",un permis de construire va être déposé au 2éme semestre 2016 pour la rénovation et le regroupement des écoles d'Allonville.,1ORD,PU,0800887E,49.94102406140471,2.3648747315964997,1
1,NON,,,,,,,,,,,1ORD,PU,0601097S,49.499205693277396,2.3734843495745466,1
1,OUI,,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0601891E,49.47845991674756,2.8846584893698948,1
1,OUI,5/9/2006,OUI,OUI,NON,,NON,NON,OUI,,,1ORD,PU,0601722W,49.29544507684042,2.5965490667354905,1
1,OUI,3/2/2004,OUI,NON,NON,,NON,NON,OUI,,les volets coupe-feu des volets de désenfumage sont susceptibles de contenir de l'amiante d'après le DTA. (Il n'y a pas eu d'analyse car prélèvement destructif.),CLG,PU,0601292D,49.433535213529815,1.8939328309216499,2
1,OUI,5/9/2006,OUI,OUI,NON,5/9/2006,NON,OUI,OUI,,"Les travaux devaient être réalisés sur les enduits projetés sur les plafonds du rez-de-chaussée. Depuis 2006, les plafonds ont été repeints et dans certaines pièces, du faux plafond a été posé.",1ORD,PU,0600872X,49.301590188732355,2.610762994684331,1
1,NON,,,,,,,,,,,1ORD,PU,0021000B,49.25895853955166,3.0406361856595443,1
1,OUI,6/18/2004,OUI,OUI,NON,,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","Le Dossier Technique Amiante en date du 18 juin 2004 stipule effectivement la présence d'amiante dans la salle reprographie, mais des travaux ont été effectués depuis par le Département. Le sol plastique a été remplacé par du carrelage.",CLG,PU,0021489H,49.69078440758977,4.022305199929551,2
1,OUI,,OUI,OUI,NON,,NON,NON,OUI,,,CLG,PU,0601294F,49.22700639225351,2.893810773560038,2
1,OUI,,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0601077V,49.48944423290476,3.0092284601988624,1
1,NON,,,,,,,,,,,1ORD,PU,0600413Y,49.55294357258048,1.9772332109325168,1
1,NON,,,,,,,,,,,1ORD,PU,0801137B,49.68932791633309,2.468439544994649,1
1,NON,,,,,,,,,,,1ORD,PU,0601041F,49.16589166844546,2.2452955085138284,1
2,NON,,,,,,,,,,,1ORD,PU,0601626S,49.35784288814596,2.7199768791621177,1
1,OUI,2/6/2017,OUI,OUI,OUI,7/6/2015,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0600727P,49.35556907013378,2.796042005660836,1
1,OUI,5/9/2006,OUI,OUI,NON,,NON,NON,OUI,,,1ORD,PU,0600450N,49.29383465910115,2.6076107595124713,1
1,OUI,10/17/1997,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PU,0600163B,49.37835874418086,1.9251585739440131,1
1,OUI,4/12/2010,OUI,OUI,OUI,,NON,NON,OUI,,"Un contrôle des matériaux reconnus devait être effectué dans un délai de 36 mois. 
Je n'ai pas de document l'attestant.",1ORD,PU,0600471L,49.37512691080296,2.412213484390569,1
1,NON,,,,,,,,,,,1ORD,PU,0601316E,49.41700026854407,2.0758447377707134,1
1,OUI,12/21/2005,OUI,OUI,OUI,,NON,NON,OUI,,,1ORD,PU,0600612P,49.55954064311892,2.584251521018708,1
1,OUI,6/13/2006,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",Une visite de contrôle va être demandée par le nouveau maire suite à cette enquête.,1ORD,PU,0020690P,49.78235251608375,3.4022343394150782,1
1,NON,,,,,,,,,,,1ORD,PU,0601840Z,49.269175218020045,2.591356591940853,1
1,OUI,6/17/2009,OUI,NON,NON,,NON,NON,OUI,,,LYC,PU,0801327H,49.879107401426104,2.2971710512012264,3
1,OUI,3/22/2013,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,CLG,PU,0601607W,49.31380313168597,2.4490835657541505,2
1,OUI,1/19/2004,OUI,OUI,NON,,NON,NON,OUI,,,1ORD,PU,0601842B,49.60787670929623,2.07296736417378,1
1,OUI,2/10/2010,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","Un bâtiment préfabriqué proche de la cour de l'école en contient.

Ce bâtiment peut être amené à accueillir des élèves lors de l'attente du bus scolaire (en hiver) et lors des TAP.",1ORD,PU,0601106B,49.47109857073593,2.4300246277064383,1
1,OUI,3/1/2007,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","Dalles dans le bureau de la directrice, école des capucines
type de fibres d'amiante: chrysotile",1ORD,PU,0800863D,49.84494968600456,2.3901462830433675,1
1,OUI,4/17/2013,OUI,NON,OUI,4/17/2013,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","L'école est composée de 2 bâtiments : 
- Jean Rostand : pas de présence d'amiante
- Saint Exupéry : présence d'amiante",1ORD,PU,0601563Y,49.28882890598435,2.4823075081238155,1
1,NON,,,,,,,,,,,1ORD,PU,0021711Z,49.388981892572076,3.3951913788265653,1
1,OUI,12/16/2015,OUI,OUI,OUI,,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,LP,PU,0020022N,49.65970143163216,3.3665936811282253,3
1,OUI,3/3/2006,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","tôles fibro-ciment du préau, de la réserve (extension école) et de l'abri-bus",1ORD,PU,0600408T,49.582980501479256,2.012287769927549,1
1,OUI,6/17/2008,OUI,NON,NON,,NON,NON,OUI,,,LP,PU,0801336T,49.8730898490409,2.298075460986328,3
1,OUI,,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0800698Z,49.97516887252681,1.6920175985206256,1
1,OUI,4/12/2010,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PU,0600185A,49.15768795382082,3.026980238241737,1
2,NON,,,,,,,,,,,1ORD,PU,0601091K,49.46939530220272,2.495483764849128,1
1,OUI,7/24/1997,OUI,NON,NON,,NON,NON,OUI,,"Flocage et calorifuge vérifiés dans le cadre de ce contrôle. Il n'est fait aucunement mention des sols : une interrogation persiste sur les dalles de l'école maternelle qui se détériorent (fissures).
Pouvez-nous aider à détecter la présence d'amiante da",1ORD,PU,0601921M,49.24764653506118,2.4325505242199283,1
1,NON,,,,,,,,,,,1ORD,PU,0600463C,49.4301176937724,2.089859427082646,1
1,OUI,6/8/2006,OUI,OUI,NON,,NON,NON,OUI,,"Des travaux sont prévus au service de restauration dans un avenir relativement proche, et des analyses complémentaires ont été effectuées cette année pour les préparer ; le collège n'a pas été destinataire des résulats",CLG,PU,0020038F,49.170548307072536,3.268171055420736,2
1,OUI,8/21/2006,OUI,OUI,NON,,NON,NON,OUI,,,1ORD,PU,0021049E,49.948880675620394,3.4177329937109837,1
1,OUI,12/6/2005,OUI,NON,NON,,,,OUI,,,1ORD,PU,0600082N,49.31834899074629,1.9697447858750183,1
1,OUI,12/26/2003,OUI,OUI,OUI,11/26/2013,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0601886Z,49.580591005285385,2.991563684012953,1
1,NON,,,,,,,,,,,1ORD,PU,0601013A,49.58845260384868,3.082460215592103,1
1,NON,,,,,,,,,,,1ORD,PU,0801132W,49.668189704692246,2.4242013537574416,1
1,OUI,9/1/2006,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,CLG,PU,0801325F,49.92343264082496,2.194672212499475,2
1,OUI,10/29/2003,OUI,OUI,NON,,NON,NON,OUI,,12.	Des travaux doivent être entrepris dans la bibliothèque (localisée classe en haut à gauche) en juillet 2016 et notamment la pose de dalle de clipsable de marque Marmoleum Click sur sous-couche liège (donc sans collage sur le matériaux) en PJ l’habilit,1ORD,PU,0602012L,49.36582440838801,2.741950974475152,1
1,NON,,,,,,,,,,,1ORD,PU,0021348E,49.30028559222736,3.102258741903674,1
1,NON,,,,,,,,,,,1ORD,PU,0021542R,49.693021376949865,4.01787273444749,1
1,OUI,12/22/2005,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0601135H,49.255208166037825,2.6397217920821556,1
1,NON,,,,,,,,,,,1ORD,PU,0600445H,49.355186608575295,2.25021714787518,1
1,OUI,9/10/1996,NON,NON,NON,,NON,NON,OUI,,"Je n'ai pas de DTA à proprement parler en ma possession, seule une recherche dans les flocages et calorifugeages a été effectuée en 1996.
Seules les salles 211- 205 et 216 ont été diagnostiquées.
J'ai par conséquent contacté Monsieur Balluet du Consei",CLG,PU,0801369D,49.76082653795415,2.911084383795348,2
2,,,,,,,,,,,,1ORD,PU,0800156K,49.89285682558253,2.650411882404828,1
2,,,,,,,,,,,,1ORD,PU,0601658B,49.203196777348346,2.122189698350597,1
1,OUI,10/1/2004,OUI,OUI,NON,,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,CLG,PU,0800045P,49.9559519966199,1.7702741996709903,2
1,NON,,,,,,,,,,,1ORD,PU,0021017V,49.47882703738982,3.3580754572395666,1
1,NON,,,,,,,,,,,1ORD,PU,0800431J,49.819028701564854,2.805368740984003,1
1,OUI,5/19/1999,OUI,OUI,NON,,NON,NON,OUI,,,LP,PU,0601363F,49.227794171266154,2.8920713592535385,3
1,OUI,9/26/2014,OUI,OUI,OUI,9/26/2014,NON,NON,OUI,,,1ORD,PU,0020130F,49.98416806442496,3.4554612736612977,1
1,NON,,,,,,,,,,,1ORD,PU,0801134Y,49.73138483267288,2.249904173672555,1
0,NON,,,,,,,,,,,1ORD,PU,0801493N,50.09887383645482,1.6385659286767051,1
1,NON,,,,,,,,,,,1ORD,PU,0022052V,50.00497514120377,3.921825707033076,1
1,NON,,,,,,,,,,,1ORD,PU,0600555C,49.2998810282515,2.3933689550998727,1
1,OUI,7/1/2016,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",La mise à jour du DTA est prévue le 01/07/2016. Un encapsulage du matériau amianté a été réalisé en 2012.,1ORD,PU,0800873P,49.897765471529596,2.3040554209409967,1
2,NON,,,,,,,,,,,1ORD,PU,0602046Y,49.58917674212983,2.5110026733660487,1
1,OUI,1/1/1997,OUI,NON,NON,1/1/2013,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0600556D,49.32679006540987,2.4648822750274704,1
1,OUI,5/13/2015,NON,OUI,OUI,5/13/2015,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0600887N,49.32660978135785,2.2492583394810786,1
1,OUI,,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0601001M,49.104611538054186,2.6842528678133903,1
1,OUI,11/29/2004,OUI,OUI,OUI,3/24/2004,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,CLG,PU,0801485E,50.0770312395959,2.1218710212134195,2
2,NON,,,,,,,,,,,1ORD,PU,0600539K,49.472513352085215,2.1807486443903232,1
1,OUI,8/5/2015,OUI,OUI,OUI,7/21/2015,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0601706D,49.09935763826243,2.761333912663784,1
1,OUI,6/13/2006,NON,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0801643B,50.006768181882975,2.655658488730784,1
1,OUI,6/16/2006,NON,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0800841E,50.00702156964361,2.6556916163931756,1
1,OUI,,OUI,NON,NON,,NON,NON,OUI,Autres,"Une étude de 1996 disait ""nous n'avons pas détecté de présence de flocages ou de calorifugeages susceptibles de contenir des fibres d'amiante""",CLG,PR,0801227Z,49.696407220889114,2.7923246201359464,2
1,OUI,12/23/2003,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0601954Y,49.34638214929638,2.6801771352940302,1
1,OUI,9/30/1996,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PU,0601803J,49.2939472120594,2.4449905788391786,1
1,OUI,,OUI,OUI,NON,,NON,NON,OUI,,Date du DTA: le 21 avril 2004,CLG,PU,0801375K,50.00212117241443,2.6519621730641125,2
1,NON,,,,,,,,,,,CLG,PU,0020066L,49.877196388095705,3.1453407935646838,2
1,OUI,1/4/2016,OUI,OUI,NON,1/4/2006,NON,NON,OUI,,Le bâtiment concerné par la présence d'amiante liée a été démoli le 24 février 2011 selon la réglementation en vigueur.,1ORD,PU,0600177S,49.19626759369122,2.913363450750024,1
