LibSubCom,code_commune,CodNuaListe,NbVoix,score
Châlette-sur-Loing,45068,LDVD,233,5.06
Châlette-sur-Loing,45068,LRN,894,19.41
La Chapelle-Saint-Mesmin,45075,LSOC,323,7.6
La Chapelle-Saint-Mesmin,45075,LRN,1326,31.19
La Chapelle-Saint-Mesmin,45075,LUC,1221,28.72
La Chapelle-Saint-Mesmin,45075,LMDM,65,1.53
La Chapelle-Saint-Mesmin,45075,LREM,1317,30.97
Châteauneuf-sur-Loire,45082,LLR,1656,47.23
Châteauneuf-sur-Loire,45082,LDVC,14,0.4
Châteauneuf-sur-Loire,45082,LREM,1836,52.37
Chécy,45089,LUD,1682,44.45
Chécy,45089,LLR,1648,43.55
Chécy,45089,LDVD,454,12.0
Courtenay,45115,LVEC,163,9.24
Courtenay,45115,LUDI,577,32.71
Courtenay,45115,LDLF,167,9.47
Courtenay,45115,LREM,678,38.44
Courtenay,45115,LDVG,153,8.67
Courtenay,45115,LDIV,26,1.47
Fay-aux-Loges,45142,LREM,635,41.97
Fay-aux-Loges,45142,LSOC,156,10.31
Fay-aux-Loges,45142,LRDG,105,6.94
Fay-aux-Loges,45142,LDVC,8,0.53
Fay-aux-Loges,45142,LLR,609,40.25
Ferrières,45145,LMDM,14,0.89
Ferrières,45145,LUC,285,18.13
Ferrières,45145,LREM,344,21.88
Ferrières,45145,LRN,327,20.8
Ferrières,45145,LUDI,301,19.15
Ferrières,45145,LLR,301,19.15
La Ferté-Saint-Aubin,45146,LFI,807,24.04
La Ferté-Saint-Aubin,45146,LDIV,8,0.24
La Ferté-Saint-Aubin,45146,LDLF,278,8.28
La Ferté-Saint-Aubin,45146,LMDM,40,1.19
La Ferté-Saint-Aubin,45146,LUC,1067,31.78
La Ferté-Saint-Aubin,45146,LREG,52,1.55
La Ferté-Saint-Aubin,45146,LUC,1105,32.92
Fleury-les-Aubrais,45147,LDIV,48,0.62
Fleury-les-Aubrais,45147,LRDG,538,6.9
Fleury-les-Aubrais,45147,LRN,3344,42.92
Fleury-les-Aubrais,45147,LDLF,852,10.93
Fleury-les-Aubrais,45147,LUC,3010,38.63
Gien,45155,LRN,4837,94.44
Gien,45155,LMDM,285,5.56
Ingré,45169,LDVD,801,19.72
Ingré,45169,LRN,3260,80.28
Jargeau,45173,LEXD,30,1.6
Jargeau,45173,LSOC,99,5.29
Jargeau,45173,LDVD,110,5.88
Jargeau,45173,LUC,409,21.87
Jargeau,45173,LRN,446,23.85
Jargeau,45173,LLR,381,20.37
Jargeau,45173,LUD,395,21.12
Le Malesherbois,45191,LREM,686,20.64
Le Malesherbois,45191,LRN,681,20.49
Le Malesherbois,45191,LVEC,162,4.87
Le Malesherbois,45191,LUC,633,19.04
Le Malesherbois,45191,LFI,496,14.92
Le Malesherbois,45191,LUC,666,20.04
Meung-sur-Loire,45203,LDVD,176,6.76
Meung-sur-Loire,45203,LFI,516,19.82
Meung-sur-Loire,45203,LMDM,32,1.23
Meung-sur-Loire,45203,LDVD,190,7.3
Meung-sur-Loire,45203,LREM,751,28.85
Meung-sur-Loire,45203,LDVD,182,6.99
Meung-sur-Loire,45203,LRN,756,29.04
Montargis,45208,LUC,935,20.99
Montargis,45208,LDLF,282,6.33
Montargis,45208,LRN,1044,23.43
Montargis,45208,LVEC,256,5.75
Montargis,45208,LREM,1042,23.39
Montargis,45208,LLR,896,20.11
Neuville-aux-Bois,45224,LDIV,3,0.15
Neuville-aux-Bois,45224,LMDM,35,1.76
Neuville-aux-Bois,45224,LREM,678,34.09
Neuville-aux-Bois,45224,LFI,491,24.69
Neuville-aux-Bois,45224,LUD,600,30.17
Neuville-aux-Bois,45224,LDVC,6,0.3
Neuville-aux-Bois,45224,LSOC,176,8.85
Olivet,45232,LUC,1984,21.98
Olivet,45232,LDVD,550,6.09
Olivet,45232,LDVC,49,0.54
Olivet,45232,LUC,1970,21.83
Olivet,45232,LLR,1989,22.04
Olivet,45232,LUDI,1980,21.94
Olivet,45232,LSOC,503,5.57
Orléans,45234,LREM,27525,71.05
Orléans,45234,LSOC,6808,17.57
Orléans,45234,LRDG,4405,11.37
Ormes,45235,LFI,338,18.37
Ormes,45235,LSOC,118,6.41
Ormes,45235,LFI,327,17.77
Ormes,45235,LRDG,64,3.48
Ormes,45235,LRN,470,25.54
Ormes,45235,LUDI,417,22.66
Ormes,45235,LDVG,106,5.76
Pannes,45247,LUC,1257,79.11
Pannes,45247,LVEC,332,20.89
Pithiviers,45252,LDVD,272,10.25
Pithiviers,45252,LUG,261,9.84
Pithiviers,45252,LRN,1042,39.28
Pithiviers,45252,LECO,12,0.45
Pithiviers,45252,LREG,41,1.55
Pithiviers,45252,LREM,990,37.32
Pithiviers,45252,LECO,35,1.32
Saint-Denis-en-Val,45274,LUG,406,10.67
Saint-Denis-en-Val,45274,LUC,1490,39.16
Saint-Denis-en-Val,45274,LUC,1526,40.11
Saint-Denis-en-Val,45274,LDVD,383,10.07
Saint-Jean-de-Braye,45284,LLR,2346,29.28
Saint-Jean-de-Braye,45284,LDVD,680,8.49
Saint-Jean-de-Braye,45284,LRN,2591,32.34
Saint-Jean-de-Braye,45284,LUD,2394,29.88
Saint-Jean-de-la-Ruelle,45285,LRN,2630,42.3
Saint-Jean-de-la-Ruelle,45285,LLR,2308,37.12
Saint-Jean-de-la-Ruelle,45285,LDVD,667,10.73
Saint-Jean-de-la-Ruelle,45285,LSOC,613,9.86
Saint-Jean-le-Blanc,45286,LRN,2834,78.96
Saint-Jean-le-Blanc,45286,LDVD,755,21.04
Saint-Pryvé-Saint-Mesmin,45298,LDVC,10,0.4
Saint-Pryvé-Saint-Mesmin,45298,LREM,858,34.28
Saint-Pryvé-Saint-Mesmin,45298,LRN,865,34.56
Saint-Pryvé-Saint-Mesmin,45298,LDVG,198,7.91
Saint-Pryvé-Saint-Mesmin,45298,LFI,572,22.85
Sandillon,45300,LLR,969,48.38
Sandillon,45300,LDVC,12,0.6
Sandillon,45300,LRN,1022,51.02
Saran,45302,LLR,2021,29.92
Saran,45302,LUC,2006,29.7
Saran,45302,LDVD,557,8.25
Saran,45302,LRN,2171,32.14
Sully-sur-Loire,45315,LUC,635,29.41
Sully-sur-Loire,45315,LREM,691,32.01
Sully-sur-Loire,45315,LUD,627,29.04
Sully-sur-Loire,45315,LDVG,206,9.54
Villemandeur,45338,LUD,759,25.33
Villemandeur,45338,LDLF,223,7.44
Villemandeur,45338,LCOM,49,1.64
Villemandeur,45338,LRN,873,29.14
Villemandeur,45338,LDVG,205,6.84
Villemandeur,45338,LREM,887,29.61
Amilly,45004,LDVG,859,16.05
Amilly,45004,LDIV,36,0.67
Amilly,45004,LRN,3627,67.76
Amilly,45004,LUG,831,15.52
Beaugency,45028,LUC,1631,47.96
Beaugency,45028,LRN,1770,52.04
Briare,45053,LEXG,23,0.95
Briare,45053,LUC,707,29.07
Briare,45053,LREM,773,31.78
Briare,45053,LSOC,211,8.68
Briare,45053,LLR,718,29.52
Chaingy,45067,LSOC,216,11.82
Chaingy,45067,LECO,12,0.66
Chaingy,45067,LREM,806,44.12
Chaingy,45067,LRN,784,42.91
Chaingy,45067,LEXG,9,0.49
Châlette-sur-Loing,45068,LREM,905,19.65
Châlette-sur-Loing,45068,LUC,803,17.43
Châlette-sur-Loing,45068,LUDI,777,16.87
Châlette-sur-Loing,45068,LUC,779,16.91
Châlette-sur-Loing,45068,LDLF,215,4.67
Châlette-sur-Loing,45068,LDVD,233,5.06
Châlette-sur-Loing,45068,LRN,894,19.41
La Chapelle-Saint-Mesmin,45075,LSOC,323,7.6
La Chapelle-Saint-Mesmin,45075,LRN,1326,31.19
La Chapelle-Saint-Mesmin,45075,LUC,1221,28.72
La Chapelle-Saint-Mesmin,45075,LMDM,65,1.53
La Chapelle-Saint-Mesmin,45075,LREM,1317,30.97
Châteauneuf-sur-Loire,45082,LLR,1656,47.23
Châteauneuf-sur-Loire,45082,LDVC,14,0.4
Châteauneuf-sur-Loire,45082,LREM,1836,52.37
Chécy,45089,LUD,1682,44.45
Chécy,45089,LLR,1648,43.55
Chécy,45089,LDVD,454,12.0
Courtenay,45115,LVEC,163,9.24
Courtenay,45115,LUDI,577,32.71
Courtenay,45115,LDLF,167,9.47
Courtenay,45115,LREM,678,38.44
Courtenay,45115,LDVG,153,8.67
Courtenay,45115,LDIV,26,1.47
Fay-aux-Loges,45142,LREM,635,41.97
Fay-aux-Loges,45142,LSOC,156,10.31
Fay-aux-Loges,45142,LRDG,105,6.94
Fay-aux-Loges,45142,LDVC,8,0.53
Fay-aux-Loges,45142,LLR,609,40.25
Ferrières,45145,LMDM,14,0.89
Ferrières,45145,LUC,285,18.13
Ferrières,45145,LREM,344,21.88
Ferrières,45145,LRN,327,20.8
Ferrières,45145,LUDI,301,19.15
Ferrières,45145,LLR,301,19.15
La Ferté-Saint-Aubin,45146,LFI,807,24.04
La Ferté-Saint-Aubin,45146,LDIV,8,0.24
La Ferté-Saint-Aubin,45146,LDLF,278,8.28
La Ferté-Saint-Aubin,45146,LMDM,40,1.19
La Ferté-Saint-Aubin,45146,LUC,1067,31.78
La Ferté-Saint-Aubin,45146,LREG,52,1.55
La Ferté-Saint-Aubin,45146,LUC,1105,32.92
Fleury-les-Aubrais,45147,LDIV,48,0.62
Fleury-les-Aubrais,45147,LRDG,538,6.9
Fleury-les-Aubrais,45147,LRN,3344,42.92
Fleury-les-Aubrais,45147,LDLF,852,10.93
Fleury-les-Aubrais,45147,LUC,3010,38.63
Gien,45155,LRN,4837,94.44
Gien,45155,LMDM,285,5.56
Ingré,45169,LDVD,801,19.72
Ingré,45169,LRN,3260,80.28
Jargeau,45173,LEXD,30,1.6
Jargeau,45173,LSOC,99,5.29
Jargeau,45173,LDVD,110,5.88
Jargeau,45173,LUC,409,21.87
Jargeau,45173,LRN,446,23.85
Jargeau,45173,LLR,381,20.37
Jargeau,45173,LUD,395,21.12
Le Malesherbois,45191,LREM,686,20.64
Le Malesherbois,45191,LRN,681,20.49
Le Malesherbois,45191,LVEC,162,4.87
Le Malesherbois,45191,LUC,633,19.04
Le Malesherbois,45191,LFI,496,14.92
Le Malesherbois,45191,LUC,666,20.04
Meung-sur-Loire,45203,LDVD,176,6.76
Meung-sur-Loire,45203,LFI,516,19.82
Meung-sur-Loire,45203,LMDM,32,1.23
Meung-sur-Loire,45203,LDVD,190,7.3
Meung-sur-Loire,45203,LREM,751,28.85
Meung-sur-Loire,45203,LDVD,182,6.99
Meung-sur-Loire,45203,LRN,756,29.04
Montargis,45208,LUC,935,20.99
Montargis,45208,LDLF,282,6.33
Montargis,45208,LRN,1044,23.43
Montargis,45208,LVEC,256,5.75
Montargis,45208,LREM,1042,23.39
Montargis,45208,LLR,896,20.11
Neuville-aux-Bois,45224,LDIV,3,0.15
Neuville-aux-Bois,45224,LMDM,35,1.76
Neuville-aux-Bois,45224,LREM,678,34.09
Neuville-aux-Bois,45224,LFI,491,24.69
Neuville-aux-Bois,45224,LUD,600,30.17
Neuville-aux-Bois,45224,LDVC,6,0.3
Neuville-aux-Bois,45224,LSOC,176,8.85
Olivet,45232,LUC,1984,21.98
Olivet,45232,LDVD,550,6.09
Olivet,45232,LDVC,49,0.54
Olivet,45232,LUC,1970,21.83
Olivet,45232,LLR,1989,22.04
Olivet,45232,LUDI,1980,21.94
Olivet,45232,LSOC,503,5.57
Orléans,45234,LREM,27525,71.05
Orléans,45234,LSOC,6808,17.57
Orléans,45234,LRDG,4405,11.37
Ormes,45235,LFI,338,18.37
Ormes,45235,LSOC,118,6.41
Ormes,45235,LFI,327,17.77
Ormes,45235,LRDG,64,3.48
Ormes,45235,LRN,470,25.54
Ormes,45235,LUDI,417,22.66
Ormes,45235,LDVG,106,5.76
Pannes,45247,LUC,1257,79.11
Pannes,45247,LVEC,332,20.89
Pithiviers,45252,LDVD,272,10.25
Pithiviers,45252,LUG,261,9.84
Pithiviers,45252,LRN,1042,39.28
Pithiviers,45252,LECO,12,0.45
Pithiviers,45252,LREG,41,1.55
Pithiviers,45252,LREM,990,37.32
Pithiviers,45252,LECO,35,1.32
Saint-Denis-en-Val,45274,LUG,406,10.67
Saint-Denis-en-Val,45274,LUC,1490,39.16
Saint-Denis-en-Val,45274,LUC,1526,40.11
Saint-Denis-en-Val,45274,LDVD,383,10.07
Saint-Jean-de-Braye,45284,LLR,2346,29.28
Saint-Jean-de-Braye,45284,LDVD,680,8.49
Saint-Jean-de-Braye,45284,LRN,2591,32.34
Saint-Jean-de-Braye,45284,LUD,2394,29.88
Saint-Jean-de-la-Ruelle,45285,LRN,2630,42.3
Saint-Jean-de-la-Ruelle,45285,LLR,2308,37.12
Saint-Jean-de-la-Ruelle,45285,LDVD,667,10.73
Saint-Jean-de-la-Ruelle,45285,LSOC,613,9.86
Saint-Jean-le-Blanc,45286,LRN,2834,78.96
Saint-Jean-le-Blanc,45286,LDVD,755,21.04
Saint-Pryvé-Saint-Mesmin,45298,LDVC,10,0.4
Saint-Pryvé-Saint-Mesmin,45298,LREM,858,34.28
Saint-Pryvé-Saint-Mesmin,45298,LRN,865,34.56
Saint-Pryvé-Saint-Mesmin,45298,LDVG,198,7.91
Saint-Pryvé-Saint-Mesmin,45298,LFI,572,22.85
Sandillon,45300,LLR,969,48.38
Sandillon,45300,LDVC,12,0.6
Sandillon,45300,LRN,1022,51.02
Saran,45302,LLR,2021,29.92
Saran,45302,LUC,2006,29.7
Saran,45302,LDVD,557,8.25
Saran,45302,LRN,2171,32.14
Sully-sur-Loire,45315,LUC,635,29.41
Sully-sur-Loire,45315,LREM,691,32.01
Sully-sur-Loire,45315,LUD,627,29.04
Sully-sur-Loire,45315,LDVG,206,9.54
Villemandeur,45338,LUD,759,25.33
Villemandeur,45338,LDLF,223,7.44
Villemandeur,45338,LCOM,49,1.64
Villemandeur,45338,LRN,873,29.14
Villemandeur,45338,LDVG,205,6.84
Villemandeur,45338,LREM,887,29.61
Amilly,45004,LDVG,859,16.05
Amilly,45004,LDIV,36,0.67
Amilly,45004,LRN,3627,67.76
Amilly,45004,LUG,831,15.52
Beaugency,45028,LUC,1631,47.96
Beaugency,45028,LRN,1770,52.04
Briare,45053,LEXG,23,0.95
Briare,45053,LUC,707,29.07
Briare,45053,LREM,773,31.78
Briare,45053,LSOC,211,8.68
Briare,45053,LLR,718,29.52
Chaingy,45067,LSOC,216,11.82
Chaingy,45067,LECO,12,0.66
Chaingy,45067,LREM,806,44.12
Chaingy,45067,LRN,784,42.91
Chaingy,45067,LEXG,9,0.49
Châlette-sur-Loing,45068,LREM,905,19.65
Châlette-sur-Loing,45068,LUC,803,17.43
Châlette-sur-Loing,45068,LUDI,777,16.87
Châlette-sur-Loing,45068,LUC,779,16.91
Châlette-sur-Loing,45068,LDLF,215,4.67
Châlette-sur-Loing,45068,LDVD,233,5.06
Châlette-sur-Loing,45068,LRN,894,19.41
La Chapelle-Saint-Mesmin,45075,LSOC,323,7.6
La Chapelle-Saint-Mesmin,45075,LRN,1326,31.19
La Chapelle-Saint-Mesmin,45075,LUC,1221,28.72
La Chapelle-Saint-Mesmin,45075,LMDM,65,1.53
La Chapelle-Saint-Mesmin,45075,LREM,1317,30.97
Châteauneuf-sur-Loire,45082,LLR,1656,47.23
Châteauneuf-sur-Loire,45082,LDVC,14,0.4
Châteauneuf-sur-Loire,45082,LREM,1836,52.37
Chécy,45089,LUD,1682,44.45
Chécy,45089,LLR,1648,43.55
Chécy,45089,LDVD,454,12.0
Courtenay,45115,LVEC,163,9.24
Courtenay,45115,LUDI,577,32.71
Courtenay,45115,LDLF,167,9.47
Courtenay,45115,LREM,678,38.44
Courtenay,45115,LDVG,153,8.67
Courtenay,45115,LDIV,26,1.47
Fay-aux-Loges,45142,LREM,635,41.97
Fay-aux-Loges,45142,LSOC,156,10.31
Fay-aux-Loges,45142,LRDG,105,6.94
Fay-aux-Loges,45142,LDVC,8,0.53
Fay-aux-Loges,45142,LLR,609,40.25
Ferrières,45145,LMDM,14,0.89
Ferrières,45145,LUC,285,18.13
Ferrières,45145,LREM,344,21.88
Ferrières,45145,LRN,327,20.8
Ferrières,45145,LUDI,301,19.15
Ferrières,45145,LLR,301,19.15
La Ferté-Saint-Aubin,45146,LFI,807,24.04
La Ferté-Saint-Aubin,45146,LDIV,8,0.24
La Ferté-Saint-Aubin,45146,LDLF,278,8.28
La Ferté-Saint-Aubin,45146,LMDM,40,1.19
La Ferté-Saint-Aubin,45146,LUC,1067,31.78
La Ferté-Saint-Aubin,45146,LREG,52,1.55
La Ferté-Saint-Aubin,45146,LUC,1105,32.92
Fleury-les-Aubrais,45147,LDIV,48,0.62
Fleury-les-Aubrais,45147,LRDG,538,6.9
Fleury-les-Aubrais,45147,LRN,3344,42.92
Fleury-les-Aubrais,45147,LDLF,852,10.93
Fleury-les-Aubrais,45147,LUC,3010,38.63
Gien,45155,LRN,4837,94.44
Gien,45155,LMDM,285,5.56
Ingré,45169,LDVD,801,19.72
Ingré,45169,LRN,3260,80.28
Jargeau,45173,LEXD,30,1.6
Jargeau,45173,LSOC,99,5.29
Jargeau,45173,LDVD,110,5.88
Jargeau,45173,LUC,409,21.87
Jargeau,45173,LRN,446,23.85
Jargeau,45173,LLR,381,20.37
Jargeau,45173,LUD,395,21.12
Le Malesherbois,45191,LREM,686,20.64
Le Malesherbois,45191,LRN,681,20.49
Le Malesherbois,45191,LVEC,162,4.87
Le Malesherbois,45191,LUC,633,19.04
Le Malesherbois,45191,LFI,496,14.92
Le Malesherbois,45191,LUC,666,20.04
Meung-sur-Loire,45203,LDVD,176,6.76
Meung-sur-Loire,45203,LFI,516,19.82
Meung-sur-Loire,45203,LMDM,32,1.23
Meung-sur-Loire,45203,LDVD,190,7.3
Meung-sur-Loire,45203,LREM,751,28.85
Meung-sur-Loire,45203,LDVD,182,6.99
Meung-sur-Loire,45203,LRN,756,29.04
Montargis,45208,LUC,935,20.99
Montargis,45208,LDLF,282,6.33
Montargis,45208,LRN,1044,23.43
Montargis,45208,LVEC,256,5.75
Montargis,45208,LREM,1042,23.39
Montargis,45208,LLR,896,20.11
Neuville-aux-Bois,45224,LDIV,3,0.15
Neuville-aux-Bois,45224,LMDM,35,1.76
Neuville-aux-Bois,45224,LREM,678,34.09
Neuville-aux-Bois,45224,LFI,491,24.69
Neuville-aux-Bois,45224,LUD,600,30.17
Neuville-aux-Bois,45224,LDVC,6,0.3
Neuville-aux-Bois,45224,LSOC,176,8.85
Olivet,45232,LUC,1984,21.98
Olivet,45232,LDVD,550,6.09
Olivet,45232,LDVC,49,0.54
Olivet,45232,LUC,1970,21.83
Olivet,45232,LLR,1989,22.04
Olivet,45232,LUDI,1980,21.94
Olivet,45232,LSOC,503,5.57
Orléans,45234,LREM,27525,71.05
Orléans,45234,LSOC,6808,17.57
Orléans,45234,LRDG,4405,11.37
Ormes,45235,LFI,338,18.37
Ormes,45235,LSOC,118,6.41
Ormes,45235,LFI,327,17.77
Ormes,45235,LRDG,64,3.48
Ormes,45235,LRN,470,25.54
Ormes,45235,LUDI,417,22.66
Ormes,45235,LDVG,106,5.76
Pannes,45247,LUC,1257,79.11
Pannes,45247,LVEC,332,20.89
Pithiviers,45252,LDVD,272,10.25
Pithiviers,45252,LUG,261,9.84
Pithiviers,45252,LRN,1042,39.28
Pithiviers,45252,LECO,12,0.45
Pithiviers,45252,LREG,41,1.55
Pithiviers,45252,LREM,990,37.32
Pithiviers,45252,LECO,35,1.32
Saint-Denis-en-Val,45274,LUG,406,10.67
Saint-Denis-en-Val,45274,LUC,1490,39.16
Saint-Denis-en-Val,45274,LUC,1526,40.11
Saint-Denis-en-Val,45274,LDVD,383,10.07
Saint-Jean-de-Braye,45284,LLR,2346,29.28
Saint-Jean-de-Braye,45284,LDVD,680,8.49
Saint-Jean-de-Braye,45284,LRN,2591,32.34
Saint-Jean-de-Braye,45284,LUD,2394,29.88
Saint-Jean-de-la-Ruelle,45285,LRN,2630,42.3
Saint-Jean-de-la-Ruelle,45285,LLR,2308,37.12
Saint-Jean-de-la-Ruelle,45285,LDVD,667,10.73
Saint-Jean-de-la-Ruelle,45285,LSOC,613,9.86
Saint-Jean-le-Blanc,45286,LRN,2834,78.96
Saint-Jean-le-Blanc,45286,LDVD,755,21.04
Saint-Pryvé-Saint-Mesmin,45298,LDVC,10,0.4
Saint-Pryvé-Saint-Mesmin,45298,LREM,858,34.28
Saint-Pryvé-Saint-Mesmin,45298,LRN,865,34.56
Saint-Pryvé-Saint-Mesmin,45298,LDVG,198,7.91
Saint-Pryvé-Saint-Mesmin,45298,LFI,572,22.85
Sandillon,45300,LLR,969,48.38
Sandillon,45300,LDVC,12,0.6
Sandillon,45300,LRN,1022,51.02
Saran,45302,LLR,2021,29.92
Saran,45302,LUC,2006,29.7
Saran,45302,LDVD,557,8.25
Saran,45302,LRN,2171,32.14
Sully-sur-Loire,45315,LUC,635,29.41
Sully-sur-Loire,45315,LREM,691,32.01
Sully-sur-Loire,45315,LUD,627,29.04
Sully-sur-Loire,45315,LDVG,206,9.54
Villemandeur,45338,LUD,759,25.33
Villemandeur,45338,LDLF,223,7.44
Villemandeur,45338,LCOM,49,1.64
Villemandeur,45338,LRN,873,29.14
Villemandeur,45338,LDVG,205,6.84
Villemandeur,45338,LREM,887,29.61
Cahors,46042,LFI,3522,41.13
Cahors,46042,LUC,2517,29.39
Cahors,46042,LUC,2525,29.48
Figeac,46102,LDVG,3101,73.59
Figeac,46102,LREG,1113,26.41
Gourdon,46127,LREG,98,4.69
Gourdon,46127,LECO,17,0.81
Gourdon,46127,LUC,554,26.51
Gourdon,46127,LLR,596,28.52
Gourdon,46127,LRN,563,26.94
Gourdon,46127,LSOC,262,12.54
Gramat,46128,LRN,334,20.52
Gramat,46128,LLR,361,22.17
Gramat,46128,LUC,350,21.5
Gramat,46128,LREM,583,35.81
Cahors,46042,LFI,3522,41.13
Cahors,46042,LUC,2517,29.39
Cahors,46042,LUC,2525,29.48
Figeac,46102,LDVG,3101,73.59
Figeac,46102,LREG,1113,26.41
Gourdon,46127,LREG,98,4.69
Gourdon,46127,LECO,17,0.81
Gourdon,46127,LUC,554,26.51
Gourdon,46127,LLR,596,28.52
Gourdon,46127,LRN,563,26.94
Gourdon,46127,LSOC,262,12.54
Gramat,46128,LRN,334,20.52
Gramat,46128,LLR,361,22.17
Gramat,46128,LUC,350,21.5
Gramat,46128,LREM,583,35.81
Cahors,46042,LFI,3522,41.13
Cahors,46042,LUC,2517,29.39
Cahors,46042,LUC,2525,29.48
Figeac,46102,LDVG,3101,73.59
Figeac,46102,LREG,1113,26.41
Gourdon,46127,LREG,98,4.69
Gourdon,46127,LECO,17,0.81
Gourdon,46127,LUC,554,26.51
Gourdon,46127,LLR,596,28.52
Gourdon,46127,LRN,563,26.94
Gourdon,46127,LSOC,262,12.54
Gramat,46128,LRN,334,20.52
Gramat,46128,LLR,361,22.17
Gramat,46128,LUC,350,21.5
Gramat,46128,LREM,583,35.81
Cahors,46042,LFI,3522,41.13
Cahors,46042,LUC,2517,29.39
Cahors,46042,LUC,2525,29.48
Figeac,46102,LDVG,3101,73.59
Figeac,46102,LREG,1113,26.41
Gourdon,46127,LREG,98,4.69
Gourdon,46127,LECO,17,0.81
Gourdon,46127,LUC,554,26.51
Gourdon,46127,LLR,596,28.52
Gourdon,46127,LRN,563,26.94
Gourdon,46127,LSOC,262,12.54
Gramat,46128,LRN,334,20.52
Gramat,46128,LLR,361,22.17
Gramat,46128,LUC,350,21.5
Gramat,46128,LREM,583,35.81
Agen,47001,LREM,5685,52.77
Agen,47001,LUC,5088,47.23
Aiguillon,47004,LECO,14,0.8
Aiguillon,47004,LEXG,22,1.25
Aiguillon,47004,LMDM,49,2.8
Aiguillon,47004,LDVG,272,15.52
Aiguillon,47004,LDVD,237,13.52
Aiguillon,47004,LUDI,895,51.06
Aiguillon,47004,LSOC,264,15.06
Boé,47031,LSOC,241,9.14
Boé,47031,LVEC,244,9.26
Boé,47031,LECO,2,0.08
Boé,47031,LREM,913,34.64
Boé,47031,LRDG,195,7.4
Boé,47031,LRN,1041,39.49
Bon-Encontre,47032,LLR,1458,47.68
Bon-Encontre,47032,LREM,1600,52.32
Casteljaloux,47052,LLR,1075,46.72
Casteljaloux,47052,LREM,1199,52.11
Casteljaloux,47052,LMDM,27,1.17
Foulayronnes,47100,LDVG,607,23.21
Foulayronnes,47100,LLR,1938,74.11
Foulayronnes,47100,LMDM,70,2.68
Fumel,47106,LMDM,89,3.92
Fumel,47106,LREM,2179,96.08
Layrac,47145,LUDI,774,41.73
Layrac,47145,LRN,1081,58.27
Marmande,47157,LREM,1910,24.91
Marmande,47157,LDVC,31,0.4
Marmande,47157,LEXD,94,1.23
Marmande,47157,LRN,2319,30.25
Marmande,47157,LECO,47,0.61
Marmande,47157,LLR,1682,21.94
Marmande,47157,LUC,1584,20.66
Nérac,47195,LEXD,51,1.53
Nérac,47195,LDIV,12,0.36
Nérac,47195,LUC,749,22.47
Nérac,47195,LRN,1020,30.59
Nérac,47195,LUDI,749,22.47
Nérac,47195,LLR,753,22.59
Le Passage,47201,LMDM,151,3.61
Le Passage,47201,LSOC,940,22.49
Le Passage,47201,LUDI,3088,73.89
Pont-du-Casse,47209,LDIV,12,0.57
Pont-du-Casse,47209,LSOC,439,20.87
Pont-du-Casse,47209,LDVC,2,0.1
Pont-du-Casse,47209,LREM,1650,78.46
Pujols,47215,LUC,431,23.54
Pujols,47215,LUC,439,23.98
Pujols,47215,LFI,448,24.47
Pujols,47215,LREM,480,26.22
Pujols,47215,LECO,33,1.8
Sainte-Livrade-sur-Lot,47252,LUC,448,17.27
Sainte-Livrade-sur-Lot,47252,LREM,530,20.43
Sainte-Livrade-sur-Lot,47252,LVEC,136,5.24
Sainte-Livrade-sur-Lot,47252,LRN,595,22.94
Sainte-Livrade-sur-Lot,47252,LMDM,16,0.62
Sainte-Livrade-sur-Lot,47252,LUC,444,17.12
Sainte-Livrade-sur-Lot,47252,LUDI,425,16.38
Tonneins,47310,LDVD,349,9.08
Tonneins,47310,LDVG,414,10.78
Tonneins,47310,LDVC,20,0.52
Tonneins,47310,LRN,1751,45.58
Tonneins,47310,LUC,1308,34.04
Villeneuve-sur-Lot,47323,LFI,3351,32.91
Villeneuve-sur-Lot,47323,LLR,3199,31.42
Villeneuve-sur-Lot,47323,LREM,3633,35.68
Agen,47001,LREM,5685,52.77
Agen,47001,LUC,5088,47.23
Aiguillon,47004,LECO,14,0.8
Aiguillon,47004,LEXG,22,1.25
Aiguillon,47004,LMDM,49,2.8
Aiguillon,47004,LDVG,272,15.52
Aiguillon,47004,LDVD,237,13.52
Aiguillon,47004,LUDI,895,51.06
Aiguillon,47004,LSOC,264,15.06
Boé,47031,LSOC,241,9.14
Boé,47031,LVEC,244,9.26
Boé,47031,LECO,2,0.08
Boé,47031,LREM,913,34.64
Boé,47031,LRDG,195,7.4
Boé,47031,LRN,1041,39.49
Bon-Encontre,47032,LLR,1458,47.68
Bon-Encontre,47032,LREM,1600,52.32
Casteljaloux,47052,LLR,1075,46.72
Casteljaloux,47052,LREM,1199,52.11
Casteljaloux,47052,LMDM,27,1.17
Foulayronnes,47100,LDVG,607,23.21
Foulayronnes,47100,LLR,1938,74.11
Foulayronnes,47100,LMDM,70,2.68
Fumel,47106,LMDM,89,3.92
Fumel,47106,LREM,2179,96.08
Layrac,47145,LUDI,774,41.73
Layrac,47145,LRN,1081,58.27
Marmande,47157,LREM,1910,24.91
Marmande,47157,LDVC,31,0.4
Marmande,47157,LEXD,94,1.23
Marmande,47157,LRN,2319,30.25
Marmande,47157,LECO,47,0.61
Marmande,47157,LLR,1682,21.94
Marmande,47157,LUC,1584,20.66
Nérac,47195,LEXD,51,1.53
Nérac,47195,LDIV,12,0.36
Nérac,47195,LUC,749,22.47
