LibSubCom,code_commune,longitude,latitude,Inscrits,Abstentions,Votants,Blancs,Nuls,Exprimes,entete,nb_voix,url_libe
Parves et Nattages,01286,5.7414,45.7352,777,233,544,14,8,522,CHAPUIS,317,
Chamousset,73068,6.208,45.5618,459,141,318,13,6,299,CHAPUIS,201,
La Bastidonne,84010,5.5803,43.6928,698,231,467,21,10,436,CHAPUIS,226,
Pont-de-Barret,26249,4.9965,44.5854,533,172,361,12,8,341,CHAPUIS,225,
Bruley,54102,5.8543,48.7137,536,164,372,12,10,350,CHAPUIS,208,
Courtillers,72106,-0.312,47.8037,731,211,520,20,11,489,CHAPUIS,301,
Montaigu,02498,3.8364,49.5468,557,176,381,19,6,356,BAVÉLÈRE,200,
Quédillac,35234,-2.1471,48.2369,893,248,645,14,13,618,CHAPUIS,480,
Sommery,76678,1.4536,49.6424,575,167,408,17,11,380,CHAPUIS,226,
Val-de-Bonnieure,16300,0.2919,45.8423,933,265,668,23,8,637,CHAPUIS,398,
Le Puy-Notre-Dame,49253,-0.2293,47.1121,838,230,608,6,9,593,CHAPUIS,435,
Villossanges,63460,2.6516,45.9182,296,90,206,4,3,199,CHAPUIS,153,
Sainte-Sève,29265,-3.8887,48.5593,790,219,571,12,9,550,CHAPUIS,421,
Berles-Monchel,62113,2.5251,50.3468,389,115,274,8,3,263,CHAPUIS,135,
Châteauvilain,38091,5.3286,45.5172,580,176,404,9,9,386,CHAPUIS,245,
Alix,69004,4.6535,45.9145,476,128,348,8,5,335,CHAPUIS,232,
Allaines,80017,2.9335,49.9609,326,94,232,5,5,222,CHAPUIS,128,
Accons,07001,4.3885,44.8908,352,102,250,3,5,242,CHAPUIS,156,
Nayemont-les-Fosses,88320,7.0067,48.2943,725,204,521,14,10,497,CHAPUIS,265,
Dompierre-sur-Authie,80248,1.9273,50.303,351,108,243,4,5,234,CHAPUIS,117,
Larchamp,53126,-1.0016,48.3442,756,239,517,14,14,489,CHAPUIS,352,
Ségur-les-Villas,15225,2.823,45.2091,181,53,128,5,4,119,CHAPUIS,77,
Bazoches-lès-Bray,77025,3.1886,48.4058,648,218,430,8,12,410,CHAPUIS,256,
Rouvres-en-Plaine,21532,5.1334,47.2402,814,221,593,19,14,560,CHAPUIS,341,
Pontarmé,60505,2.557,49.1608,580,163,417,15,9,393,CHAPUIS,211,
Ableiges,95002,1.9777,49.0896,690,200,490,13,11,466,CHAPUIS,330,
Terminiers,28382,1.7401,48.0806,627,193,434,8,8,418,CHAPUIS,257,
Muids,27422,1.2741,49.2243,671,192,479,19,7,453,CHAPUIS,244,
Corzé,49110,-0.3731,47.5419,1350,418,932,29,25,878,CHAPUIS,610,
Marcq,78364,1.8222,48.8618,574,191,383,5,9,369,CHAPUIS,272,
Urschenheim,68345,7.4873,48.0821,590,199,391,19,7,365,CHAPUIS,223,
Velaines,55543,5.2965,48.6975,762,210,552,7,9,536,CHAPUIS,279,
Aramits,64029,-0.7342,43.1386,510,156,354,7,9,338,CHAPUIS,246,
Contest,53074,-0.697,48.2616,652,206,446,19,12,415,CHAPUIS,314,
Tamerville,50588,-1.4648,49.5427,501,145,356,16,10,330,CHAPUIS,231,
Saint-Plancard,31513,0.5628,43.1654,316,98,218,5,4,209,CHAPUIS,155,
Fossé,41091,1.2709,47.6338,921,242,679,27,12,640,CHAPUIS,391,
Villedubert,11422,2.4167,43.2322,299,85,214,4,4,206,CHAPUIS,105,
Sibiril,29276,-4.0708,48.6616,1007,310,697,7,16,674,CHAPUIS,513,
Mittelbergheim,67295,7.443,48.3943,563,179,384,5,5,374,CHAPUIS,248,
Surat,63424,3.2587,45.9406,442,126,316,6,5,305,CHAPUIS,215,
Breuil-Bois-Robert,78104,1.7141,48.9468,499,146,353,6,4,343,CHAPUIS,276,
Codolet,30084,4.7,44.1273,469,132,337,4,5,328,CHAPUIS,179,
L'Isle-Jourdain,86112,0.7001,46.24,771,203,568,9,13,546,CHAPUIS,369,
Homps,11172,2.7212,43.2661,436,136,300,13,5,282,CHAPUIS,148,
Burdignin,74050,6.4261,46.2272,562,160,402,14,9,379,CHAPUIS,252,
Saint-André-de-Boëge,74226,6.3848,46.1961,529,172,357,5,7,345,CHAPUIS,228,
Baboeuf,60037,3.0899,49.5813,358,111,247,12,3,232,CHAPUIS,116,
Deux-Chaises,03099,3.0461,46.374,313,99,214,7,4,203,CHAPUIS,126,
Oisseau,53170,-0.6752,48.3658,893,285,608,29,15,564,CHAPUIS,389,
Uzein,64549,-0.4393,43.3966,853,229,624,15,16,593,CHAPUIS,425,
Méricourt-l'Abbé,80530,2.5627,49.9481,475,135,340,5,6,329,CHAPUIS,190,
Loupiac,81149,1.7891,43.824,392,114,278,8,8,262,CHAPUIS,167,
Fauillet,47095,0.2882,44.4291,644,204,440,11,8,421,CHAPUIS,239,
Saint-Donan,22287,-2.8837,48.4662,1183,319,864,31,23,810,CHAPUIS,611,
Guerlesquin,29067,-3.5835,48.5306,1013,323,690,16,7,667,CHAPUIS,492,
Javerlhac-et-la-Chapelle-Saint-Robert,24214,0.5599,45.5603,676,202,474,17,10,447,CHAPUIS,271,
Brenthonne,74048,6.3919,46.2741,734,222,512,16,6,490,CHAPUIS,326,
Les Velluire-sur-Vendée,85177,-0.8981,46.4095,958,292,666,21,10,635,CHAPUIS,460,
Requeil,72252,0.1545,47.787,921,273,648,31,14,603,CHAPUIS,365,
Gueberschwihr,68111,7.2605,48.0088,665,179,486,18,6,462,CHAPUIS,280,
Parcoul-Chenaud,24316,0.0569,45.1962,614,173,441,9,10,422,CHAPUIS,272,
Allègre-les-Fumades,30008,4.2434,44.1937,693,192,501,8,6,487,CHAPUIS,262,
Thénezay,79326,-0.0429,46.7177,990,272,718,22,15,681,CHAPUIS,480,
Payzac,24320,1.2404,45.4174,710,203,507,13,12,482,CHAPUIS,322,
Noisseville,57510,6.2666,49.133,950,288,662,8,19,635,CHAPUIS,384,
Neuville-Vitasse,62611,2.8199,50.25,438,145,293,3,5,285,BAVÉLÈRE,156,
Peyrignac,24324,1.1974,45.1618,410,119,291,13,5,273,CHAPUIS,171,
Vieux-Reng,59618,4.0455,50.3226,515,142,373,17,4,352,CHAPUIS,210,
Flavignac,87066,1.0733,45.7108,849,288,561,7,12,542,CHAPUIS,376,
Saint-André-de-Najac,12210,2.0148,44.178,351,111,240,11,5,224,CHAPUIS,175,
Tracy-sur-Loire,58295,2.9194,47.331,717,189,528,12,15,501,CHAPUIS,307,
Melleray,72193,0.8096,48.093,355,112,243,5,3,235,CHAPUIS,146,
Plassay,17280,-0.7287,45.8254,587,197,390,19,6,365,CHAPUIS,241,
Rumigny,80690,2.2859,49.8063,485,134,351,13,8,330,CHAPUIS,173,
Salt-en-Donzy,42296,4.2852,45.7356,427,113,314,11,5,298,CHAPUIS,193,
Thénioux,18263,1.9482,47.2575,481,154,327,14,8,305,CHAPUIS,179,
Rumaucourt,62728,3.0634,50.2413,544,142,402,17,12,373,BAVÉLÈRE,189,
Saint-Maurice-sur-Fessard,45293,2.6149,47.9951,809,219,590,10,6,574,CHAPUIS,375,
Salaunes,33494,-0.8414,44.9314,771,260,511,22,10,479,CHAPUIS,327,
Saint-Clément-sous-Valsonne,69188,4.4633,45.9245,557,151,406,6,10,390,CHAPUIS,276,
Saint-Hilaire-Cusson-la-Valmitte,42235,4.0661,45.3663,271,91,180,8,4,168,CHAPUIS,105,
Servance-Miellin,70489,6.6957,47.8258,743,234,509,24,14,471,BAVÉLÈRE,240,
Tilly,78618,1.5747,48.8776,434,133,301,7,8,286,CHAPUIS,235,
Thury-sous-Clermont,60638,2.3266,49.3596,551,182,369,18,6,345,CHAPUIS,187,
Neuvireuil,62612,2.9154,50.3553,474,124,350,5,5,340,CHAPUIS,174,
La Chapelle-Janson,35062,-1.0957,48.3395,1035,320,715,23,16,676,CHAPUIS,538,
Sillé-le-Philippe,72335,0.3485,48.1064,815,216,599,9,7,583,CHAPUIS,357,
Troisfontaines,57680,7.1318,48.6752,1046,352,694,30,9,655,CHAPUIS,379,
Livry-Louvercy,51326,4.3102,49.115,828,217,611,10,10,591,CHAPUIS,347,
Saint-Pierre-de-Varennes,71468,4.5046,46.8423,657,220,437,7,6,424,CHAPUIS,253,
Willerwald,57746,7.0374,49.0202,1055,316,739,23,8,708,CHAPUIS,398,
La Gouesnière,35122,-1.8918,48.605,1450,425,1025,28,16,981,CHAPUIS,747,
Claveyson,26094,4.9464,45.1673,648,202,446,17,12,417,CHAPUIS,259,
Attignat-Oncin,73022,5.7709,45.5158,486,152,334,4,6,324,CHAPUIS,222,
Leucamp,15103,2.535,44.7867,224,64,160,8,5,147,CHAPUIS,105,
Saint-Sulpice,73281,5.853,45.566,668,193,475,21,8,446,CHAPUIS,282,
Monblanc,32261,0.9964,43.4625,301,79,222,5,6,211,CHAPUIS,136,
Sarreinsming,57633,7.1171,49.0934,974,301,673,27,19,627,CHAPUIS,367,
Saint-Hippolyte,25519,6.8116,47.3101,626,187,439,11,12,416,CHAPUIS,281,
Bourogne,90017,6.9157,47.5651,1113,344,769,9,16,744,CHAPUIS,437,
Moussages,15137,2.4656,45.2346,267,90,177,4,5,168,CHAPUIS,115,
Saint-Omer-en-Chaussée,60590,2.0005,49.5341,679,200,479,15,13,451,CHAPUIS,236,
Saint-Antonin-du-Var,83154,6.294,43.5032,643,201,442,22,10,410,BAVÉLÈRE,208,
Merfy,51362,3.9509,49.2856,492,162,330,10,4,316,CHAPUIS,184,
Suzoy,60625,2.9389,49.5833,412,122,290,14,6,270,CHAPUIS,147,
Saint-Mathieu,87168,0.7717,45.709,738,211,527,13,15,499,CHAPUIS,368,
Charroux,86061,0.4036,46.1373,792,212,580,20,15,545,CHAPUIS,378,
Vandoncourt,25586,6.908,47.461,666,197,469,9,11,449,CHAPUIS,294,
Algajola,2B010,8.8578,42.6054,300,102,198,9,5,184,BAVÉLÈRE,93,
Sainte-Croix-aux-Mines,68294,7.211,48.2604,1452,431,1021,34,22,965,CHAPUIS,578,
Nanteuil-en-Vallée,16242,0.333,46.0093,1015,297,718,16,15,687,CHAPUIS,443,
Les Haies,69097,4.7396,45.5129,669,222,447,16,8,423,CHAPUIS,317,
Trédion,56254,-2.5867,47.785,900,240,660,7,20,633,CHAPUIS,461,
Trébry,22345,-2.565,48.3468,567,186,381,13,5,363,CHAPUIS,279,
Rodemack,57588,6.2491,49.4586,861,232,629,16,15,598,CHAPUIS,346,
Chamigny,77078,3.1399,48.987,898,305,593,27,11,555,CHAPUIS,338,
Hon-Hergies,59310,3.8163,50.3371,449,126,323,16,8,299,CHAPUIS,162,
Poincy,77369,2.9252,48.9749,522,159,363,10,5,348,CHAPUIS,232,
La Brûlatte,53045,-0.9752,48.0924,480,139,341,4,7,330,CHAPUIS,250,
Roches-lès-Blamont,25497,6.8541,47.4125,505,132,373,17,11,345,CHAPUIS,232,
Uzemain,88484,6.3441,48.0972,896,303,593,27,15,551,CHAPUIS,292,
La Baume-de-Transit,26033,4.8692,44.3265,618,208,410,11,11,388,CHAPUIS,256,
Trégomeur,22356,-2.8814,48.5707,725,230,495,9,9,477,CHAPUIS,340,
Vouvant,85305,-0.7663,46.5621,635,200,435,16,9,410,CHAPUIS,271,
Nances,73184,5.7913,45.5872,408,131,277,11,7,259,CHAPUIS,160,
Dhuizon,41074,1.682,47.5883,950,262,688,10,9,669,CHAPUIS,425,
Féron,59229,4.0231,50.0512,425,143,282,12,6,264,CHAPUIS,160,
Poligny,77370,2.7502,48.2364,601,200,401,4,6,391,CHAPUIS,251,
Saint-Yaguen,40285,-0.74,43.8961,511,164,347,4,4,339,CHAPUIS,240,
Garde-Colombe,05053,5.7736,44.3614,483,142,341,9,10,322,CHAPUIS,209,
Boissy-le-Sec,91081,2.0913,48.4895,536,157,379,18,7,354,CHAPUIS,262,
Camarsac,33083,-0.3661,44.8267,803,240,563,25,13,525,CHAPUIS,357,
Saint-Genest-d'Ambière,86221,0.3563,46.8241,932,312,620,9,9,602,CHAPUIS,413,
Lignan-de-Bordeaux,33245,-0.4317,44.795,634,181,453,15,6,432,CHAPUIS,309,
Chavaniac-Lafayette,43067,3.5873,45.1569,248,80,168,7,3,158,CHAPUIS,105,
Mennetou-sur-Cher,41135,1.8692,47.2995,686,188,498,14,12,472,CHAPUIS,283,
Ussy-sur-Marne,77478,3.0862,48.967,755,242,513,11,10,492,CHAPUIS,319,
Saint-Paul-du-Bois,49310,-0.5419,47.0909,441,119,322,6,7,309,CHAPUIS,216,
Essertines-en-Donzy,42090,4.3377,45.7585,363,119,244,8,4,232,CHAPUIS,138,
Hescamps,80436,1.8751,49.7296,428,141,287,8,4,275,CHAPUIS,155,
Rancé,01318,4.868,45.9701,538,143,395,8,11,376,CHAPUIS,218,
Luriecq,42126,4.0732,45.4557,908,252,656,20,19,617,CHAPUIS,391,
Oulchy-le-Château,02580,3.3884,49.2037,504,171,333,11,4,318,BAVÉLÈRE,171,
Claville,27161,1.0107,49.0513,868,241,627,30,10,587,CHAPUIS,307,
Bodilis,29010,-4.1178,48.5158,992,311,681,19,19,643,CHAPUIS,508,
Le Plessis-Grohan,27464,1.1281,48.9374,658,189,469,5,9,455,CHAPUIS,249,
Brannay,89054,3.1246,48.2322,566,156,410,19,5,386,CHAPUIS,223,
Matigny,80519,3.0105,49.7958,391,102,289,11,4,274,CHAPUIS,147,
Sand,67433,7.6267,48.3748,1056,304,752,24,11,717,CHAPUIS,440,
Crillon-le-Brave,84041,5.1463,44.1208,453,136,317,11,8,298,CHAPUIS,149,
Villeconin,91662,2.1256,48.4979,611,161,450,11,8,431,CHAPUIS,328,
Ayherre,64086,-1.2521,43.3733,852,261,591,20,9,562,CHAPUIS,413,
Neaux,42153,4.1694,45.9596,367,115,252,10,3,239,CHAPUIS,158,
Lus-la-Croix-Haute,26168,5.7314,44.6812,475,137,338,4,4,330,CHAPUIS,214,
Vins-sur-Caramy,83151,6.1517,43.4295,648,172,476,7,14,455,CHAPUIS,245,
Rohrwiller,67407,7.8986,48.7481,1441,427,1014,24,15,975,CHAPUIS,619,
Vindelle,16415,0.1092,45.7234,837,226,611,27,14,570,CHAPUIS,377,
Marville-Moutiers-Brûlé,28239,1.3765,48.6772,693,202,491,19,13,459,CHAPUIS,279,
Saint-Vaast-en-Chaussée,80722,2.196,49.9679,390,123,267,5,7,255,CHAPUIS,148,
Santenay,21582,4.696,46.9138,566,156,410,17,5,388,CHAPUIS,249,
Schirrhein,67449,7.9217,48.7946,1946,605,1341,18,16,1307,CHAPUIS,841,
Mosnac-Saint-Simeux,16233,-0.0146,45.6142,762,243,519,12,12,495,CHAPUIS,335,
Saint-Jean-et-Saint-Paul,12232,3.0336,43.9291,273,86,187,3,6,178,CHAPUIS,125,
Boisleux-au-Mont,62151,2.7787,50.2115,415,137,278,10,3,265,BAVÉLÈRE,141,
Triaize,85297,-1.2037,46.3716,754,201,553,11,7,535,CHAPUIS,385,
Gimel-les-Cascades,19085,1.8395,45.3002,651,213,438,5,10,423,CHAPUIS,313,
La Chapelle-du-Noyer,28075,1.3141,48.0449,802,227,575,17,8,550,CHAPUIS,334,
Hem-Lenglet,59300,3.2277,50.255,403,114,289,13,3,273,CHAPUIS,152,
Vicq-sur-Breuilh,87203,1.3931,45.6457,1182,333,849,27,14,808,CHAPUIS,555,
La Ferté-Saint-Cyr,41085,1.6783,47.6598,767,244,523,10,11,502,CHAPUIS,294,
Bellocq,64108,-0.9183,43.507,740,234,506,24,8,474,CHAPUIS,357,
Domjean,50164,-1.0242,48.9943,770,233,537,11,11,515,CHAPUIS,334,
Ceillac,05026,6.8048,44.6463,260,68,192,9,3,180,CHAPUIS,120,
Léogeats,33237,-0.3611,44.5087,609,164,445,18,13,414,CHAPUIS,306,
Saint-Maurice-de-Rémens,01379,5.2738,45.9587,522,176,346,11,7,328,CHAPUIS,207,
Huillé-Lézigné,49174,-0.2988,47.6535,986,326,660,20,14,626,CHAPUIS,457,
Herry,18110,2.9268,47.2236,735,209,526,21,12,493,CHAPUIS,287,
Berny-Rivière,02071,3.1491,49.4146,501,166,335,4,8,323,BAVÉLÈRE,174,
Saint-Marcel-l'Eclairé,69225,4.4211,45.8743,451,123,328,4,8,316,CHAPUIS,245,
Mesnil-Raoul,76434,1.272,49.3964,762,232,530,26,6,498,CHAPUIS,313,
Saint-Barthélemy-Lestra,42202,4.3302,45.7202,554,179,375,15,7,353,CHAPUIS,221,
Saint-Pierre-es-Champs,60592,1.7367,49.4263,508,138,370,14,4,352,CHAPUIS,199,
Bretenière,21106,5.1026,47.2389,638,203,435,18,13,404,CHAPUIS,260,
La Chevallerais,44221,-1.6693,47.4727,995,279,716,26,12,678,CHAPUIS,521,
Farschviller,57208,6.8826,49.0877,1102,356,746,18,12,716,CHAPUIS,419,
Cerfontaine,59142,4.0228,50.2591,526,138,388,6,8,374,CHAPUIS,200,
Sougy,45313,1.8069,48.0576,645,210,435,9,11,415,CHAPUIS,256,
Saussay,28371,1.4134,48.8516,723,201,522,18,7,497,CHAPUIS,290,
Bertrichamps,54065,6.8034,48.4329,902,269,633,19,11,603,CHAPUIS,346,
Hémonstoir,22075,-2.8448,48.1565,467,154,313,12,6,295,CHAPUIS,215,
Domsure,01147,5.2953,46.4244,365,97,268,11,3,254,CHAPUIS,157,
Prunay-le-Gillon,28309,1.6331,48.3659,805,268,537,14,14,509,CHAPUIS,310,
Menomblet,85141,-0.7292,46.7316,456,155,301,7,4,290,CHAPUIS,193,
Montgenèvre,05085,6.7222,44.9346,380,119,261,9,6,246,CHAPUIS,152,
La Motte-Saint-Jean,71325,3.9587,46.5181,849,278,571,7,13,551,CHAPUIS,348,
Saint-Pey-de-Castets,33460,-0.0625,44.8128,517,156,361,10,4,347,CHAPUIS,251,
Mortefontaine-en-Thelle,60433,2.1864,49.2665,700,233,467,13,14,440,CHAPUIS,227,
Vovray-en-Bornes,74313,6.1464,46.0598,416,137,279,12,7,260,CHAPUIS,186,
Cervens,74053,6.4422,46.28,856,263,593,11,6,576,CHAPUIS,393,
Lanouaille,24227,1.1226,45.3819,705,203,502,18,11,473,CHAPUIS,308,
Bouillancourt-en-Séry,80120,1.6301,49.9574,444,132,312,13,5,294,CHAPUIS,158,
Ferreux-Quincey,10148,3.6006,48.4582,331,105,226,6,5,215,CHAPUIS,123,
La Cambe,14124,-1.012,49.3414,450,126,324,11,5,308,CHAPUIS,199,
Bren,26061,4.9514,45.1472,462,125,337,14,8,315,CHAPUIS,195,
Assé-le-Boisne,72011,-0.0064,48.3201,713,238,475,20,10,445,CHAPUIS,282,
Salavas,07304,4.3621,44.3877,596,198,398,10,10,378,CHAPUIS,241,
Têche,38500,5.3782,45.1852,466,140,326,12,9,305,CHAPUIS,197,
Labéjan,32172,0.508,43.5417,252,72,180,3,5,172,CHAPUIS,117,
Cumières,51202,3.9184,49.0729,634,190,444,14,12,418,CHAPUIS,247,
Landudec,29108,-4.3321,47.9949,1109,294,815,33,22,760,CHAPUIS,579,
Cestayrols,81067,1.9871,43.983,443,119,324,15,7,302,CHAPUIS,186,
Saint-Léonard,88423,6.9184,48.2126,983,327,656,12,16,628,CHAPUIS,344,
Le Poët,05103,5.9061,44.2841,558,179,379,4,6,369,CHAPUIS,224,
Bouzy-la-Forêt,45049,2.366,47.8567,899,292,607,8,12,587,CHAPUIS,380,
Fay,72130,0.0692,47.9961,521,147,374,17,4,353,CHAPUIS,227,
Revelles,80670,2.113,49.839,444,133,311,13,5,293,CHAPUIS,155,
Goetzenbruck,57250,7.3807,48.9698,1255,394,861,26,20,815,CHAPUIS,475,
Cieux,87045,1.0248,45.9817,853,243,610,17,12,581,CHAPUIS,399,
Locmalo,56113,-3.1867,48.0636,697,222,475,13,5,457,CHAPUIS,323,
Caseneuve,84032,5.4894,43.8867,380,102,278,8,4,266,CHAPUIS,134,
Montenescourt,62586,2.6288,50.2944,363,104,259,3,5,251,CHAPUIS,130,
Sevrey,71520,4.8238,46.738,698,201,497,12,10,475,CHAPUIS,294,
Beaudéan,65078,0.1384,42.9981,327,90,237,6,4,227,CHAPUIS,146,
Thésée,41258,1.3294,47.3221,873,249,624,8,17,599,CHAPUIS,346,
Saint-Angel,19180,2.2295,45.504,555,179,376,8,11,357,CHAPUIS,269,
Châtenay-sur-Seine,77101,3.0971,48.417,749,222,527,10,8,509,CHAPUIS,314,
Muron,17253,-0.8562,46.0178,902,262,640,26,11,603,CHAPUIS,392,
Oulins,28293,1.4834,48.8663,796,226,570,27,8,535,CHAPUIS,306,
Grandpuits-Bailly-Carrois,77211,2.9685,48.5804,639,215,424,8,6,410,CHAPUIS,265,
La Bazouge-du-Désert,35018,-1.1053,48.444,838,236,602,23,15,564,CHAPUIS,440,
Latillé,86121,0.0667,46.6101,1069,338,731,13,10,708,CHAPUIS,480,
Larrazet,82093,1.0839,43.9314,415,114,301,13,9,279,CHAPUIS,154,
Marcilly-sur-Seine,51343,3.7179,48.5467,528,143,385,9,5,371,CHAPUIS,209,
Chalifert,77075,2.7725,48.8966,943,295,648,23,12,613,CHAPUIS,389,
Thilay,08448,4.8083,49.8975,825,246,579,17,12,550,CHAPUIS,279,
Drouvin-le-Marais,62278,2.6307,50.4888,498,167,331,6,5,320,CHAPUIS,164,
La Chapelle-Saint-Martin-en-Plaine,41039,1.4137,47.7341,554,177,377,17,10,350,CHAPUIS,204,
Les Baux-de-Breteuil,27043,0.8089,48.8614,548,186,362,9,5,348,CHAPUIS,202,
Herbitzheim,67191,7.0806,49.0122,1587,524,1063,46,12,1005,CHAPUIS,631,
Vendenesse-lès-Charolles,71564,4.3559,46.4405,623,192,431,12,12,407,CHAPUIS,243,
Luemschwiller,68191,7.2991,47.6572,695,236,459,8,12,439,CHAPUIS,242,
Courçon,17127,-0.8044,46.2456,1151,377,774,8,8,758,CHAPUIS,509,
Fourneville,14286,0.2342,49.3602,388,131,257,4,7,246,CHAPUIS,163,
Saint-Clet,22283,-3.136,48.6718,738,193,545,25,8,512,CHAPUIS,379,
Toutencourt,80766,2.4631,50.0433,376,114,262,6,3,253,CHAPUIS,131,
Cayrac,82039,1.4827,44.1046,452,148,304,14,5,285,CHAPUIS,175,
Eringhem,59200,2.3105,50.8877,385,130,255,12,7,236,CHAPUIS,138,
Rosans,05126,5.4701,44.3962,371,113,258,5,7,246,CHAPUIS,152,
Goersdorf,67160,7.7715,48.9612,846,253,593,29,11,553,CHAPUIS,348,
Ruffey-lès-Echirey,21535,5.0865,47.3669,1973,556,1417,44,28,1345,CHAPUIS,834,
Chapelle-des-Bois,25121,6.1016,46.6176,239,64,175,6,5,164,CHAPUIS,111,
Nizas,34184,3.4189,43.5146,529,152,377,12,10,355,CHAPUIS,207,
Gresswiller,67168,7.4031,48.5239,1297,394,903,12,22,869,CHAPUIS,534,
Poillé-sur-Vègre,72239,-0.2704,47.9189,497,132,365,11,9,345,CHAPUIS,212,
Boulot,70084,5.957,47.3565,445,130,315,9,8,298,CHAPUIS,155,
Silly-Tillard,60620,2.1511,49.319,376,109,267,9,4,254,CHAPUIS,140,
Potelle,59468,3.6659,50.2365,368,125,243,11,6,226,CHAPUIS,119,
Tercé,86268,0.563,46.5132,868,266,602,27,12,563,CHAPUIS,385,
Pouillenay,21500,4.4627,47.501,374,119,255,10,5,240,CHAPUIS,149,
La Forteresse,38171,5.4111,45.2932,250,76,174,8,5,161,CHAPUIS,102,
Beuzec-Cap-Sizun,29008,-4.5081,48.074,813,251,562,17,11,534,CHAPUIS,405,
Flavigny-le-Grand-et-Beaurain,02313,3.6699,49.8869,336,103,233,8,5,220,BAVÉLÈRE,128,
Palneca,2A200,9.1835,41.9893,299,85,214,10,5,199,CHAPUIS,108,
Lanrivoaré,29119,-4.6375,48.4638,1161,304,857,33,14,810,CHAPUIS,606,
Siarrouy,65425,0.0361,43.3202,358,100,258,9,5,244,CHAPUIS,174,
Saint-Germain-les-Belles,87146,1.4907,45.6087,782,219,563,25,12,526,CHAPUIS,354,
Gausson,22060,-2.7589,48.2988,483,139,344,6,5,333,CHAPUIS,259,
La Meyze,87096,1.1917,45.6043,680,219,461,6,9,446,CHAPUIS,313,
Sénergues,12268,2.4558,44.6062,359,104,255,4,6,245,CHAPUIS,184,
Ortiporio,2B195,9.3501,42.4596,136,44,92,2,2,88,CHAPUIS,52,
Camboulazet,12045,2.4453,44.2242,348,110,238,3,3,232,CHAPUIS,165,
Levergies,02426,3.3135,49.9399,411,130,281,5,3,273,BAVÉLÈRE,151,
Trémouilles,12283,2.637,44.2376,427,140,287,12,5,270,CHAPUIS,210,
Bussang,88081,6.8858,47.8949,984,286,698,17,19,662,CHAPUIS,366,
Chaillac,36035,1.2958,46.433,822,215,607,25,18,564,CHAPUIS,358,
Quéménéven,29229,-4.139,48.1188,653,188,465,16,13,436,CHAPUIS,328,
Augignac,24016,0.7063,45.5821,656,186,470,7,10,453,CHAPUIS,275,
Bernot,02070,3.4924,49.8801,331,95,236,4,7,225,CHAPUIS,113,
Sardent,23168,1.8548,46.0426,614,171,443,18,5,420,CHAPUIS,263,
Cavron-Saint-Martin,62220,2.0109,50.4199,369,120,249,10,6,233,BAVÉLÈRE,127,
Aschères-le-Marché,45009,2.0038,48.1136,710,202,508,18,6,484,CHAPUIS,322,
Pinols,43151,3.3909,45.0467,224,67,157,3,2,152,CHAPUIS,88,
Faucon-de-Barcelonnette,04086,6.6713,44.4158,258,71,187,4,4,179,CHAPUIS,113,
Les Coteaux Périgourdins,24117,1.37,45.0919,509,150,359,11,9,339,CHAPUIS,231,
Gerbaix,73122,5.7415,45.6073,395,124,271,12,7,252,CHAPUIS,172,
Pagny-sur-Meuse,55398,5.736,48.6947,697,195,502,24,10,468,CHAPUIS,251,
Lisle,24243,0.5603,45.2724,658,221,437,10,13,414,CHAPUIS,277,
Saint-Armel,56205,-2.7226,47.571,876,231,645,31,10,604,CHAPUIS,447,
Saint-André-de-Bâgé,01332,4.915,46.2994,561,179,382,15,8,359,CHAPUIS,229,
Saint-Brice-de-Landelles,50452,-1.1308,48.5418,562,162,400,6,6,388,CHAPUIS,267,
Moca-Croce,2A160,8.9989,41.7898,321,99,222,11,5,206,CHAPUIS,111,
Ecaquelon,27209,0.7221,49.2866,460,149,311,6,6,299,CHAPUIS,167,
Couze-et-Saint-Front,24143,0.7219,44.8234,520,158,362,10,6,346,CHAPUIS,214,
Frévin-Capelle,62363,2.6354,50.3496,311,92,219,5,3,211,BAVÉLÈRE,114,
Castillon-en-Couserans,09085,1.0591,42.9174,290,91,199,5,5,189,CHAPUIS,121,
Briffons,63053,2.6572,45.6985,270,85,185,9,4,172,CHAPUIS,113,
Preux-au-Bois,59472,3.6569,50.1634,632,175,457,5,9,443,CHAPUIS,241,
Marcillac-Saint-Quentin,24252,1.1988,44.9589,659,213,446,18,8,420,CHAPUIS,256,
Saint-Hilaire-sur-Helpe,59534,3.8976,50.148,563,163,400,13,5,382,CHAPUIS,205,
Castelsagrat,82032,0.9495,44.1752,389,123,266,9,7,250,CHAPUIS,153,
Montazels,11240,2.2446,42.9529,405,119,286,10,8,268,CHAPUIS,156,
Vieu-d'Izenave,01441,5.5468,46.0864,473,146,327,15,7,305,CHAPUIS,182,
Saint-Gervazy,63356,3.2108,45.4042,279,77,202,8,6,188,CHAPUIS,130,
Thoré-la-Rochette,41259,0.9725,47.7806,591,187,404,9,11,384,CHAPUIS,219,
Vitry-en-Perthois,51647,4.6251,48.7466,663,222,441,22,10,409,CHAPUIS,236,
Boissy-Fresnoy,60079,2.8914,49.1666,652,185,467,9,8,450,CHAPUIS,231,
Brielles,35042,-1.0949,48.0072,495,168,327,14,9,304,CHAPUIS,239,
Saint-Sixt,74253,6.3198,46.0433,801,229,572,28,6,538,CHAPUIS,381,
Pont-Saint-Pierre,27470,1.2902,49.3388,750,246,504,8,13,483,CHAPUIS,263,
